speaker,words,tags,timestamp
,BYERS SANDERSON: There was thousands of acres just black as your hat. The,,
,farmers all lost their crops. The biggest majority of them. Some,,
,"of them took and bought hogs, all the hogs they could buy up.",,
,Fed the hogs the grain.,,
,"SAM SCHRAGER: That was in '27? I heard of that, that it was a wet harvest.",,
BS,All the way from the Canadian border clear down to this lower,,
BS,country it was- the grain was just shocked. The tops of them was,,
BS,"black. And I mean, they was black!",,
SS,What were you doing in Canada?,,
BS,I had a mining claim up there. I walked away from a million dol,,
BS,lar project on account of my pardners went crooked with me. It,,
BS,"was a lake bed. I had forty acres and it run from eight, ten",,
BS,down to fifty feet deep. And it was just like flour. Decomposed,,
BS,was an old lake and the animal,,
BS,life was still in it from the snails and things that way. I,,
BS,suppose years ago that the water receded and left that in there.,,
BS,The Pepsodent Toothpaste- I lacked one point or I could have sold,,
BS,"them the whole thing. I made 1,640 in two days,Aone man and my",,
BS,self. I come to the States and got backing to put in a little,,
BS,mill and a jig outfit. I went back and my pardners they- in,,
BS,just a little over a week they spent that money throwing parties.,,
BS,Made me mad and I walked off and left 'em. I had it leased of,,
BS,the Wolf Brothers and as soon as I left the Wolf Brothers took it,,
BS,over and then the CPR grabbed it.,,
SS,CPR? Canadian Pacific?,,
BS,Yes. They sell it all over the world today. There was lots of,,
BS,opportunities there then. There was another outfit that come,,
BS,"over from Windermere, over sixty miles where I was and wanted",,
BS,"me to come over and look at his property. Well, I asked him",,
BS,"what he had and he said, ""Gypsum."" Run forty percent. ""Well,""",,
BS,"I says, ""I'll come over and look at it."" I went over; went out",,
BS,to his place. The meadow was as long as from here to the woods,,
BS,"over there, about three quarters of a mile long, and this gypsum",,
BS,come up like a big ledge and it run sometimes 500 feet high and,,
BS,500 or 600 feet wide. Nothing but solid gypsum. I looked at it,,
BS,"and I says, ""Well, man, you don't want to sell this."" ""Well,"" he",,
BS,"says, ""I'll tell you, Mr. Sanderson, you see these kids?"" He",,
BS,"had four or five kids there. I says, ""Yes."" ""Well,"" he says,",,
BS,"""the law says I've got to get 'em out to where they can go to",,
BS,"school. I can't hang onto it."" ""Well,"" I says, ""What do you",,
BS,"want for it?"" He says, ""5,000."" ""Well,"" I says, ""I'll go to",,
BS,the States and I'll get the money and I'll come back and I'll,,
BS,"take it."" Well, I come down and got the promise of the money",,
BS,"and I went back. Well, this crooked pardner that I'd walked",,
BS,"away from on this other project, he was a sneak, he was a shark.",,
BS,"The Bank of Montreal President told me all about him, when he'd",,
BS,"spent that money onparties during the week, and he says, We ve",,
BS,"had trouble with him up in Saskatchewan."" And he says, ""You let",,
