speaker,words,tags,timestamp
,"ADA HILL CROW: A man and he had two sons: Uesley and Elmer. Wesley, he was the oldest,",,
,and he,,
,was justice of the peace for a long time. And also he raised the first,,
,"apples in that country, first appiles. And then",,
,this man named John Miller homesteaded there. He homesteaded in back of,,
,"Viola, y'know, but he lived in Viola. And so did Elmer Palmer live in",,
,"Viola but the homesteads ron back y'se% and ' yet, they still are.",,
,And tb* -bcio had a store in the post office. And I forgot the man's name,,
,that had the blacksmith's shop. And we went to church every 9hday in the,,
,"schoolhouse. And my father, Frank Hill, taught the first term school there.",,
,"And Mr. Nicholson, an old man he was ,carried the mail in a covered wagon from",,
,Viola to Palouse and back.,,
,"LAURA SCHRAGER: Do you remember that, him doin that?",,
AC,"Oh, yes. Oh, yes, to Palouse and back.",,
LS,Was it a big wagon that he had?,,
AC,"Just a little covered light wagon he had, uh huh. He carried the mail,",,
AC,for years and years. And then a man name of McKay^had a saloon there,,
AC,"of course at that saloon, y'know. Later Mr. Manoon had a box factory after",,
AC,"he got to raisin' apples, then he had a box factory there. And Mr. and Mrs.",,
AC,"Com, they had the hotel there. And they later built a church-one room.",,
AC,Mr. Smiley was the school superintendent and Mr. Veatch was the minister.,,
AC,"Now that's as far as I know of that. But this church, it got burnt cfim",,
AC,the boy didn't want to go to school. And burnt both schoolhoUes and then they fixed,,
AC,it up and an old hall,,
AC,"to have some school. And he burnt the hall. Then they said, t'hey-d fix up the",,
AC,church and he burnt the church. So he didn't want to go to school and that's,,
AC,"what happened. And just a boy, about twelve years old. But we always thought",,
AC,"there was somebody else helping him. Now that's all I know of that, that's",,
AC,the beginning of that big town.(Chuckles)..,,
LS,Did  the church?,,
AC,"No, had the hotel.",,
LS,Right.,,
AC,"No, the members built the church, the church members-the Christian Church,",,
AC,urn hum. Of course it was small; there  small.,,
LS,Where did they have church before that? Did people go to church at all?,,
AC,"They had it in the schoollouse, inthe shoolhouse, um hum.",,
LS,Would someone come out and preach?,,
AC,"Yes, um hum. Yes, before we got the church they'd come out from Palouse",,
AC,and preach. But aW we( got the church we had aminister there. Just someone,,
AC,"that would^t'ay there and preach. Oh, he worked out on the farm and like",,
AC,"that too, but he preached.",,
LS,How did they raise the money for that church? Do you know how they got that,,
LS,"biil  to run a, church ,",,
AC,"Oh farmers, they farmed, y'know. It don't take as much then as it",,
AC,"now. Goodness, they didn't the as nice a, they do now. (Chuckles).",,
AC,"The minister, he drn't get nothin much, justwhat the congregation would take",,
AC,"up, and that's all he'd get. Maybe five, six dollars on Sunday, that's all.",,
AC,"Now look what they give em. And a calico dress, you could get a calico dress",,
AC,for twenty-five cent—a good dress certainly. You could get five yards1-,,
AC,five cents a yard. Now you couldn't get the end of a bolt for that.,,
AC,"Thirty-six inches wide, yep. I guess those people are all gone now",,
AC,that  there/C that's about all I know about Viola.,,
LS,"Was there agrist mill there when you were in Viola? On. in City, but not in Viola,",,
LS,no.The b - was,,
AC,"Ho, never was. One in",,
AC,"in the timber, no grist mill, „ did have one there, did",,
AC,they? Not that I know of.,,
LS,Well there's astory about-do you know how John Brothwell lost his legs?,,
AC,Yes.,,
LS,"Oh, how did that happen?",,
AC,"It seems to me like, you know they had these old horse plowers with the",,
AC,horses would go and there was atumbing rod that'd run from the machine,,
AC,up to this horsepower and some way he got caught in that tumbling rod. He,,
AC,"went to step over it or something and he caught his leg in that, tht's all.",,
LS,What was he using the horsepower for?,,
AC,"Oh, I don't know. What was they using the Beasley",,
AC,"girl got hurt there too. Oh,, what was they doin? It",,
AC,"was grinding grain  something. I just can't remember that, grinding",,
