speaker,words,tags,timestamp
,"LOLA GAMBLE CLYDE: Well, John Bond talked about it, about that there was afault that",,
,"ran from St. Maries on down along the Potlatch, along the Potlatch Canyon and that",,
,it,,
,runs on down to the Salmon River. And Pm not ageologist so 1 really don't know all,,
,about it. But one day we stood on the rim of the Little Potlatch Canyon and he told,,
,me,,
,"sort of, along there -along the Big Potlatch. And he says ere is afault there that",,
,runs,,
,from St. Maries to the Salmon River. Now that would be an interesting thing. I,,
,"don't think John Miller talked about that in his book, did he?",,
,"SAM SCHRAGER: No, I don't think so.",,
,"No. That would be an interesting thing to look up about, wouldn't it?",,
,Yes. I've heard about those ice caves too. I've heard that there are some right,,
,between Troy and Kendrick.,,
,"Yes, I've heard about that too. Well, it seems that there's this geological fault",,
,that,,
,runs along there. And Ithink that might be interesting because I'm not very good at,,
,"this earth sciences, you know, and I think that's something the kids would be very",,
,"interested in exploring,- about how this fault runs right along through their country.",,
SAM,I want to ask you about the play parties.,,
SAM,"Oh, yes! The play parties. Well, it was customary on Friday evening in the rural",,
SAM,"schools. With the coming of the pioneers, there was very little entertainment. There",,
SAM,"were no shows, there were no cars, there was no television, there was no radio. So",,
SAM,they all had to make their own fun. So each person brought to the community their,,
SAM,own ethnic background. The people from different countries brought the singing games,,
SAM,"of their land. And the people coming here, of course, to this country - they came",,
SAM,from,,
SAM,other states that had been settled. And each one brought in various forms of pioneer,,
SAM,games and that was one of the chief forms of amusement.,,
SAM,It was the Rathaus of those days. You went down to the schoolhouse - you didn't,,
SAM,"choose their partners, you know. And this has been going on, of course, since the",,
SAM,days,,
SAM,"of Adam and Eve, you know. So they had all kinds of games they'd play and most of",,
SAM,"them were something about choosing partners. And if you weren't allowed to dance,",,
SAM,at,,
SAM,"least they could swing them around alittle bit. And that served its purpose, you know.",,
SAM,",of course, And some of the games they played werefHappy is the Miller Boy who lives",,
SAM,"by the null,",,
SAM,and the wheel goes around of its own free will. One hand in the hopper and the other,,
SAM,in the sack. And we' 11 all turn together and we' 11 all turn back.  Everybody reverses,,
SAM,and the boy that's next to the girl grabs him a partner.,,
SAM,"And another one went like this: ""We're sailing East, we're sailing West, we're",,
SAM,"sailing over the ocean and say young man, if you want to get awife - you've got to",,
SAM,"be quick in the motion."" And they grabbed the girl nearest them and away they went.",,
SAM,"And of course, there was ""Skip to My Lou My Darling"" with all its various",,
SAM,verses. There must be forty-six verses to it all together. And everybody that came,,
SAM,from adifferent section of the country could add afew verses as it was sung in their,,
SAM,country.,,
SAM,"How was ""Skip to My Lou"" played? Do you remember?",,
SAM,Yes. They all got in abig circle and you chose partners. And you stood and held,,
SAM,"hands in this circle. And they sang about ""My wife wears anumber ten shoe, my wife",,
SAM,"wears anumber ten shoe, my wife wears anumber ten shoe, Skip to my Lou my",,
SAM,"darling."" And then you took ahold of your girlfriend and you swung her in acircle",,
SAM,"round and round and round, you know. And then they'd get in abig circle again and",,
SAM,"then when it came to ""We' 11 all turn together and we' 11 all turn back,"" one stepped",,
SAM,ahead - the boy would step ahead and the girl would fall back. And that gave each,,
SAM,a new partner. Um-hum. And they played lots of other choosing partner,,
SAM,games. That was the best. And it was achance for the young people to meet,,
SAM,together and have fun under the very watchful eyes and chaperonage of the old folks.,,
SAM,Now they did this without music? They didn't have music?,,
LC,"They sang. And they all mostly sang. Of course, in some of the very early, even",,
LC,"the earliest people brought some forms of music, like violins. And some schoolhouses",,
LC,",",,
LC,about the first thing they would buy would be a little reed organ. And with someone,,
LC,"pumping on the organ you got alittle rhythm, alittle beat to it, you know. But if",,
LC,"they didn't have anything they could still sing and clap, you know, clap in rhythm",,
LC,and,,
LC,"that was all they needed. And when young people get together, you know, they",,
LC,can entertain themselves without much artifica. music and things. And they played,,
LC,guitars even in those days.,,
SAM,"Did they? Oh,yes, lots of them had guitars and they would play guitars and sing.",,
SAM,Un-huh.,,
SAM,"But I thought when they called it play parties, this is to mean that it isn't adance,",,
SAM,is that right?,,
SAM,"Oh, well, no. It was these play party games were - there were other games too",,
SAM,"that they played. They would play games like ""Spin the Platter"" and they'd get out",,
SAM,and^«,,
SAM,twirl apie pan around on the floor. And then they'd call out the name of some girl,,
SAM,"and she'd run, see if she could catch it. And if she caught it why she maybe would",,
SAM,get aprize. Or if she didn't catch it then she had to be the twirler for the next,,
SAM,game.,,
SAM,"And they played'charades""and everybody would act out something, you know. And you",,
SAM,acted out different games. And they would play - they'.;* play games like - and if,,
SAM,you,,
SAM,could guess it that would be fun. And if not you had to pay aforfeit. And some of,,
SAM,the,,
