speaker,words,tags,timestamp
,"This conversation with Frank Brocke took place at his home in Troy, Idaho on",,
,"February 11, 1976. The interviewer is SAM SCHRAGER.",,
,SAM SCHRAGER; What do you remember about Chuck Wells? Did you know him?,,
,"FRANK BROCKE: Yes, very well. Of course, he was ignorant. He was the type of",,
,"a man that had no education. He could write, he could write his name,",,
,"and beyond that I don't know how much he could write. But, when he",,
,"had problems, financial problems, banking problems, he came to met""",,
,"And, of course, he made a will and he named me as executor, and that",,
,began our relation to where every time he'd come to Troy he'd come in,,
,"and shake hands. But, he was just a friend, that's all. I enjoyed",,
,"him. But, he had a rough life, you know, after Mildred left him, and",,
,he divorced her and this woman from Texas came and she was strictly,,
,after his money. I think the story was— I think he actually told me,,
,"that they tried to burn his house down, and burn him up with it. He",,
,believed that anyway. I don't know. But he was as honest as a man,,
,"could be, so help me. And, that's the reputation he had; everybody",,
,"in Deary thought the world of Chuck Wells, they recommended him. He",,
,was a hardworking man; honest man. And they didn't want him hurt- —,,
,"nobody did. But that's about my relationship with him, that's just",,
,about as far as I know. I never was in his home.,,
SS,Did he log when you knew him?,,
FB,"No, no, he was too old. I think that he would work for the neighbors,",,
FB,"he'd help haying. He was poor; very, very, poor. Until social",,
FB,security come along I don't think he knew where the next dollar would,,
FB,be coming from. But he would work for neighbors up there taking care,,
FB,"of their cattle. He obviously during his life was a logger, I would",,
FB,"assume, I don't know.",,
SS,"Yeah, he had quite a reputation as being a crackerjack logger UP there.",,
SS,"I'd grown up with Joel, logging.",,
FB,"Yeah, that's right. But other than the financial end of it and advising",,
FB,"him and being a friend, that's as far as my relation ever got.",,
SS,Did you ever know Mary?,,
FB,"Yes, yes. She was very quiet, very reserved person. Yeah, I was just",,
FB,"as close to her as I was -f""Q Chuck. But I had more experience with",,
FB,Mary's boy. He was not an honest kid. I tried to help him Q^ couple,,
FB,"times, but soon learned that it was no good. We didn! t lose anything",,
FB,"on him, but he was evasive and I would say, that he was not the best.",,
SS,"Well, I've heard that she had a pretty tough row.",,
FB,She did.,,
SS,Because her husband left,,
FB,I never knew her husband.,,
SS,He was gone by the end of the First World War.,,
FB,"I see, that's the reason.",,
SS,"But she stayed, didn't she?",,
FB,"I think she lived and died there In Deary, with Chuck. That is, they",,
FB,"were neighbors and lived in the same area, between Deary and Helmer,",,
FB,"is where the old homesteads were. Then there was a brother, Roy, and",,
FB,"he was here when I came. I knew him, I had met him. But he left and",,
FB,"went to Canada, and I think he was a woodsman, too. And he died up",,
FB,there. But Chuck had saved— he had—'course five hundred dollars was,,
FB,"a lot of money in those days, and he always had at least that much.",,
FB,When he made his will he had his forty acres and he had a little money.,,
FB,"And, of course, he willed everything to Roy. And he denied, Mildred,",,
FB,"that's his exwife, and, of course, he had no children of his own. And",,
FB,"Mary had died by that time, so that's who he was going to leave it to,",,
FB,but he died broke. I think we had to sell his forty acres to pay his,,
FB,"funeral, as I recall.",,
SS,I wonder if that was the old home place. If that was where Joe's house,,
SS,was?,,
FB,"Yeah, that's right.",,
SS,Chuck probably got it after—,,
FB,"Yeah, that's right.",,
SS,That was a famous place in the early days. I understand that folks,,
SS,stopped there on their way,,
FB,"Uh-huh. Yeah, that's quite a history there. Now, the Mc Kinneys, I",,
FB,think they own most of it.,,
SS,But I found that people around Deary really did have a lot of respect,,
SS,for the whole family.,,
FB,"They did. They thought nothing of it simply because they were black,",,
FB,"because they knew their place, where they stood in life and they didn't",,
FB,"abuse you, and they were modest, very modest; timid. When they asked",,
FB,for something it would be very rare. That's more or less why Chuck. Va61,,
FB,"needed a friend, and he came to me, and that's how my relationship",,
FB,"started. And, as I say, he had a little money and he left it in the",,
FB,bank.,,
SS,"Since we're speaking about people up there, it just makes me think—",,
SS,did you happen to know Pat Malone at all?,,
FB,"Yes. Just knew who he was. And I can just see him, he always had the",,
FB,"smile on his face and he had the cane, walking in front of him and he'd",,
FB,"look up at you—look up like that. Yeah, he was an old man when I knnw",,
FB,"him though. But, yes, I knew him. Called him Pat. But he never ar",,
FB,"rested me, or anything like that. But he was the local cop.",,
SS,"Did you use to hear a lot of stories about him, like— I've heard so",,
SS,"many stories about this guy. At Bovill, seems like everybody—",,
FB,"That's true. But, of course, I was too far away from him, that to",,
FB,"me all he was was a goodnatured cop. And, he would tickle you, be",,
FB,"cause, like he'd be coming down the street on all fours, he had those",,
FB,"two canes in front of him when he was walking, and when he'd stop he'd",,
FB,"stop and he'd turn his head around, he was stooped, see, and I can remember",,
FB,"and I can just see that. And a big man, husky man. Fat. Chubby.",,
SS,I've heard that—,,
FB,But I knew nothing of his private life.,,
SS,I've heard that he was on duty really up until he died.,,
FB,"That's true. Of course, Hubert Hall came into being about that time.",,
FB,"I don't whether he died and Hubert became the marshall, or whether he—",,
FB,Your understand that he died with the badge on?,,
SS,"That's what I understand, but I don't know if he really— he might have",,
SS,"been almost an honorary marshall by then, because he was eighty when",,
SS,he died.,,
FB,"That's right. I don't know anything about that, Sam.",,
SS,I should find out about that.,,
FB,"It would be interesting to know that,yes.",,
SS,"Well, I want to ask you about somebody that goes way back, to the real",,
SS,"early days. This J. P. Vollmer guy. Now, he had a pretty bad repu",,
SS,tation around this area.,,
FB,Yeah.,,
SS,Is it based on fact?,,
FB,"It's based on facts. He was a determined, coldblooded man, financier.",,
FB,"He was a warehouseman, a landowner. Yeah, he had his day. But, of",,
FB,"course, he was completely out of the world when I came, or even knew",,
FB,"about him, but, of course, everything— the town being named after him-",,
FB,I can't say that I ever talked to anybody that knew John P. Vollmer,,
FB,"personally, in my life, even after I was old enough to learn and re",,
FB,"member, the name was just common. Because, when you describe anythingso",,
FB,"much land was owned by him, J. P. Vollmer. But the stories never",,
FB,"died of how he finagled. I don't know that one would call him a crook,",,
FB,"he was just sharp. And whether he stole 'course, it used to be",,
FB,common that a lot of warehousemen did steal. I don't know. That's,,
FB,"beyond me. He didn't live in my day, and I didn't live in his.",,
SS,"But his reputation, the reputation from what people would say— it was",,
SS,kind of bad.,,
FB,"They were condemned, because, I know the h«00fY*- of Troy was named Vollmer",,
FB,"at one time, and people changed it because of the fact that he had a",,
FB,"bad reputation. Now that's my understanding, that's why it was changed",,
FB,because they didn't like to be named after him. I don't know that Kendrick,,
FB,had the name of Vollmer. I think that—,,
SS,"There was another town, I think—",,
FB,I believe it was up on the prairie.,,
SS,"Yeah, I've heard—",,
FB,"Is it Craigmont? I think that's true, and then they changed— that",,
FB,"was brought about because of the fact that— of the name. And,",,
FB,"of course, he became very prominent in Lewiston. He owned the First",,
FB,"National Bank, that was their's. I say the First National— one was",,
FB,the First National and one was the Lewiston National Bank; I don't,,
FB,know which was the Vollmer bank. I've forgotten that.,,
SS,"I know that his son-in-law, Clark, was the one that—",,
FB,"Yes. Yes, he was shrewd. 'Course Clark was in my day, that is, I can",,
FB,"remember Clark. But he was quiet, but sharp. And, of course, he inherited",,
FB,fantastic holdings.,,
SS,I think that he's described—,,
FB,"— Three, four, five— he's mentioned six times, and that would give",,
FB,you the background of him.,,
SS,I remember that Vollmer was in the Bank of Troy history— the first,,
SS,Bank of Troy history— that Vollmer was involved in the first bank—,,
SS,"in the first years, in the very first years. And I think that Frank",,
SS,Green knew him.,,
FB,"Oh, yeah, Green of course knew him because of the warehouse connection.",,
FB,"See Green, he would be—died when he was eighty-eight— so he'd be",,
FB,"over a hundred years old if he were alive today. So, of course, he",,
FB,knew Vollmer and Clark and all those through the warehouse connection.*,,
SS,"We..!1:., when they say a ""New York"" banker—",,
FB,"Well, you can classify that either as a slicker, a big city banker, or",,
FB,"where he'd never seen New York—I don't know, I never heard.. Just a",,
FB,"sort of a caustic remark about him: a ""New York"" banker, because he",,
FB,"would be awfully slick for us Westerners, see. He came out here and",,
FB,"he hoodwinked. Not that would be my definition of a ""New York"" bank",,
FB,"er. Now, he could have been one, I don't know, but he'd have to have",,
FB,"been awful young because he lived for many, many years here. He came",,
FB,"here before the railroad, you might say, was being built. And, in",,
FB,"fact, that's how these towns got their names. In fact, he was before",,
FB,"the railroads, obviously. 'Cause I think that's when Troy was changed",,
FB,"after the railroad came, and the spot in the area was called Vollmer.",,
FB,"That's what he was doing, he was naming 'em all after himself. Now",,
FB,"what he was doing, or moving around,. I don't know.",,
SS,"Who was Clark? According to this book here, Clark wasn't allowed to",,
SS,reopen his bank because he didn't want to cooperate with the federal,,
SS,government after the bank holiday.,,
FB,"That's true. 'Course, you had a choice. Now Melgrade didn't either.",,
FB,He refused. He was so confident that his bank was okay and he bluffed.,,
FB,"Yes, I think that's the word. He was only closed for about three days,",,
FB,"Harkin, and he opened on his because I think he was a friend of",,
FB,"Wheeler the bank examiner, and Wheeler had not been too long previous",,
FB,"to that he had examined him, and he being a high money man, and he",,
FB,"didn't have many problems, they let him go ahead and open, because",,
FB,"that was the only bank in the county that was open. And, I am sure",,
FB,that was the reason. And Vollmer— Clark they had some serious prob,,
FB,"lems. They were involved, I believe, with the the Old National and",,
FB,"so consequently that was serious. They were closed down, too. And I",,
