speaker,words,tags,timestamp
,HARRY SAMPSON: I saw Wild Davey. I was nine years old when I came here,,
,in 190..,,
,SAM SCHRAGER: What do you remember about Wild Davey?,,
HS,"Well, all that I remember is that as kids we were scared of him because he",,
HS,"was kind of a recluse, I guess, you'd call him. We more or less considered",,
HS,"him a hermit, sort of. And he had these dogs which we were afraid of too.",,
HS,So that he was an individual. He was eccentric. People in town here kiew of,,
HS,"him, so he was, as I say, a character.",,
SS,Did you see him mostly going by on the street? Is that where you'd see him?,,
HS,"Yeah, we'd see him d3h here. He lived right down here on White Avenue, in",,
HS,"kind of a shack down there. And by the way, too, at that same time we had a",,
HS,negro family that lived right down in there. that's the first negro family,,
HS,"that I know of that came to Moscow. And they were here before 1902, I'm sure.",,
HS,Clarice knows the name of the negro family because they were dark negroes.,,
SS,Do you know how he made a living?,,
HS,"No, I dont. No, I don't.",,
SS,Did their kids go to school here?,,
HS,"Oh yes, yes. Idon't know how many youngsters they had. I suppose she's",,
HS,taping there or I'd go up and ask her now. I can't remember; it wasn't a,,
HS,big negro family at all.,,
SS,We'll ask her later. Do you now if they stayed for very long?,,
HS,"Well, as far as I know, I don't rmember tham ever leaving.",,
HS,"buried he'e in the cemetery, as far as I know.",,
SS,"This Wild Davey, did he have any friends in Moscow?",,
HS,"Yes, Mr. Creighton was a^ Kooa friend of his. And I wouldn't be",,
HS,surprised that he saw that he had clothing to wear. And as Clarice,,
HS,mentioned the last time you were here that the hotel gave him food. And,,
HS,at that time the hotel was run by Mr. Gale whose daughter married,,
HS,Mrs. was a Gale.,,
SS,Do you have any idea why Mr. Creighton and he were friends?,,
HS,"No, I don't.",,
SS,He just took an interest in the man?,,
HS,"Yeah, evidently did. Creighton was a man that had very few friends, but he",,
HS,had special friends that he liked he was interested in.'Cause he was an,,
HS,"immigrant; he was a boy from Scotland, came to the United 8tates. And in",,
HS,"fact, as I understood it, his folks wanted to make a sinister out of him,",,
HS,"and he didn't want to, and he over to America. And I don't know how",,
HS,"old he was when he came here and how he happened to come to Moscow, I don't",,
HS,know. But I worked for Mr. Creighton from 1907 to 1910 I was going to school.,,
HS,"And why I know he had special friends, he would send in to a liquor company",,
HS,"and get very high grade wines and liquors and get oh, a barrel full of the",,
HS,stuff. And he had a little hideaway in the back of the store where like,,
HS,"someone that he wanted to talk to secretively, and he had that barrel",,
HS,there. And before Christmas he would make up the packages of these different,,
HS,people that he was going to give those presents to. And I'm sure Wild,,
HS,"Davey probably, was maybe one of them too. I don't know. But I know there was",,
HS,a banker in town; he was a special friend. And 4nm ones.,,
HS,I delivered some of the packages for him.,,
SS,So really he was the kind of man who didn't hob-nob with all the businessmen,,
SS,but that kept mostly certain people as friends.,,
HS,"Yeah, he had",,
SS,Can you tell me—I was thinking about how he is different from Mr. David in,,
SS,"their ways of looking at business and at life. How were they different, those",,
SS,two men?,,
HS,"Well, Mr. David was a community spirited man. He was interested in the education,",,
HS,"the spiritual life of the town, politically, in fact he could have been",,
HS,governor of the state if he'd wanted to run for it but he turned it down.,,
HS,I don't know the reason for it except that it took him away from his business,,
HS,"or something. But Creighton, he and his wife, he had a wife that was very",,
HS,"eccentric. And she only had a very, very few friends too. So they were that",,
HS,type of people.,,
SS,Would you say that the two men had a very different philosophy of business?,,
HS,"Well, they got to be very competitive in years on. And I think that was one",,
HS,of the reasons probably that Mr.  didn't want me to go down to,,
HS,David's because when I left there he never spoke to me for several years after,,
HS,I'd been down there. Even his wife wouldn't speak to me.,,
SS,Would you tell me about what that offer was? You said that he made you an offer,,
SS,when you came back to say that you were offered a job.,,
HS,"Well, I was I think it was, twenty-fvie dollars a month. And",,
HS,the opening down there was due to a young fellow that was living at,,
HS,my mother's place. He and another fellow had a disagreement and they both,,
HS,"quit, so they needed somebody quick. So this fellow told me, he says,""If you",,
HS,"want the job,go down there and see Mr. David."" And they were particularly",,
HS,interested in someone that could understand the Scandinavian people because,,
HS,"this county was probably sixty per cent Scandinavian. So I went down there,",,
HS,and I just got the job that quick. So I went back and told Creighton about it,,
HS,and at first he just kinda blew up and wouldn't say anything. And I gave him,,
HS,plenty of time before I went down to David's. So around and,,
HS,"he says,""Will you stay if I boost your salary?"" Well, he boosted up to, I",,
HS,"think it was thirty-five or forty dollars a month. And I had to tell I said, ""My offer",,
HS,"down there is better than that, and Ianad already accepted",,
HS,the job so I couldn't refuse it. I was of that nature. At the same time,,
HS,"I Ml an offer from who run a bookstore, and he offered me the",,
HS,same amount but I decided to go to David's,,
SS,I wanted to ask you about your mother's boarding house too. About how that,,
SS,worked and what it was like.,,
HS,"Well, after my father passaci away, in 1907, I think it was. He left her insurance,",,
HS,"and she was advised to use that insurance to buy a home, she'd have a place",,
HS,because we were renting at that time. We had sold the home that we had built in,,
HS,1902. So that was for sale and we bought it back. There were four of us,,
HS,"youngsters, and I was the oldest at the time, in order to keep the family",,
HS,"together, why she decided to run a boarding house for students, which she did.",,
HS,"And in order to do it,we had three bedroomAupstairs and one down and a parlor.",,
HS,"And she turned the parlor into a bedroom, so that gave her four rooms for",,
HS,"students. Well, she had about six to eight students, they slept in",,
HS,"room. And she was a wonderful And she'd board, and roomed them for",,
HS,twenty dollars month. And she set a very good table; they all liked her,,
HS,"food. Well, that left it pretty tough for us for sleeping quarters. So",,
