speaker,timestamp,words,End Time
Sam Schrager,00:00:00,"I was thinking to start with it, maybe you'd tell some general background about, about how that how the settlement of this area and the people that came here were like, and related to what happened in other places in the northwest.",00:00:22
Lola Gamble Clyde,00:00:22,"All right. I'll, I'll start in on the piece about how this fits into the general, settlement at the northwest. Yeah. And that's, that's all right. That's a good way to introduce it because it, it pinpointed in history for people who never heard of Moscow, Idaho before. Then I'll come down to the way that these different stories about how Moscow was named, one can do that.",00:00:43
Sam Schrager,00:00:43,And I think perhaps mentioning the first people that came through here and what traces they left. That's very interesting too.,00:00:50
Lola Gamble Clyde,00:00:50,"To. Yeah, fine.",00:00:53
Sam Schrager,00:00:53,So go ahead.,00:00:54
Lola Gamble Clyde,00:00:54,"Oh yes. We have the history of our community, Same, it parallels the history of the whole Pacific Northwest. We too had the coming of the explorers followed by the fur seekers followed by the great soul seekers, followed by the, the great gold seekers, followed by some form of temporary government, and then lastly followed by the home seekers, the people who would stay and build the churches, the homes and the school to the community.",00:01:28
Lola Gamble Clyde,00:01:28,"We know that in 18, five and six Lewis and Clark passed this way, and their diary tells us that they camped along the Clearwater River and that their hunters ranged for about 100 miles. So beyond a doubt, they came to Tatkinmah, which was what this lovely valley, was called by the Nez Perce Indians, meaning the place of the little spotted deer.",00:01:51
Lola Gamble Clyde,00:01:51,"Here they hunted for the deer in the winter, and the camp was here in the summer. These were followed by the fur seekers. And we know that Donald Mackenzie built a fur trading post along the north bank of the Clearwater River, and undoubtedly his fur trappers came up the connect pan up, which is the South Blues and Paradise Creek, looking for the, the silver fur of the beaver.",00:02:19
Lola Gamble Clyde,00:02:20,"And we see them and we can see the beaver yet digging along those creeks in the early spring. But they left no written record of having passed this way. And we know that the great, the great soul seeker, Henry Harmon Spalding, rode this way from Lapwai the place of the white butterfly to shimmer cane, the place of many springs 25 miles out of Spokane.",00:02:43
Lola Gamble Clyde,00:02:43,"But he drew no map, and nowhere in his diary is he commented about having ridden this way, but it's in a direct line and beyond a doubt we passed this way. Following the Soul Seekers came, of course, and the first white man to visit this territory and leave a written record of having passed this way. And that was Isaac Ingles defense, the first governor of Washington Territory.",00:03:16
Lola Gamble Clyde,00:03:17,"And on May 24th, 1855, he met in the lush meadows of Walla Walla to trade with the Northwest Indians. They came directly from there to through this country and with him was a great German artist and cartographer, Gustavus Cohen. And he drew a map of the way they came, and they wrote in their diaries about having passed this way.",00:03:43
Lola Gamble Clyde,00:03:43,"We know that about at the west side of Paradise Creek on the 20th of June. They arrived there and camped overnight. And as Engle Stevens wrote in his report that you could look away to the west, and the ground was just carpeted with a myriad of flowers. They stayed overnight and followed them down the slope of Paradise Ridge to cross the pennant camp, which is the South Palouse, about at the place where the Chinese gardens now stand.",00:04:14
Lola Gamble Clyde,00:04:14,"And he wrote then in his diary that along the banks of the creek there were 600 lodges of Nez person camped, and that the canvas was so thick that the women could, in 3 or 4 days, could dig enough canvas roots to last them all winter long, and on the hills above the creek. And this would, of course, be Indian Hills and and University Heights.",00:04:40
Lola Gamble Clyde,00:04:40,"Grades 2000. Head of the Nez Perce Pawnees. And of course, among them would be many of the lovely Appaloosa horses for which Moscow was to become international headquarters. And he he also wrote in his diary at this time here I was astonished at the luxurious ness of the grass, and that the richness of the soil following the coming of Isaac Ingles.",00:05:07
Lola Gamble Clyde,00:05:07,"Stevens. We have the the coming of the gold seekers, and we know that, Jim, that Eddie Pierce passed this way on the way to Canal Gulch, where gold was discovered in 1860. He was led by Jane Silcock, who was the daughter of old Chief Timothy in the. The Pierce party had come by way of Walla Walla, had camped overnight with Timothy Hay at the Red Bull Campground.",00:05:39
Lola Gamble Clyde,00:05:40,"Here. The Indians told them that it wasn't safe to go through the Nez Perce country, that they were resenting the coming of so many white people. So Pierce asked if there's any way around the camp, the this country and Timothy's daughter, Little Jane, who later became Jane's look at 17 at the time, said, but she knew her way around and she would lead the company.",00:06:02
Lola Gamble Clyde,00:06:02,"So coming up, step to Canyon, they came in through halfway between called and Uniontown and came over as far as the South Blues. And they followed the South Blues up through what is now Troy, down to Kennewick, up over the Leland Country, to Canal Gulch, and where gold was discovered. And this, of course, meant wagons west. And the cry of gold ran out almost overnight.",00:06:31
