speaker,words,tags,timestamp
,ROB MOORE: I was thinking that you must have seen or heard of quite a few,,
,"Presidential assassinations over the years, haven1t you?",,
,WILLIAM KAUDER: Oh yes.,,
ROB,Which ones do you remember?,,
WK,Well I don't know. I donft believe I understand you.,,
ROB,"Well, do you remember how McKinley got assassinated?",,
WK,Oh yes it was awful. I remember from the...when was that first President,,
WK,assassinated? Lincoln was the first one that was shot.,,
ROB,"Well, you werent born yet when Lincoln was shot were you?",,
WK,"No, I wasn't born then. But I was the next one...Garfield.",,
ROB,"Oh right, Garfield. Do you remember that one?",,
WK,"Yeah. Dames A. Garfield. The song went, how was that now. (Sings)",,
WK,In My Saddest Day,,
WK,My name it is Charles Guiteau,,
WK,My name I'll never deny,,
WK,For the murder of James A. Garfield,,
WK,I am condemned to die.,,
ROB,Hm. Was that song popular shortly after Garfields murder?,,
WK,Um-hm.,,
ROB,Where were you when Garfield was murdered?,,
WK,We were living then in Missouri. In the northeast corner right almost at,,
WK,the mouth of the Des Moines.,,
ROB,"Before Missouri, you lived in Illinois didn't you?",,
WK,"I was born in Illinois, yes.",,
ROB,Where in Illinois?,,
WK,"Adams county, not very far from Quincy.",,
ROB,Did your father know Abe Lincoln when he was an Illinois politican instead,,
ROB,of a President?,,
WK,Um-hm.,,
ROB,How did he know him?,,
WK,"Well, principally by his speeches, you know. I think he seen him. When",,
WK,"Lincoln first called for the first 75,000 men a brother of fathers, younger",,
WK,"a couple years than father, he went on that call for the first 75,000. Father",,
WK,"didn't go. But he went, a brother.",,
ROB,Did your father end up fighting in the Civil War?,,
WK,Um-hm. But I forget who he was with now. He had a...oh I don't know what,,
WK,you would call it but it was about that long (indicating one foot)...a paper,,
WK,"that the names, you know, where they went across,, the country they went through,",,
WK,"the companies they been taking. Rebels, all them, that was all names on that.",,
WK,It was lost. I don't know what become of it.,,
ROB,Was your father married before he went off to the Civil War?,,
WK,No.,,
ROB,After he came back he married your mother and they decided to move out,,
ROB,West?,,
WK,"He married I think it was in 1867, I think. I was born in the last month",,
WK,"of the year, 1868.",,
ROB,Well how old were you when your family made the move West?,,
WK,How old I was?,,
ROB,Yes.,,
WK,That was in 18...we come West in 1890. And I was just 21.,,
ROB,Why did you decide to move West?,,
WK,"Father had an awful poor heart and the doctor told him that if he'd go West,",,
WK,"if he'd live among the pines, that he would live ten years longer. And we",,
WK,"come in 1890 and he died in 1900. Yes, he had an awful weak heart.",,
ROB,Were there a lot of people coming West at that time?,,
WK,Oh my gosh I think there was eighteen cars and they were all full.,,
WK,"Immigrant train. We come on an immigrant ticket, it was a reduced rate. It",,
WK,"begin on the 17th of March, St. Patrick's Day. We bought our ticket the 17th",,
WK,day of March and we come West.,,
ROB,How long did it take on the train?,,
WK,"Well, we left on Monday, that was St. Patrick's Day was on Monday that",,
WK,"year and we left, and I think it was Thursday, Wednesday or Thursday we got",,
WK,into Walla Walla. We bought our tickets for Walla Walla. We had a layover,,
WK,there at Pocatello. There was a train wreck or anyways the track was all tore,,
WK,up and we had to wait 'til they fixed that. It took about all day.,,
ROB,How did you get from Walla Walla to where you ended up on Cedar Creek?,,
