speaker,words,tags,timestamp
LOUIS BOAS,Probably the best-he went back to Professor Baker's Drama School at Princeton.,,
SAM SCHRAGER,This was Talbot Jennings?,,
LB,"yes. You've heard ~ And of course later he went- he wrote several plays and they were produced in England, mostly. And then he joined the crew at Hollywood and became very familiar with Norma Shearer and her husband. And he wrote about three or four movies. Th^ *** Osca.r$.",,
SS,"Mutiny on the Bounty, is one.",,
LB,"Mutiny on the Bounty, with Charles Laughton and then Across the Wide Missouri. And Romeo and Juliet, he adapted for the movies. And The Good Earth and The Black Pearl, which did not succeed as well as the rest, but he had three or four. Northwest Passage, he wrote that and about four of them  . He's still living, West Glacier, Montana. We get a Christmas card from him.",,
SS,Who else was in that group that went out to write or make a living in English?,,
LB,"Well, there was Blaine Stubblefield, who became editor of the notor and travel magazine, I can't tell you the name of it in New York and then he got tired of the rat race and came out to Weiser, Idaho and free-lanced and he was a great promoter of the Hell's Canyon as a recreation area. I believe he died^a few years ago. And Joel L. Priest who went to work for the Salt Lake Tribune, and then became the public relations man and writer for the Union Pacific Railroad. He's retired0"" in Carmel, California. And my wife who did a little free-lancng and I entered the newspaper business after being a ghost writer for Westinghouse Electric at Pittsburgh. I spent a year with them and I couldn't stand Pittsburgh.",,
SS,Wasn't there one fellow who went on to Stanford?,,
LB,"Yes, Buck, can't think of his first name now. Phillip Buck, who went on to Stanford and wrote some- he wrote work of higher class than we did. PhD type writing of papers and brochures on obscure subjects that English teachers write about. Analyzing or some par ticular abstract thought that the rest of us wouldn't see.",,
SS,Do you think that the English Department at the University at that time was strong?,,
LB,"Very strong. Very strong. George Morey Miller was the head of the department and he was a martinet but he had a good department. And of course, John Cushman, who is still living, he's eighty-five, and he lives in Moscow for nine months of the year; he is the one who at tracted the people that were interested in writing. He had what he called a creative writing course and he attracted those peo pie to his course. And he encouraged Talbot Jennings to go on with his writing. He encouraged me to go on. And another of that era was Orin Fitzgerald who worked for the Salt Lake Tribune, and later came to Moscow as agri cultural editor. And he wrote literally hundreds of articles for agri cultural publications. He worked for a short time after he was here at the university, he left and went back to Boston as the editor of a publication for the Sheep Growers Association or something and he didn't like Boston, he was purely a Western man and gave it up and came back to Idaho. But he was a staff writer for several agricultural pub lications. One was- is it the American Farmer put out by the folks of the Saturday Evening Post?",,
SS,I'm not sure.,,
LB,"I can't remember the name of it. It's still being published but he was a staff writer for them located in Moscow and he had an article about once a month. And he wrote for agricultural publications in Denver; one of them was a Cattle Association magazine at Denver that he wrote for. And the Idaho Farmer, he wrote for the Idaho Farmer published in Spokane. He did a lot of writing.",,
SS,"You say that George Morey Miller was sort of a martinet, what do you mean by that? He ran the department—",,
LB,"He ran the department with an iron hand and if you made a mistake in English he just climbed all over you. In other words, he wouldn't al low you to split an infinitive and he wouldn't allow you to say, ""the team, they"", and you read the modern newspapers, that's^what they do. The city council, they did so-and-so. And my wife says that in later years that became acceptable. Well it never did to me! When I was editor of the Idahonian if I saw the story that""the team they did soand- so,""l corrected it, and told the reporterKthat was verboten. And my wife said, ""Oh, they accept that now."" I suppose the English lan guage grows by usage.",,
SS,"In other words, team would be singular rather than plural?",,
LB,"Yes, it is singular. What would you say with two teams?",,
SS,That's plural.,,
LB,"Okay, what do you say with one team when you say ""they""? (Chuckles) Get my point? I think it should be singular at all times. And I no tice in the newspapers they talk of so-and-so that was elected city councilman. Well, of course, it should be who. And then they will say, ""The horses who ran over the grade and so forth,"" it should be what or that. They confuse the personal pronoun, either leaving it out and using another reference word or use a personal pronoun when it should be the impersonal pronoun. This is done all the time. I seei the Lewiston Tribune, and I see it in all publications, exBOAS cept I don't see it in the Wall Street Journal, which is one publica tion that is factually correct. I never noticed that in the Journal.",,
SS,"You know, speaking about Miller; did he strike you as he seemed to strike a lot of people in Moscow as being a character?",,
LB,"He was a character. He was eccentric. No question about it! He was an eccentric character, although his majors adored him. Say that he was a fine man. And he insisted upon correct usage of the English language, there is no question about it. And they used to call him an eccentric because you had to buy a tablet of paper to use for your themes which carried on the cover his rules for the usage of English. And he made a royalty on selling those. The freshmen had to buy that booklet. And he was criticized for that, which is wrong, no question about it. (Chuckles) I don't think a professor should have a racket of that nature, where he makes you buy a certain publication because he's got a royalty on it. George Morey did. But he required and in stilled in the freshmen- at that time we had two general lectures a week from George Morey Miller on English.",,
SS,All freshmen?,,
LB,All of them in one group. It was either two or one. They all met in the auditorium and he lectured the entire freshman class in English.,,
SS,"On usage, primarily?",,
LB,"Oh, usage and literature, whatever happened to be his . We had a general meeting of all freshmen English students.",,
SS,Was it good?,,
LB,"Yes, it was good. They way they do, and I think they still do in chemistry I, have a general lecture by department man once a week and then you go to your individual classes for additional lectures and questions and answers and quizzes.",,
SS,"Let me get this straight; this was for the whole- just the English students, or the whole class?",,
LB,Freshmen. The whole class.,,
SS,No matter what your major was?,,
LB,"No, no matter what your major was. And of course, Freshmen English was required. The entire freshmen class met once or twice a week, I can't remember which, in the auditorium for George Morey Miller's lec ture on English. And then you spent, say, two periods a week with your individual instructor in which you wrote themes, answered oral quizzes and took your written quizzes.",,
SS,Do you think at that time the presence of men like Miller and Cushman had an effect on attracting students to English as a major?,,
LB,"John Cushman did. He attracted people who were interested in writing; definitely. I don't know that George Morey Miller did; no. But we had a man here who was an outstanding authority on history; Hulme, who went from here to Stanford. And he was one of the, at least United States authorities and I think a world authority on European History. And he was here in the early '20's and left about 1921. He was a fine man. And he attracted students here for history. And he became- he was re cognized while he was here and after he left)he was recognized as a worldwide authority on history. The University of Idaho now has two worldwide authorities in science; Dr.Peck in physics, he's a world au thority on certain phases of physics. Had a friend of mine who's son graduated in physics from Stanford University and came here for his because he couldn't afford to go on to Stanford any more and he was amazed to find that Dr. Peck was here as a member of the physics department when he had studied his book at Palo Alto- Stanford. Other of course, worldwide authority is Miss Jeannine- she married Gretver. She's a worldwide authority today on fluorocarbon chemistry. Do you remember her?",,
SS,"No, I don't know her.",,
LB,You don't know her?,,
SS,No.,,
LB,"Jeannine Shreave. And she's traveled all over the world giving lec tures on fluorocarbon. It's an accident that we got her, she came from Montana as an unknown, as a young graduate, a young PhD, and she was interested in fluorocarbons and she had her candidates for a master's degrees and Phd's^on fluorocarbons and she became a world authority I think we have a fewer percentage of those now than we had in 1920, because we had some very good teachers. N A. W. Fahrenwald in mining, who is still living, and he's a world authority on mining problems. He developed flotation processes for separating minerals from ores. And he's been called all over the world to consult mining companies. He went to Cypress a number of years ago. Well, he's been retired for twenty years. And we had a better faculty overall than we have today.",,
SS,What do you think the difference has been in time?,,
LB,"I don't know. I do not know. Except that it was a small school, we had a small community; the people liked the climate. I think we were paying a comparable wage at that time, which is nothing what it is now. They got $7,000 or $8,000 a year and now they get $25,000 a year and yell. Except in English, they're in demand more than they were then. We've had an explosion in the number of students all over the world. It's gotten to the point that if you don't go to college you don't amount to anything; that's wrong.",,
SS,I wondered if the competition among the three Idaho schools would have an effect as well because of the demands from BSU and ISU for funds.,,
LB,"I'm sure that three institutions do mean that we have to spread it thinner. We have to spread our support for higher education between three institutions rather than one. And that's the way it was; it was one then. know/Idaho State College was known then as Idaho Technical Institute. It was purely a technical institute where you learned barbering and cosmetology and auto mechanics and so forth. Then it became a branch of the University; the Southern Branch then it became an independent institution; two year institution then a four year institution and now it's giving graduate work and they want to give Phds. You can't, you can't for 750,000 people, you can't afford that. It's like putting three degree gramHng institutions supported by the public money of the the city of Seattle. Can't be done, in my estimation.",,
SS,Do you think that there was concern at the University of Idaho back in the '20's about it's development?,,
LB,"Yes, certainly. It's always been here as long as I've been around Moscow. And we though we had politically,^ people thought they'd solved the problem when they made Pocatello , the In stitution of Pocatello, was asking for college status instead of an institute, and it was accepted by the legislature as a branch of the University and it became a two year college. So we thought we'd sol ved that, that they were under us. We controlled it and we sent a dean from Moscow to Pocatello to operate it.",,
SS,That was Dean-,,
LB,"Angell. Dean Angell, who's daughter lives two doors from here.",,
SS,Dusault.,,
LB,"Mrs. Dusalt. We thought we'd solved it, because it was part of us; the Southern Branch, we could hold it. You couldn't hold it.",,
SS,What happened?,,
LB,"They got the bigger population and they got the people down there so they voted to make it an independent institution; maJ(e it a four year school. And of course, Boise started out as a junior college, with a junior college district which encompassed all of Ada County as a taxing unit, you see. And I think it took in some of the smaller areas around Ada County, probably part of Payette County and so forth as a taxing unit. And they supported that as a junior college. Well, you know, you get 75,000 people in an area, there's another 75,000 in the environs and Nampa and Caldwell and Payette and so forth, why, they wanted their own school, so they made it a four year school. And mark my words, I won't live to see it, you will, when Boise is the major institution in the state of Idaho. No question about it. Just ten days ago the State Board of Education approved a course, a fo ur year course, in legal technology to graduate people with enough legal know ledge that they could do the paper work ot the lawyers and let the lawyers free- did you read about that?",,
SS,"No, but I know the course you're talking about because I know-",,
LB,"Just in the paper ten days ago. That's the beginning of law school. You wait, four years from now, they'll say, ""We've got this, why not have the law school to follow it?"" It's coming.",,
SS,How much do you think that the university here is protected by it's alumni who have gone on to become the leaders?,,
LB,"Very little. Who are the leaders for advancing Boise College to graduate status and PhD status, and the law school? Who are they? They're the lawyers of Boise who all graduated from the University of Idaho. They tried to move the law school down to Boise two years ago. They tried four years ago to move it; who were the prime movers? The lawyers of Boise, ninety percent of who graduated right out here. So you can t depend upon that, in my estimation.",,
SS,What does protect the university then?,,
LB,"Oh, the fact that it's been here; it's the oldest school, it has pres tige and it has age, but that won't protect it forever. Boise's got the population. Boise itself is 100,000 people. Spokane's 180,000; well, Boise's getting up there.",,
SS,So you think ultimately it's a question -,,
LB,"Power politics. Power politics. Boise's population ^ them as many representatives in the Senate and House as all of Idaho. And they're going to get what they want; it's bound to be. Just bound to be. That's why Frank Church didn't get to be vice president, he comes from a little state; no influence. That's why Sweicher was cho sen by Regan because he could influence 110 delegates in Pennsylvania, or so he thought Power politics.",,
SS,It makes me think of the old story about the origination of the univer sity here rather than down there. I'm just curious about the version of that that you've heard. Did you hear it as a way of keeping North Idaho in the state?,,
LB,"Yes. Definitely. Idaho was on the verge of seceding and joining with -to western Montana and eastern Washington ^the state of Lincoln. In fact, there was a bill passed by the legislature to create that state and it was vetoed by President Cleveland; I believe it was President Cleveland. It was vetoed; it passed. And there is no question about it, they demanded something up here and Moscow was one of the leading communities of North Idaho. Moscow and Lewiston and they put it in Moscow. No question. They had a couple of smart men down there as representatives and so forth. One was Forney, Judge Forney. He was there and he was a smart man and he persuaded them to give the university of Idaho. And they thought that was of minor importance and that'll mean fifty or seventy-five people going to the university and so forth and so on. No question about that.",,
SS,"You mean, that that's what they thought? They didn't realize the im plication?",,
LB,"No, they did not. Because state universities were not too popular. There was one in California and I suppose one in other states; Washington had one. .But it wasn't considered any great big plum.",,
SS,"You yourself were raised in Boise, weren't you?",,
LB,Yes.,,
SS,How do you feel than? Do you feel divided loyalties at all?,,
