speaker,timestamp,words

Sam Schrager,0:00:00,"Mike Bubuly came to Bovill from his birthplace in Serbia in 1913 and spent most of his working years as a lumberjack around the town. He witnessed the early life of the woods, from the fires on Beals Butte and in Bovill to fatal logging accidents and efforts to organize the men. He knew first hand some of the difficulties that immigrants might find in this new country. He describes what really happened in a fatal fight between two Yugoslavians and strongly disagrees with a rumor about the identity of the killer. Mike also speaks of the bootlegging that went on and how it involved his friend, Pat Malone. Well look, Mike, let me start asking you some more things about the old days, okay?"
Michael Bubuly,0:00:48,"Let's talk about that while I'm here… okay… i'll ask you some of the same things I did before, some of them."
Sam Schrager,0:00:58,"But one thing that I was wondering about is, do you know how your dad learned about the United States and decided to come to Idaho, how he happened to get out here? Well, he came to this country in earlier days, you know what I mean?"
Michael Bubuly,0:01:22,"The people went here and there because there was no industrial industry where we was at the time. And he thought he'd go somewhere where he could make some money and support the family, which was, I think it was three, it was four children and my mother. And he barred money for his parents to come over here. And he replaced, what, Minnesota, I guess, stayed in Minnesota while he worked there. And finally heard about the woods work out here in the western part of the country. So he decided to come to Idaho and come to Bovill and he worked around there for several years, you know, offered, sent some money to the family to support him back there. And finally I got big enough and I decided I wanted to come over here too. My older brother wanted to come and I wouldn't stand up for it. I wanted to come because I barely remember my dad. And I wanted to see him and I had a desire to travel and see some of the world. So he sent me many money I came."
Michael Bubuly,0:03:18,"And I went to work, of course, he had a job for me, potlatch. That was my first place to work when I was a kid. And I worked with him, with the horses and all, swamping, what they called swamping, knocking limbs off the tree logs and stuff like that. And sawed logs, cross cut saw, which was mighty hard work now to tell you that. And that was in 1913 when I came here. And my dad was, he was only 56 years old then, but he was getting crippled and that was rheumatism so bad that he couldn't, he was afraid he couldn't continue working and he didn't have enough money to retire and live. So he decided he'd better leave and go back and see the rest of his family. He didn't have much money, he had about $3 ,000, all his life savings. And he went back there and he bought some land. Then a drought began to hit the Tefre and they couldn't raise the things. And they had to buy everything, they were slipping, you know, they couldn't raise anything on their own. And I think that he spent all he had and I helped him a little from here in the South Bay. And then the war broke out and he, I think he was, he was about 78 when he died."
Michael Bubuly,0:05:40,"And my mother died before that. Anyway, I had two brothers and both of the Germans invaded the country, they took off as the guerrillas to fight. No, you go out and fought, keep them off. My older brother, he was out as a guerrilla fighter and they had no, they had no place to stay. They just stayed in the timber and the mountains and the rocks and the caves and all over. Finally he got pneumonia and died. And my younger brother, he was well educated. He was a guy that went to military school when World War I broke out, took him out of school, put him in the military, officer training. And he had a good education, good schooling and he was a pretty smart, intelligent guy. Anyway, when the Germans got in there, they got a hold of him some way. And he died before a firing squad. And he left two, three children. There's a picture over on the 9 o 'clock there, that's one of your daughters and my niece."
Michael Bubuly,0:07:37,"And that was really pretty hard for me to take. Well, anyway, I came over here and I was probably lucky that I'd probably been in there. I'd probably been for a firing squad too. And when I came over and my dad went back and he wanted me to go with him. I told him that I didn't have money. I'd only been here a few years. And I got a little extravagant. I was spending my money. I gave him my checks for quite a while. He had probably a thousand dollars. He told me, he said, you give me your money, he said, why are you paying your own way? I said, no, I should have money besides that. He finally had to leave and I stayed. I'll tell you one thing, he was a pretty lonesome kid after he left. In St. Mary's, where he took the train, I went to have fire with him. After he left, I was a pretty lonesome knight. Because I knew I'd never see him again."
Michael Bubuly,0:09:21,"But anyway, I got by pretty good. Sorry, but my house was good and I worked and made good living. Never had to go on any WPA or relief of any kind. You said it sounded like it was pretty easy to spend your money in those days. Well, there wasn't much money to spend. So I wanted a car and stuff like that, you know, and that cost money. Anyway, I was pretty fortunate. In 1934, I got jammed up pretty bad. I got my back broke. It took me a long time to get about three years before I could do anything. The doctor didn't take an airport, go back to work. But anyway, I had fused my spine, operated on it, and I got to feel fairly good, you know. So I went back to the woods again."
Sam Schrager,0:10:53,How did that happen? Did it happen in the woods?
Michael Bubuly,0:10:55,"Yeah, it happened in Elk River. Elk River I had a little bump up in the woods. I was top-holding the logs on the cars and loading the top man on the skipping tongs. You probably never even seen the tongs. I've seen the pictures of them. Yeah, the tongs and logs come up there and I stay up there and trip, you know, put the logs in place to change the load. And I had the heister, the guy that run the heister, he was a poor guy. He was sick, he had a cancer, and the nerves all shot. I didn't know it at the time, but he died shortly after that. He couldn't handle the logs, but he was very good, you know. And that time I was putting out, I wasn't afraid of anything. And anyway, I was on top of the load way up high and pretty rough down there. I just put the call, putting the face log on, and, you know, to build a load out, you've got to put them pretty straight. Sometimes I'd flare them right out and get more on the cars. And I was holding one log, face log, and one side I would call face log, outside log. Well, he was putting the other one on, on the other side, so I could put a chain around there. And that log, they were bringing up, got away somehow from him, and I had my head turned and caught me right across here. And over, I went about 15, 20 feet down. And I looked right on my mister log with my head, and looked right on my shoulders with my feet raised straight up. When I was knocked out, when he hit me across the back, and that giant box just like that. And I took him out, and I was bigger than my fifth, right on the center of my back there. Well, when I come to, I was on my way to hospital, on the logging train, you know, the flat car, the log logs out. And I'd say, what in the hell happened, man?"
