speaker,timestamp,words
Rachel Foxman,0:00:01,"This interview with Margaret Shimky and her husband Weldon Shimky took place at their home in Moscow, Idaho on April 11, 1978."
Rachel Foxman,0:00:12,The interviewer is Rachel Foxman.
Margaret Schimke or Weldon Schimke,0:00:45,"And then my cousins who lived across the alley were going and all the other Protestant children in the neighborhood were going, so I was going too. And I think I was a regular reporter and so I would tell about what went on at the revival meeting when I got..."
Rachel Foxman,0:01:05,Did you back that on now?
Rachel Foxman,0:01:07,"Oh well, you shouldn't have. I don't know if it's registered."
Margaret Schimke or Weldon Schimke,0:01:15,"So I reported to him and I wrote out for his reactions and my mother's defense of it. But Mrs. Otness, I thought she was going to write this, so I went up to the university archives and I got the papers for the Daily Star Mirror for November and December 1919. And on November the 1st, there was a First Baptist Church notice which said, prayer meeting, 730 Thursday. This is the last prayer meeting until after the Bulge and Lewis meetings. And then on November the 6th on the editorial page of the paper, I quote, next week the great evangelistic services begin in the tabernacle. All the church people will unite in this great effort. There will be no denominationalism, but the people will unite in one great cause and hope to have a big attendance during the entire series of meetings. And on November the 7th, the big revival begins tomorrow night with the Reverend E .J. Bulgen, Robert Lewis, Chorus Choir Director, Mrs. Robert Lewis, accompanist, and Chester F. Harris, Gospel Singer. Quote, aside from Billy Sunday, there is no preacher that can approach Dr. Bulgen in power, unquote. Now, the churches that were involved, to the best of my recollection, were the core of the Protestant churches, the Presbyterian, the Methodist, the Baptist, the Christian, possibly the Seventh Day Adventist. But I'm not sure about that. The two Lutheran churches were not involved, nor was the Episcopal church, nor the Catholic church. And when he said denominationalism was not going to be a factor, that was wrong. Now, the tabernacle was built on the corner of 3rd and Jefferson Street, where the parking lot is now. It was behind the old post office, which was built then. And it was on the spot where later a Christian church now demolished stood. And during the war, it had been a victory garden. And the tabernacle was built, I suppose, by donated labor, and probably the local churches had raised the money for it. The tabernacle, this mammoth building that will house the great meeting, there were many trips to Felton's Mill for sawdust, and a fragrant carpet covers the otherwise soft brown trodden hard between the feet of the workmen. The building will accommodate about 2 ,000 people. It will probably not take care of the Sunday night crowds. There will be delegations from surrounding towns. The opening sermon refuted Plato, Harvey, Herbert Spencer, and the great building was filled to hear Dr. Bulgen, who said they were here to do Moscow good. Now, my father said that Bulgen also refuted Robert G. Ingersoll, the noted atheist. And he said, he reminds me of these preachers who argue every morning with Ingersoll, every Sunday morning, and every Sunday morning they win because Ingersoll is dead. So, you see, there was much difference here in the reception of this. November the 14th. Sensational rumors have been circulated in Moscow that Dr. Bulgen had attacked and demeaned the American Legion in his campaign in Polfax. The local American Legion chapter investigated and they absolved Dr. Bulgen's statement by M .P. Bailey, acting commander."
Margaret Schimke or Weldon Schimke,0:06:03,"Then it followed an absolution of him. And what they did on these special nights was that all the Methodists would gather at the church and then they would march in a body down to the Tabernacle. And the same for the Presbyterians and the Baptists and all the others. So, there was much spectacle at the evening meetings, as much as you could have in a small town. November the 17th, an editorial. A young man was arrested for disturbing the meetings in the Tabernacle. He should have been pinched. Other arrests are likely to follow. Now, the reason for this, I think, was because the young man stood up to refute some accusations that the Reverend Bulgen had made about the morals of university students. And November the 18th, this is a quotation from Dr. Bulgen, Moscow is hidebound. I'd like to start a glue factory here. And tonight is Presbyterian night and they will meet at the Methodist church basement and they will march down in a body. I don't think I understand what he meant that it was hidebound and he'd like to start a glue factory. Well, because it's made out of, glue is made out of horses' hoofs and he said Moscow is hidebound."
Rachel Foxman,0:07:50,Meaning that they were so tough to break?
Margaret Schimke or Weldon Schimke,0:07:53,"Yes, I'm sure. And the collections were not up to his expectations either. Yeah."
Margaret Schimke or Weldon Schimke,0:08:02,"Headline November the 18th, the sunshine chorus is growing rapidly. Robble gobble, robble gobble, sis boom wee, sunshine chorus don't you see. Pep and Ginger makes us bolder, grit and backbone for a soldier. We will fight to win the right. Chase the devil out of brrrr, Moscow, Moscow, Moscow. Six hundred Moscow children met Bob and the Reds were on Bob Lewis. The Reds were on one side and the Blues on the other. Bob gives the new yell three times. The boy or girl who comes to the platform and gets it correct the first time, scores one hundred points for their side. Now I quote this out of the paper, all of the ungrammatical part of it is the paper is not mine. Lillian Woodworth, a little girl of about twelve with curls, and she didn't have curls, she had braids, came to the platform and wins the prize easily. Every time a coin is dropped in the basins, they all yell Amen or Hallelujah or praise the Lord. Now I'd like to extrapolate here that it depended on how much the cheering was, how much it was worth. It was Amen for a penny, Hallelujah for an equal, praise the Lord for a quarter and glory to God for fifty cents. And if you put in a whole dollar, we went through the whole rigmarole. And in this little story that I wrote, I'll try to find that and quote it to you later."
Margaret Schimke or Weldon Schimke,0:09:46,"This is the paper, quoting, this is a clean sport, helpful and enthusiastic. It is recreation, it is a school, it is worship, and it is exceedingly worthwhile. November the 19th, tonight is Baptist and Christian night. They will meet at the Methodist basement at seven o 'clock and march down in a body. November the 20th, tonight is Nazarene and Dunkard night. Now Dunkard, I think, is the old expression that was locally used for Seventh Day Adventist. Friday is Christian Science night. The big crowd of the week is expected on Friday night. November the 24th. The attack on the Christian scientists was not reported in the star mirror."
Rachel Foxman,0:10:41,Why?
