speaker,timestamp,words

Clara Payne Grove,00:00:02,Did I tell you when I got this place it was an alfalfa field?,
Emily Moore,00:00:09,"No, I don't think you did.",
Clara Payne Grove,00:00:11,"Well anyway, the alfalfa stood about that high. Oh, it was the most beautiful crop of alfalfa anybody ever saw. It's some special kind. It isn't the ordinary alfalfa. And you know I've offered to give roots of it to any farmer who wanted to start it.",
Emily Moore,00:00:32,Nobody wanted it?,
Clara Payne Grove,00:00:33,"Well they don't believe that it's a different kind. One man said, well that's ridiculous. There is only one kind of alfalfa. That isn't true. There are. I don't know, but there are at least two kinds and probably more.",
Emily Moore,00:00:49,Is this a particularly tall or bushy kind?,
Clara Payne Grove,00:00:55,This was so especially vigorous. But I had the place plowed and plowed it with a beautiful great big team.,
Emily Moore,00:01:10,Horses?,
Clara Payne Grove,00:01:11,"Horses were beautiful. Great big, big ones. Well taken care of. I bought my horses. He found roots just as big as that.",
Emily Moore,00:01:24,As big as his arm?,
Clara Payne Grove,00:01:25,My arm. And his plow pulled a cup through them. That big team pulled a plow through them.,
Emily Moore,00:01:33,How big of a plow did he use? How big a plow did he use? He had a two ... plow.,
Clara Payne Grove,00:01:44,It was a regular big plow. But those roots were really something he had to take next to them.,
Emily Moore,00:01:56,Did you save any of the alfalfa? Did you save any of the alfalfa?,
Clara Payne Grove,00:02:01,"I have a little bit of it on the place yet. I take some dried alfalfa to make alfalfa tea. Do you ever drink any? It's not only good, but it's good for us. If people would make a practice of drinking it, they'd probably say, I love Dr. Bill's. And oh, by the way, did you hear on the radio, just one of them, I'll call her, but tell her what Julie Eisenhower's bill for her hospital rooms would be? It was something above $2 ,000 for five days just for the rooms.",
Emily Moore,00:02:47,Really?,
Clara Payne Grove,00:02:48,Uh-huh… it didn't take in anything but room rent. How could that be?,
Emily Moore,00:02:57,It sure must have been different when...,
Clara Payne Grove,00:03:01,"Well, I presume it was a suite. It probably had her room, and a room for him, and a room for her mother, and a sitting room, and of course one or two bathrooms, and then Julie's room.",
Emily Moore,00:03:19,"Were you ever in the hospital here, way back?",
Clara Payne Grove,00:03:24,"I've been in the hospital here, once.",
Emily Moore,00:03:27,Would you know what it cost way back in 1925 or so?,
Clara Payne Grove,00:03:34,"I don't know. About that long ago. But in, I think, 40 something, I'm sure it was 40 something, it was 18 dollars. That is, that's what I paid. And I was there just one night and part of the day.",
Emily Moore,00:04:11,"That was still a lot, even then.",
Clara Payne Grove,00:04:14,"Well, I stayed some instruction that I was going home. And then I said, no, I couldn't. And I told her, well, I was going. And she tried to, she had waked me up the night before to give me a sleep pipe. Yeah, we did that right along. We wouldn't get to it until a person was asleep there, and we could open it. And I told her I would not take it. The doctor ordered it. I said, I'm not careful, I ordered it. Well, I said, if you try to put that needle into me, I'm going to break it. So she didn't try it.",
Emily Moore,00:04:55,And she let you go home.,
Clara Payne Grove,00:04:58,"I just wouldn't have anything the way they wanted it. So when I told her that I was going home, whether the doctor had charged me or not, I was going home. And she said, well, I'll call the doctor. I went in her room quick and shut the door. I know what she wanted, to tell the doctor. And she'd be afraid to tell him to open the door. So I shut my door tight. After a while, I went out, and she said, well, the doctor said I could go. And they were just so glad to get rid of me. I paid $18 for that minute. If I had been there 24 hours, I don't know how it would have been anymore. That was in the 40s. And I'm not quite sure that it was much less than I'd ever thought it would be.",
Emily Moore,00:05:58,"Well, in the Depression, I was thinking. I was going to ask you what it was like in the Depression here in Moscow.",
