speaker,words,tags,timestamp
,"Ed Swenson tells about a foolish miner from the Park country,",,
,"about early mail service to the settlement, about the first alfalfa",,
,"grown there, and about an accident that could hav/e killed his father",,
,and its funny aftermath.,,
,"SAM SCHRAGER: Now, first is about the miner. I did want to get down what you",,
,"remember about him, because a couple of people in Troy have mentioned him,",,
,"this guy whose name was probably Nilson, So what did you know about him",,
,from when he mined?,,
,"EDWARD SWENSON: Well he was a very modest, quiet man, and stayed by himself",,
,pretty much. He came to our place a few times and talked about his mining,,
,"and his work down there. But he was not very clear in his ideas about things,",,
,so we didn't get very much of it. But he did do some drilling and blasting.,,
,"He would sink a shaft instead of tunneling, and drill down a little ways, and",,
,then put in a small charge of dynamite and blast that loose and then clean,,
,that out and then drill down a little further. He never did go to any depth,,
,"at all. If he didn't find gold where he was drilling, he'd shift over to some",,
,"other place and start another little shaft there, sort of work around. But he",,
,"finally gave it up, he began to get older and he gave it up. He'd come around",,
,and visit and talk about his place down there. He didn't do any plowing or,,
,clearing of land because his house was partway down the canyon. He built his,,
,house on a spot of level land and cleared a little for a few fruit trees and,,
,"a garden, and that was about it. Then in later years we didn't hear more",,
,"about him because we moved away from there, so I really don't know what happened.",,
SAM,What was the story that they told about him almost having an accident one,,
SAM,time?,,
ES,"Oh yes, at one time he was working in his mine and was down a few feet. And",,
ES,he didn't have much money to spend for dynamite and fuses so he cut his fuse,,
ES,"pretty short, and he set the charge and he climbed out, but he fell back in",,
ES,again and almost didn't make it. He just got out in time to be saved on that.,,
ES,"And that kind of frightened him so that he didn't go very deep with his work,",,
ES,and he finally quit it altogether.,,
ES,"[According to Ed Swenson, this is the man Carl Olson refers to as the",,
ES,"foolish miner from Park. See transcript of first Olson interview, Side B,",,
ES,minute 30.],,
SAM,"And you also said that he was religious, he had some ideas about..",,
ES,"Yes, he claimed that he would have revelations from God at times about how",,
ES,to live and how to do. And one day a strong wind came and the trees bent with,,
ES,"the wind, and he said that God revealed to him there that we should be humble",,
ES,"and bow our heads in reverence to God, (Pause.) At one time he came to my",,
ES,"brother's place, and my brother asked him to stay overnight. He stayed into",,
ES,the evening so he decided to stay overnight. And then he told my brother that,,
ES,he was going to die that night. God had revealed to him that he was going,,
ES,to die. So he said goodbye to my brother before he went to bed. Next morning,,
ES,my brother looked into the bedroom and he was sleeping soundly. So my brother,,
ES,"made a noise to kind of wake him up, and then he rushed over to the bed as",,
ES,"though he was gonna carry him out of there. Nilson said, ""Good morning,""",,
ES,"and my brother said he was surprised, he says, ""I am surprised that you're",,
ES,"still living, (A truck roars by.)",,
SAM,He said what?,,
ES,"He said, ""I am surprised that you're still living, because you said that",,
ES,"God was going to take you last night."" So the man kind of smiled sheepishly",,
ES,and said that he wasn't going to go that time (laughs).,,
