speaker,timestamp,words,End Time

Sam Schrager,0:00:00,"This conversation with Walt Currin took place at his home in Genesee on March 17th, 1976. The interviewer was Sam Schrager. Right out onto the reservation?",0:00:23
Walter Currin,0:00:24,"The folks moved up here in 19 two. What about that little place? And they lived there until 1908. And we moved out on the reservation. And I grew up there, and we stayed there until 1929. Out on the farm.",0:00:40
Sam Schrager,0:00:40,Where was it? Where was it on the reservation?,0:00:43
Walter Currin,0:00:43,"Out here near ... You come up very heavy and do my own after you break up on top. They're coming in. They see the old gray. Don't come now like it used to. It used to come around over the hills in the farmland. There, and it went right through the farm. We had the Indian land and writer demand for the Indians. And so it made sense, you know, for the farm country out in New, all that room right down there, the choice farmland.",0:01:20
Sam Schrager,0:01:20,"What, what makes it so good is because it is lower. It's kind of lower than it is here.",0:01:25
Walter Currin,0:01:25,"No, not too much, not too much. It just, just an awful good. Well, all this farmland around here, that farm, that rumor I've got there. Of course, maybe I'm just a little prejudiced. I grew up after. Ever been home back? Got time. I was growing out well.",0:01:48
Sam Schrager,0:01:48,And your father? He had a farm before you went farm there? He'd been a farmer before.,0:01:52
Walter Currin,0:01:53,"Oh, yeah. He was farmer over. Yeah. And he moved up here. And the family grew up. And then dad, my brother farmed out there. But for for with Fred Nagle, an old timer around here. And then my brother got out of that school and then my farm up there.",0:02:17
Sam Schrager,0:02:17,"Well, how did that work then. How did you how could you go about renting the Indian land?",0:02:22
Walter Currin,0:02:22,"You had to go through the Indian agency and work for they had agency control, the leasing of the Indian land. Yeah. Well, I guess some of the buildings are down there yet and I just need to have some agency there.",0:02:39
Sam Schrager,0:02:39,"Over kind of a set up. Was it, was it a long term lease? We'd have.",0:02:42
Walter Currin,0:02:42,"Well, you could get a 3 or 5 year lease. Whatever you wanted. Yeah. So you paid you had so much rent in each year. You know at some point you need to rent and that way where you have your lease. For your five years. But it be for whatever the Indian would let you have free agency. There and. So that worked out pretty good. We had 3060. You farmland rendered, very Indian land rendered, and I say 2.0. So and that was that. And you of course pays for me. Well, creditors come in. But they were just, coming in when we left the reservation. If you recall, we still farm records.",0:03:47
Sam Schrager,0:03:47,"Did you need much, much stock to farm with it? Oh, you.",0:03:59
Walter Currin,0:03:59,"Hampton. Just ranch, right. Or big farm? They run a lot of stuff. The average small farm road.",0:04:08
Unknown Speaker,0:04:09,I see that.,0:04:10
Walter Currin,0:04:10,"They had about, you know, we had about goats and all that. Maybe 20 head of horses. That's about the average farmer there. Colts and work horses and saddle horses and stuff like that. And we had some cattle and kind of diversified farming. So it kept busy.",0:04:37
Sam Schrager,0:04:37,"Was there was there a place, to live when you, when you moved over there, was there a place on that where?",0:04:43
Walter Currin,0:04:43,"Yes. we have any we moved out. Was on Indian land. Well, all the places we lived on here include about that 40 and over the corner range was all Indian like around there. Oh, go on to the corners, carpets and all that down there. Mathews, Williams, older, down west, long central grade there. It's all in the United. But now it's been bought up by the individuals. Some are still from up here but it's. Been pretty well bought up now. But that.",0:05:22
Sam Schrager,0:05:22,Was it. Was it readily available then. Could you get it. Could you get it easily. Let me to to read. It was there a lot of demand.,0:05:28
Walter Currin,0:05:28,"For it and got demand kind of you got it by kind of bidding on land for the agency. The highest bidder would you would usually get it unless the Indian had to say so himself. And we had we rented, George Peele of Italics Land there for nine years. But he was just wonderful. Indian Congress. Did they come? He wanted us to have it. We just kept it until we left the reservation. And most of the old Indians used to be around when I was a boy out there. It's all passed on now. It's all younger ones now. Are there family descendants got the land. What's left there?",0:06:17
Sam Schrager,0:06:17,"Do you, what was George Field tell it like, I heard that he was a really fine man. He was a.",0:06:24
Walter Currin,0:06:25,"Well, at one time, I guess he was chief of the Nez Perce tribe. So he was a a nephew of Chief Joseph. So was. If you've heard of this famous writer, Jackson Sundown. Oh, yeah. Well, he was also a nephew of Chief Joseph. And they were cousins. Jackson sent them out, and I knew them all. Fellows. Females were four years old, going out. The old fellows who come to town on their saddle horses, old man Jordan Matthews and Carlton, all of them little fellows come by a with. I also really got acquainted with them. And every time they come to town, come back by, they'd all have me some candy or gum or something, and and old fellows and I, we were pretty good friends, and then I grew up on them, and they came. But they're all gone now. So really, I don't know who owns the land now.",0:07:20
Sam Schrager,0:07:20,"Well, back then, when those guys were, what would they what would they do? I mean, how how would they, pass the time then.",0:07:28
Walter Currin,0:07:29,"Oh, hunting. Fishing. Yeah. Guarding somewhat. Right guard. Some had some horses, some some.",0:07:35
Unknown Speaker,0:07:35,"And they go camping or something. You know, they travel around.",0:07:39
Walter Currin,0:07:39,"Yeah. And they let them, but they got off their farmland for of the rent and work. Yeah.",0:07:48
Sam Schrager,0:07:48,It was. Yeah. It was enough for them.,0:07:51
Unknown Speaker,0:07:51,Yeah.,0:07:51
Walter Currin,0:07:51,"Oh they got so some of got so that pretty much draw their rent ahead of time. But this all fell away right here far old Guilford County. Yeah. You know, he almost never draw a heck of a lot. He just lived on what he, he he needed some. He come get a mason over. I don't think he ever drawn over $50 a year on his ranch at any time. Oh, and he gone by. He and his wife live. Well, it's a house. Just as you hit the river. There on Harry Granger's. You hit the highway here on the river. Had a little house in back up on the point there. Yeah. He had a nice little place. He raised with gardens. They like to hunt fish.",0:08:34
Unknown Speaker,0:08:34,"So, you know, things like that.",0:08:36
Walter Currin,0:08:36,They do.,0:08:37
Sam Schrager,0:08:37,"I think it was, him that I heard about that they used to camp up around Bovill.",0:08:44
Walter Currin,0:08:44,"Yeah, he used to go up in there and up on the Clearwater. The first time I ever went deer hunting with that old fellow. We took that. His team of horses, you know. Okay. But ended up much in there, and we went up in there. We can't, one night within the day we went up. The next day, evening, we had a deer and an elk apiece. So he. Well, he was a he'd go through that timber. You'd never hear him. No. His kneecap on. But he was a great hunter.",0:09:23
Sam Schrager,0:09:24,"Oh. How old were you about that. Oh, I was,",0:09:29
Walter Currin,0:09:29,"I imagine maybe 19, 20, 20, in their early 20s.",0:09:36
Sam Schrager,0:09:36,"I think, teaching it out of hunt.",0:09:38
Walter Currin,0:09:38,"Oh, yeah? Yeah, he showed me a lot of things about still hunting and everything.",0:09:42
Sam Schrager,0:09:42,"Still,",0:09:43
Walter Currin,0:09:43,"Oh, yeah. That's. You just, find you good game. Trail and back off ways. He showed me how to do that. Man. Just wait for your game to get to traveling. They come through this game trail. You can get them there. Otherwise, you can sneak through that kind of through that timbered. So quiet you. Could you hear me? You just get through there and I stampede. Walk right up on him in the timber. There.",0:10:09
Unknown Speaker,0:10:09,So different than they do nowadays.,0:10:12
Sam Schrager,0:10:12,"That sure sounds different than that. And the way I learned. Oh, yes.",0:10:16
Walter Currin,0:10:16,Yeah. Course. That seemed like to them Indians had a way of doing it.,0:10:23
Unknown Speaker,0:10:23,"Their heroes, or.",0:10:24
Walter Currin,0:10:24,"They, the great hunters.",0:10:27
Unknown Speaker,0:10:27,The wonderful things they used to make. They.,0:10:30
Sam Schrager,0:10:30,"Yeah, things they used to make.",0:10:33
Unknown Speaker,0:10:33,Yeah.,0:10:33
Walter Currin,0:10:33,"Beadwork. Beadwork. Oh, they were great from a.",0:10:36
Unknown Speaker,0:10:36,Can be and and Yeah.,0:10:39
Walter Currin,0:10:39,And gloves and great to make these buckskin gloves and jackets and moccasins.,0:10:44
Unknown Speaker,0:10:44,"And they see they made their clothes out of it, out of the animal hide. You know, anything else from the dog? As a dog.",0:10:50
Walter Currin,0:10:50,"I don't know. But anyway, they take these little small beads, different colors, and they'd make the prettiest flowers on these gloves and the beadwork bags and stuff and their jackets. The they'd be on that day were great. Or they were finest artist going for that.",0:11:10
Unknown Speaker,0:11:10,"And all their clothes and stuff on animal hides, which is a thing when they grow an animal. I've seen everything it could.",0:11:17
Sam Schrager,0:11:18,"I've seen, and that way, you know. Yeah. Is God that that must be a lot of the old work that they still have. Yeah.",0:11:26
Walter Currin,0:11:26,"Here. A while back, some of the old time Indian ladies, they was putting on classes, learning the young ones how to do that down there, how to make baskets and buckskin and stuff. And it was, showing them learn the new the trade like the old fellows used to the old Indians. And they were they were great.",0:11:47
Unknown Speaker,0:11:47,"Aren't handed, you know, pretty dark.",0:11:53
Sam Schrager,0:11:54,"But, you know, it's kind of funny that nowadays, now, you in front get, Well, maybe somebody who is like, Indian would really go in that much trouble for with a white boy, you know? Yeah. how do how.",0:12:10
Walter Currin,0:12:10,"Do I tell you? If they were a friend to you, they'd do anything to you.",0:12:15
Unknown Speaker,0:12:15,That's the only way.,0:12:16
Walter Currin,0:12:16,If they were an enemy. Well.,0:12:20
Unknown Speaker,0:12:20,But they do a thing in their world for you. If they. If they liked you.,0:12:24
Walter Currin,0:12:25,"That they were great friends about out here. The folks all a lot of them and all the stuff. Why they're offering a big garden and they come to camp there. Some had money, some did, and she never returned from a letter writing stuff. They come back from Huckleberry and and mother don't get for 5 or 6 gallon of huckleberries. They'd always bring her out a bunch of huckleberry or Indian ladies. And the same way with fishing, they go fishing down on the river and they'd bring fish. They want fresh fish.",0:13:01
Unknown Speaker,0:13:01,And know what they like to buy. They do anything that.,0:13:05
Sam Schrager,0:13:05,"Sounds like they like, they want to like you. Why you think you liked you? Was it because they you shared like that way? Oh, yeah. You had.",0:13:13
Walter Currin,0:13:13,"We always treated them right. And, we, Never. We always. Well, frequent guest on the Eagle, but with the other people. And they appreciate what? And like that.",0:13:26
Unknown Speaker,0:13:26,"I never was around and I was scared to death them. But they, you know, they never hurt me. They, you know, just kid, you know, now, I'm not used to it. You know that too, that they didn't bother being a mother.",0:13:36
Walter Currin,0:13:36,But they were.,0:13:36
Unknown Speaker,0:13:36,Never was around.,0:13:37
Walter Currin,0:13:37,"You're treated like you treat an Indian, right? And you treat you right. You you. They're good friends. I still got a lot of friends down there on that. But yet even their younger ones.",0:13:51
Sam Schrager,0:13:51,"Where there's some where there's some people that didn't they didn't read them. Well, in those days.",0:13:55
Walter Currin,0:13:55,"Well, I don't know. I couldn't say that because I never went around saying that.",0:14:01
Sam Schrager,0:14:01,"Well, just when you say if they didn't like you, they really didn't like, well.",0:14:05
Walter Currin,0:14:05,"If you done something to them that to make a mad while they were mad and stuff like that. If you've done some jerk or something and and something that hurt him, why no they didn't. Or you if you just treat him, fight and, treat them right. Can you do me a favor? And they do you one thing.",0:14:28
Sam Schrager,0:14:28,"What about Jackson? Sundance? Oh, what kind of guy was he?",0:14:33
Walter Currin,0:14:33,"Was a fine. Oh, and, boy, he was one of the best bronc riders. He used to come up out there. We lived on the reservation cattle back in, teens in the 20s, they'd have. The talk show was here in a rodeo, and he would come up to him and his wife and family would camp out there, and he'd come in here to the show during the day and back up to his camp. And he was a fine old fellow. Yes, sir. But not he'd you get one of the better one for.",0:15:07
Sam Schrager,0:15:07,"As far as ride goes, I guess I heard him. He was all over the country. Pendleton.",0:15:13
Walter Currin,0:15:13,"He won the world championship in Pendleton down there. Yeah. Oh, he was a dandy and not necessarily need to be around if you ever see him there.",0:15:23
Unknown Speaker,0:15:23,This time. Malvo. I heard him.,0:15:25
Walter Currin,0:15:25,You killed him with this bill telling George. Bill telling you you were the finest only to be around.,0:15:32
Sam Schrager,0:15:32,"Somebody told me about telling how, considering he was, he'd gone and stayed at their place, and, he was doing some random work with him, and. And he was the only one that really said. Well, and your your cooking was great. I enjoyed, I gotta tell you.",0:15:49
Walter Currin,0:15:49,"He used to get up in the morning. Little place there on the river, go out and take a swim in the clear water in the late fall, pouring ice. Get out, get on a little horse and come up to the to the right there. And he got there and we were having breakfast and had breakfast with it. And he didn't know while take off, get back to the river. He used to make jerky and bring it to us. And he was very considered old folk.",0:16:18
Sam Schrager,0:16:18,"Was he was, you know, an old man this time when he was driving, diving in the.",0:16:21
Walter Currin,0:16:21,"River. Yeah, yeah, yeah, he was around late 60s and 70 in there. He always took a swim in the polar.",0:16:32
Unknown Speaker,0:16:32,I don't remember him.,0:16:33
Walter Currin,0:16:33,I never saw him. You bet.,0:16:34
Sam Schrager,0:16:34,Did Jackson. So that's everything to you? I think about riding.,0:16:39
Walter Currin,0:16:39,"Well, he gave me quite a few pointers. Of course, I don't kid growing up. About that time and I learned a lot from Jackson.",0:16:51
Unknown Speaker,0:16:51,"Yeah, I guess he was.",0:16:52
Walter Currin,0:16:52,"Was lucky he'd write him and I'd get fooled around, get bucked off.",0:16:58
Sam Schrager,0:16:58,Were you interested? Were you interested in that? Right?,0:17:01
Walter Currin,0:17:01,"Yeah, I like it, I liked it. I used to break horses in the winter. Yeah. Summertime course. Have to busy with farmers. We farm by horse. I'll have 2 or 3 saddle horses around that. I like messing around with horses, cattle real good.",0:17:22
Sam Schrager,0:17:23,"Oh, this, this broke right in it. it was there. Was there much rodeo in around here? Oh, yeah. Kids have a chance to learn about.",0:17:33
Walter Currin,0:17:33,"Oh, yeah? Yeah. You take old farm kids. How do you get. Well, they had cattle and stuff, of course. Take it out. Right. Calves and stuff more. You know, on the farm, they all had an idea that they want to ride. So I think, you know, do it themselves sometimes nobody would tell them, just get out. Oh, lot of fun. They'd get booked off. Farming different now. It's all machinery. Now it's in the horses.",0:18:10
Unknown Speaker,0:18:10,"You know, thrash machine stuff.",0:18:14
Sam Schrager,0:18:14,"Did, did Jackson Sundance ever? I mean, would he fool around on the horses whether or not he was in a rodeo? I mean, you have his own string or anything, you know.",0:18:23
Walter Currin,0:18:24,"He had horses, but he never had a rodeo string. He just went and rode and shows. Yeah, he was he just. He come up there and camp and come here, and he they always go and camp where when he was, he was riding on a 50 beef. Same way all the way Western Pendleton where they had a show where he'd go ride.",0:18:48
Sam Schrager,0:18:48,"All that was this, this Jesse horse show. Was that a rodeo town?",0:18:51
Walter Currin,0:18:51,"Well, they had the rodeo. And in connection with the horse, show them days. Why, they had to find horses around, draft horse out. Then they'd have. Oh, maybe the they'd have the last day of the show. They'd have a rodeo. And Anthony had some bucking horses around the country way they wasn't at that time. There really wasn't any, special rodeo. Strings. Everybody out of country, had horses. And if they hadn't worked auction, they thought it was a good button, or they'd bring him in and they'd drive out. They'd have to show them that way. But they never hired, strain. Like, did you ever string a horse? Like to do it? Loosen it around to put on the shows?",0:19:34
Sam Schrager,0:19:34,"But that's what Sundance was here for. To be for that, for the horse show that he'd come.",0:19:38
Walter Currin,0:19:38,"Well, he'd come for the worst show on the bronc. He same way with Pendleton. He went down the hill to right there. We didn't have. Of course, now it's more like they have they have these regular strings and come in.",0:19:55
Sam Schrager,0:19:55,"Well, to this draw people in from, from, very far and.",0:19:59
Walter Currin,0:19:59,"Oh because all these small towns right here was come and oh, we had rodeos here. The Hannah boys used to come in and put on rodeos here. August Campbell, Jett Sams had horses and we all had horses. But he with them put on a show here.",0:20:18
Sam Schrager,0:20:18,Gus used to do that rodeo too?,0:20:21
Walter Currin,0:20:21,"Oh, yeah. He had a bunch of horses out here on the rim and him and Chet Sams, they can bring their stock in. So everybody, like I said, had a buck more to bring them. Well. You know, that made it fun for all.",0:20:41
Sam Schrager,0:20:41,Was there was intellectual on and off for a guy like Jackson Sundance for.,0:20:45
Walter Currin,0:20:45,"Well it all depends on what your, what your purse was for Championship. Each little show was had probably a different purse. You know.",0:20:55
Unknown Speaker,0:20:55,How the Madison had as much I do know I don't know.,0:20:58
Walter Currin,0:20:58,"Nothing about, you know.",0:21:00
Sam Schrager,0:21:00,"You know, I don't seem to me like you're all that big now either. At some of these guys can ride the circuit. The champion and the national champion could maybe have $50,000, which have so much in there to other. Yeah. Other jobs. Oh, no.",0:21:14
Walter Currin,0:21:14,"Well, for the chances they take and the rougher, rough part of it. Why he doesn't do much. Of course nowadays then days you rode a horse to a finish. Now you're riding so many seconds.",0:21:27
Sam Schrager,0:21:27,You rode to a finish. What do you mean?,0:21:29
Walter Currin,0:21:29,"To work with that? Well, yeah. You know, now they run eight seconds and take whatever it is they let you sit down.",0:21:41
Sam Schrager,0:21:41,"Well, how long could a working and so.",0:21:44
Walter Currin,0:21:44,Some of them go quite a ways. I never stuck with Wilbur. Enough of them to go all the way with.,0:21:50
Unknown Speaker,0:21:50,No I don't know. I'm thing about.,0:21:55
Walter Currin,0:21:55,"I guess… yeah. They. Yeah. Well, what sport. You never know when you want to get hurt.",0:22:08
Unknown Speaker,0:22:08,"Did you get it right? Yeah, I did.",0:22:10
Sam Schrager,0:22:10,You did you do much road riding yourself?,0:22:12
Walter Currin,0:22:12,"And I never run the show too much. I was usually. Oh, I usually work, just pick up my days or something like that. When I never really run the shows too much. Sometimes. Try it. Out. But I never had the time to get away. To follow the show every on the farm. No work and stuff. So, I never had a chance to get away. Much.",0:22:44
Sam Schrager,0:22:44,Did you ever over at the Pendleton show over there to work in it?,0:22:48
Walter Currin,0:22:48,"Have. Well, I didn't work and I went over that. Old people tell it one time. Knock you to kid road. No, the race horses. Resources have to show. And one one year he took me over. I had these two. These horses are keeping up on the ranch. He took one of over and took me along with him. We had a good time down there.",0:23:14
Sam Schrager,0:23:14,Which they sure do. Which guy?,0:23:18
Walter Currin,0:23:18,"Well, Hayden was on or Bulldog. He's a steer on one side. Well, the dog comes on the other sometimes running in the stock and back on the work, but just right rider off and running up. Pick him up, take the saddle off of him and pick up a rider horse. Quick Buck and are you running in? Pick the horse up, snap him up and take the rider off on back. You on your horse and then he going over it. He was take that. Take him back in the saddle off him. So.",0:23:52
Sam Schrager,0:23:53,You know we start me. Is this really dangerous a dangerous game? I guess that's because I never been much of a rail.,0:23:59
Walter Currin,0:24:00,"You never knew where. What the horses were going to do. Sometimes some of them were trying to figure knock you out of the saddle, and some of them would want to keep on bucking. So you just never knew what the horsemen sounded. Right? So it made. When you went in there, you just took your chances and.",0:24:24
Unknown Speaker,0:24:24,Or when you.,0:24:29
Sam Schrager,0:24:29,"I just think you holding on. how did you do that? I mean, when you were when a horse was buck. And what was a way that you learned?",0:24:36
Walter Currin,0:24:36,"Well, you wouldn't dare. You wouldn't dare go grab the saddle horn or they disqualify you had your your bucking reins and your saddle, and you ride with your balance to the horse, over the horse. So it was just it's a game of its own. Some get good, some never learn… yeah. You.",0:25:09
Sam Schrager,0:25:09,I wonder where a guy like some dancer Jackson Sundance will pick it up.,0:25:14
