speaker,words,tags,timestamp
LS,Tell that one.,,
AA,"Well, you heard it before, you know, no change in that one. We got all the locomotives together, we had three of them, Potlatch had three of them and MilwaukeeAone or two and we had the sawmill there and got 'em all together. I went down and talked to the night watches, and got 'em all together and they pulled the locomotives all together and tied down the whistle string and let it go on for about five minutes, long as they had steam . Yeah that aas quite a racket there at twelve o'clock, well at midnight. I think everybody was up anyway. It was a nice friend ly little town, Elk River, when the mill was running, you know. It was just like a big family. We lived in the same house there for twenty years, and we didn't own a key. We never locked the door. Oh, some people some times they come in, our friends come in and they might have been at a card party or something, you know, and come on in at three or four o'clock in the morning woke us up, talked a while and started for home. Yeah, that was a pretty nice little place.",,
LS,Were there dances?,,
AA,"Oh yes, oh, you bet, they had a bifi gymnasium for the school, you know they could use, and they had an Odd Feller (Fellow) hall, and they had a masonic hall big enough to dance. The gymnasium was plenty big where they could get ten, fifteen couple at a time. And they had a balcony on there you know, get off'n the floor and get up on the balcony clean around it, that was good then. I think that burnt up.",,
SS,Would you tell us the story about the time you took the payroll—,,
AA,"Huh, that was in Minnesota. Yeah, I thought that was I been thinking I never thought anything about it then— that was the first winter I was here in the country, in the winter of 1905 and '06. You know I was thinking afterwards, you know,. I was a big kid— leaving me and sending me out to pack that payroll— that was in money, envelopes. I don't know what I had to carry it in, I had an old whaat sack or something on my back, I don't know. But I walked along this roadbed, you know, and delivered from one cabin or shack to another one. Those people were baching, you know, camped along the roadbed there in the swamps, and there was a lot of money, there was a heck of alot of money in there and trusting me with that— send me out and pack it— I went from one end of it to the other. I think I stayed overnight in one cabin. But you know to send a kid out with that, I thought that— afterwards, I was wondering whyAthe heck they would do that. Not pick on some reliable older man to carry that out.",,
SS,What kind of money was being paid out in that?,,
AA,"Oh, that was paper money, in the East was paper money.",,
SS,Was it large amounts to some of these guys?,,
AA,"Oh, yes, it was— some of themhad up to a thousand dollar or more. I don't know how much, I had no idea. I know there was money in it, there was money in them envelopes, you know for each man, but it was funny that— to me, it was afterwards. Then I didn't think mothing about it because it was just in a day's work, I was paid by the day. I think I got a dollar and eighty cents a day, I think, at that time.",,
LS,Did most of those guys just take their pay and leave with it?,,
AA,"Oh, no, oh, no, some of them didn't, you know. No, they stayed on. No they stayed on, it was just that one in particular I told you about. When I come back, you know, he was all ready and he walked back with me to the tailroad. And I just happened to see him when he come back, back from where he had to blow in. He was only gone three, four days, I guess and he come back and, boy, I tell you he blew it. And he was blue!! And he had the same overall and the same, jacket. He didn't get any of the clothes he was going in to get, he forgot all about it.",,
LS,Was he depressed at all that he'd done that?,,
AA,"Well I don't know whether he was or not,Ahe didn't feel very good anyway Either mentally or physically. (Laughs) give him a good going over. I tell you his face was just like an old hamburger cut up, blue and the other was all cuts. I don't know if he even had a haircut, I don't remember now, but it run in my mind quite a while.",,
LS,"Were most of the lumberjacks out here, were they, you know in the early years did they do the same thing? Would they take their payroll and...?",,
AA,"No. No. No, payrolls—they were paid in camp, see. The companies that I worked for, I didn't work for any",,
LS,I meant to ask whether the lumberjacks were paid—,,
AA,"Went to town and blow it? Oh, yes!! Sure, sure, they did. Them years, you know, forty years ago, thirty years, too. Yes, you bet you, they go into town and blow it. Just in a few days. Never took a sober breath from the time they come in till they left. Maybe some saloonkeeper where they spend the most, you know, bought 'em ticket and put 'em on the train and send 'em back. (Chuckles) Give 'em a bottle and send 'em back, and get another one, get another stake.",,
SS,"I'm still trying to figure out, that out, Axel. Because from what you say and what other guys say, it seems like, just about all lumberjacks blew in, well, nowdays, everybody tries to save a little money, so we save, save, sounds like nobody saved, hardly. Do you know why it was that way? Every body spent everything?",,
AA,"No, I couldn't tell you. The lumberjack, you know, there was— oh there was a lot of married men working in the crews, but they had steady jobs you know, and that was that floating population. There were so many camps. It was so much different from what it ;ls now. There is no comparison. You know, each and every one of us, you know when I first come out here,y. car ried pOc own blankets and in Minnesota, where I worked in Wisconsin, when I worked in the camps there, they had— the lumber cmmpanies had camps, you know and they had blankets in there, and I don't know if they ever was laundried from the time they put 'em in the camp till the camp burnt up— burned down or something. They were lousy and bedbugs and everything you could think of was in them. And when I come back West, you know, each one of us had to carry our own blankets. And you know how that happened you, you go from one camp to another and whatever got into them blankets, you carried from one place to the next one, up the strike— during the World Warl, when they had to change it.",,
AA,"That took away the blanket bundle— the com pany furnished blankets after that, and clean sheets, pillow slips. Oh there was no comparisonAthen— and the lumberjack, you know, he was really an outcast, you know, there was nothing for him to look forward to, or any thing. So I guess whenever he had a little a little fun, he thought he had it when he got into town and got drunk. Nowdays, I don't know if there is any more camps in the woods or not. There's too many roads, everybody got cars, and machines, you know— the lumberjack he lives in town— he lives among the other people, and there isn't any lumberjack like it used to be. Now, most of them that get the logs now is cat drivers and they're mechanics, and they're the best of the land, compared to what it used to be. Some of themci go out in the camp there and they cL stay fors 0h sometimes they stayed up to a year. Oh, I don't know, they'd make it a point that they want to stay a year. We had an old bullcook there where I was there one time, and they asked him— his name was Nels Munson, he died in Spokane shortly after he thought he had a little saved up, enough so he could live the rest of it— they asked him one time,A 'How long, Nels, how long have you been in the camp?"" He said, ""Let me see"", he said, ""I've been here two years and seventeen months and so many days."" That he hadn't been to town. He hadn't been to town, you see in that length of time,""Two years and seventeen months,""he said. That was pretty near three years and a half, isn't it?",,
LS,"Were they sort of hermits, or something? (Laughter)",,
