speaker,words,tags,timestamp
LEO GUILFOY,"This old Bill Deary, he was superintendent, he didn't have much of an education. But he was smart. I think I told you that one, about the Weyerhaeusers used to come out here, y'know, the Weyerhaeusers was seme people, see. Their headquarters was in St. Paul. And they'd come out here, and they'd get acquainted with the men, call them by their first name. Well, when a bunch of the young Weyerhaeusers come out here, and old Bill Deary, he was superintendent of the whole outfit—oh they had quite a few camps, the Potlatch did, around here, around Bovill and all around that country. So he showed them a good time out in the logging camps, and they said, ""Well, Bill, now believe me, when you come back, we'll get you back in St. Paul, and we'll show ou a good time."" Uell they got him cornered up there in St. Paul at a great big ball. And they got him sidetracked in the reception room with a countess. They got him in there to introduce him to the countess. He looked her up and down and he says, ""So you're a countess!"" ""Yes,"" she said, ""I'm a countess."" ""Boy,"" ha says, ""you're the first countess I ever saw,"" but geez you're some chicken!"" (Laughs.) And they were peeking in, listening in on the door, y'know. (Laughs.) They asked the countess afterwards, ""What did you think of that old lumberjack?"" ""Ohhh,"" she said, ""I thought he was wonderful. There's one thing about him: he tells you what he thinks."" (Laughs.)",,
SAM SCHRAGER,Is that the kind of a guy that Bill Deary was? He'd tell you what he thought?,,
LG,"Ch yeah, you bet, yeah. There was this train down there from Bovill down to Palouse. All the towns had a college name. And then people'd go in there and they had stump ranches y'know, and raise chickens, and all that. And one of the depot agents was going to see Bill Deary, he was in the head quarters there at Bovill. And he said, ""Some of these families are kicking because their eggs are getting broken,"" he said, ""and they want to be paid for them."" Bill says, ""pay 'em,"" he said, ""sure, pay 'em,"" he said. ""The chickens are scratching their asses everyday to lay more. Uhat do we care?"" (Laughs.) And they give him a secretary, girl secretary? ""All right,"" Bill said, the letter come in, you know? ""All right, letter,"" he said to her. ""Here, take this down. 'I have your letter of the fourteenth before me, and pretty soon it'll be behind me."" (Laughs.) That's the way he was.",,
SAM,He's the man that bought up a lot of that timber for them to start with.,,
LG,"Yeh, him and old Bill Helmer blew in here in the early days. They cruised that timber and bought it. From all around there, Elk River and all around that country. And they'd go out, old Bill would go out in the morning with a compass man and be gone all day, and maybe it'd snow. And then they'd sit in that snow and build a great big fire, and the heat would hit the snow, and it'd keep 'em warm. And they'd be gone all day, y'know.",,
SAM,This is Bill Helmer?,,
LG,"Yeah. He was quite a cruiser. I think I told you about them, when he had a guy with him, a compass man with him, his name is Eddie Erickson. And they were about five miles from town, Eddie was quite a drinking guy. And he walked into town, y'know, and Bill stayed out in the woods there, sleep right on the floor. And the bacon they stuck under the mattress, so the bear wouldn't get it. And late at night someone was shoving under the mattress, y'know, and Bill was sleeping there in the bed thought it was Eddie Erickson coming back drunk. He said, ""Get in bed, you drunken sonofabitch,"" and he had ahold of the bear! (Laughs.) He thought he had Eddie Erickson. That put the bear in bed with him.",,
SAM,You told me he wasn't scared of bears or the big game.,,
LG,"No. Well y'know, I was along with him there, and I had the compass, y'know. I had to go in a straight line, so that he could work that side from me, y'know, where he was at. And there was a bear with two cubs. The tree was a little sloping, and one of the cubs was up a little ways. And I stopped, and Bill says, ""What's the matter with ya?"" ""Well,"" I says, ""I'm not goin' by that thing."" ""Aw hell,"" he said, ""give me the compass."" And he come over and got it from me, y'know. And he walked to it. Keep on a-goin', talking to it, and he says, ""Lady, if you don't get them cubs out of the way, there's gonna be something happen. The Potlatch'11 shoot 'em."" (Laughs.) Talking to the bears there right as he went by. 'Course, I got up there quite aways, and then I took the compass off him, then he went back where he belonged, sizing those trees up, see. And he was a good cruiser. You bet. Wonderful cruiser.",,
SAM,Do you think that the animals knew that...,,
LG,"Now I was trying to tell you here about, I saw an old cedar maker. The ollld cedar makers go out in the woods, and they'd get a strip, and the guy would show 'em what's their strip—all the timber on there, you'd make that. And this old guy told me. I went out to check some of the poles, and he told me, he says, ""I can put my hand on the deer,"" ""Ahh, you can't do that."" I stuck around there quite awhile, a couple hours there, and watched him. And he did touch it. It shook all over when he touched it. Yeah, Well, I don't know whether the deer,..Well y'know there's some horses could trust ya and won't trust others.",,
SAM,That's right.,,
LG,"...And a dog likes ya and he hates somebody else, for no reason whatsoever. They have a second sight on people. Look at the fish, look at these salmon, steelhead. They go out tiny, that big. They leave the river and go down miles down the river, out in the ocean for four years. And they come back to where they were spawned. Now, nobody ever had any word what they do that for. But lately they're thinking they smell the water. Oh boy, that salmon, that's something. They go up all these dams. Now they come in, go up the Columbia, y'know, at Portland, and come on up here, and come up all these little creeks... Now they picked one up before it spawned and trucked it right across land, and put it back in the ocean. And that sonofagun—they have it marked—and that little sonofagun will come back, right back, go back up the same river... Go back down the river into the ocean, then down around and back up the mouth of the Columbia and up. Look at all the creeks and streams that flows into that Columbia, and all these little tributaries of the Columbia that flows in. Well they know just where they're going. And the poor damn things, y'know, they spawn, and the buck salmon goes with them. And when they spawn, then the buck goes ahead of them, and he covers the eggs with his spawn, see. And then they both go away and die! They don't get back to the ocean, they die. Right away! Set down the river. They're dead all along the river,",,
SAM,It's incredible.,,
LG,"It is. Now they talk about pigeons and things like that finding their way, but that salmon is ijb. And you know, in their absence—a little tiny fish that big—and in their absence, a lot of those creek mouths and beds have changed! Probably they dam, in the four years, they dam one right up! How do they know? Now they claim now, they think they smell the water. Before they just said instinct and all that. And all the way up fisherman are try ing to get 'em, all the way up the river. And they generally pick where they spawn, it's a small place not very deep, and lots of loose gravel on it. And the male fish makes a hole with the tail and puts the sperm in there, and the male goes above her, and when he puts his sperm right in there it covers that hole. For every thousand that's hatched from the egg, there's only 10% of em ever survive to get back to the ocean. Look at all the dams all the way down!",,
SAM,It's incredible.,,
LG,"Look at all the commerical fisherman all the way down. I got a kid here, the grandson here, he fishes for salmon right along, and steelhead. Yes it is, it's incredible, the return of the salmon. Gee, that's something that they can't figure out,",,
SAM,Do you think that Bill Helmer just had a real special instinct for working in the woods?,,
LG,"Well, they get that way, yeah. They get that way. Yeah, They get that way, y'know, and the trees is his,,.And a white pine tree, in those days, the white pine trees was it, I used to go out and cut all my wood, y'know, but I cut tamarack and red fir, that was the best firewood. In those days everything was free. But you couldn't touch white pine. You could touch everything else, but not white pine,",,
SAM,It was too valuable?,,
