speaker,words,tags,timestamp
,"MAUREEN BASSETT: Mrs. William Borah, who is our guest today. She's going",,
,"to have her hundred and first birthday on October 17,1971 which will",,
,will be on Sunday. And our show today will be a couple of days,,
,preceeding Mrs. Borah's birthday. She's the widow of Senator,,
,William Borah who was a senator from Idaho and she is now a resident,,
,"of Maryville Nursing Home in Beaverton,which is run by the Sisters",,
,"of St.Mary of Oregon. As we talk with Mrs. Borah today, Sister",,
,Christina is going to help us in following her life from when she,,
,was a very tiny young lady up until what she is doing at the present,,
,time.Good afternoon Mrs. Borah.,,
,MARY MCCONNELL BORAH: Good afternoon.,,
MB,"You were born in Eureka, California?",,
MMB,Yes. I don't remember exactly the day but I can almost remember the,,
MMB,second day of my life.,,
MB,Very good.,,
MMB,"I was taken by my grandmother,who thought that I was a most beautiful",,
MMB,"baby that had ever been born, but I was slightly disfigured. By some",,
MMB,"red spots,which seemed to be in the blood under the skin.And grandmother",,
MMB,should have been a doctor.If she'd been a man. But at once she knew,,
MMB,what she was going to do. She was going to take this baby to a famous,,
MMB,doctor that she had read about and see that those red spots were,,
MMB,obliterated at once. So mother wasn't well because my brother was only,,
MMB,a few months older than I. And mother was a very delicate woman anyMy.,,
MMB,So she consented to let grandmother take me to this famous man who,,
MMB,wasn't far away.So grandmother bundled me up and took me on this,,
MMB,little train that ran to Portland and she first had written a note,,
MMB,"to the doctor describing my symptoms and he had written back to her,",,
MMB,"""Bring the child to me."" And he had made the date when she was to",,
MMB,"take the baby to...So when she arrived in Portland, she was too early",,
MMB,to go to the doctor. But she had been wise enough to make an engagement,,
MMB,at the little hotel in the village. And so we might have to be there to,,
MMB,a few days while he treated me.So after she got me bundled off to the,,
MMB,"hotel and cuddled in bed. I was a good baby, but on the train going",,
MMB,down to Portland there had been a strange woman who never took her,,
MMB,eyes off me.Grandmother told the story afterwards. She said the woman,,
MMB,facinated her. She wasn't afraid of her but this woman never took,,
MMB,"her eyes off of the child. And so when we arrived in Portland,",,
MMB,grandmother made the reservation and she turned and saw that woman in the very spot,,
MMB,"again.So she heard the clerk say to the woman,",,
MMB,"""Madam,what kind of a room do you want?"" And the woman said,""I'11",,
MMB,not take a room now because I expect a friend to meet me here. And,,
MMB,"she'll probably have her plans.So that was,grandmother remembered",,
MMB,that.So she was assigned her room and she cuddled me down in the,,
MMB,"bed and off she went to the bathroom, which was quite a few steps",,
MMB,"then,in those days.They didn't have bathrooms to each room.Well,when",,
MMB,"she came back,opened the door, there was no little Mary. The bed had",,
MMB,been robbed. I was gone.Grandmother ran screaming down the hall,,
MMB,"""My grandchild has been kidnapped!"" Well, there was some sort of",,
MMB,a conference going on and the lobby was filled with men. And they,,
MMB,were all so excited. A porter came up from the bathroom.He said,,
MMB,"""Why,I saw a woman a half an hour ago with a big bundle in her",,
MMB,"arms,going through the lower part of the hotel and out the back door.""",,
MMB,Well the men all started out. They forgot that they were being,,
MMB,delegates to some sort of convention.They went out to hunt me. They,,
MMB,"were, I think,^three quarters of an hour, they located this woman",,
MMB,with little Mary.Probably I was screaming at the top of my voice.,,
MMB,"Anyway, they had an awful time getting me away from this very strong",,
MMB,woman.But they finally got me and here I am today.,,
MB,I'm so glad that they found you.,,
MMB,first venture in life. And it seems to me it just kept on through the,,
MMB,years. I was either in the nex^spapers with some kind of disease that,,
MMB,"nobody else had ever had in the world,or something to keep me in",,
MMB,"the limelight. I was not beautiful,not facinating, but I just kept up",,
MMB,"the pace. And so when I met my husband to be, he had just made a speech",,
MMB,"for my father, and ...",,
MB,And your father was William J. McConnell who was one of the first,,
MB,state senators from Idaho and also a govenor of that state?,,
MMB,"Yes. Well anyway, I think Mr. Borah was then just out of college and",,
MMB,"he was with a group of young students, trying to fight it out,",,
MMB,"something about the world he was soon to tumble into. Well, .. .",,
MB,When you met your husband he was working for your father?,,
MMB,Yes.,,
MB,And he also worked in your father's campaign?,,
MMB,Well not exactly. I wouldn't say that he xrorked in the campaign. But,,
MMB,he was very interested in my father. And my father asked these young,,
MMB,"college men questions and Mr. Borah was young, and he was the only",,
MMB,one who seemed able to answer any kind of question that father,,
MMB,"propounded to him. Well anyway, then life went on.And by and by I",,
MMB,was a big girl and I met this Mr. Borah and recall some of things,,
MMB,that happened.Well we became friends and one day he came in great,,
MMB,"haste.To tell me something that I must ansx^er immediately. ""Will you",,
MMB,marry me? I'd been appointed by the govenor to take care of a big,,
MMB,"case in Washington.""Well I had two days to get ready to go to",,
MMB,"Washington. Well, there might be some interesting bits in between",,
MMB,time. I did marry Mr. Borah. He was Mr. Borah then. And with the,,
MMB,"govenor of Idaho, we proceeded to Washington. And of course, Washington",,
MMB,"wasn't entirely new to me, but I had forgotten much about it, because",,
MMB,"I was only a child when my father v;ent into the senate. And ,well,",,
MMB,I had a very interesting few days in Washington. And my greatest,,
MMB,interest wasn't in politics as it should have been. It was watching,,
MMB,the people on the street.That xras all new to me. For the first day,,
MMB,in any city in the xrarld a new automobile was being tried out. And I,,
MMB,had my eyes glued from the hotel window.People had gone crazy and,,
MMB,"men driving horses, the horses were up in the air and I thought",,
MMB,eventually they were coming through the second window.We were on,,
MMB,"the second floor. And of course, I couldn't imagine what was happening.",,
MMB,It turned out later that the first automobile that was ever seen in,,
MMB,the world was taking place. And the govenor and my husband popped,,
MMB,into the room just as excited as I was. I had started a letter to my,,
MMB,mother to tell her all the things I had seen. Well that was my first,,
MMB,trip to Washington.,,
MB,In 1907 Mr. Borah was appointed to the senate and you were invited to,,
MB,"a dinner at the White House with President Theodore Roosevelt, and your",,
MB,"husband told you it was not an invitation, it was a command performance?",,
MMB,Yes.,,
MB,Can you recall anything about that first time you were in the White,,
MB,House?,,
MMB,i can remember thatAperfectly. We had been in Washington only a very,,
MMB,"short time.And my mother, before we went to Washington advised me",,
MMB,"about my clothes,""Now don't think that you need a lot of new clothes.",,
MMB,Because a new senator has to make his place in Washington.lt may be,,
MMB,months before you're invited out to any formal dinner at all. Or,,
MMB,"any formal meeting.""So I had plenty of clothes,such as they were, for",,
MMB,a girl.I was young. But one day at our door came a colored messenger,,
MMB,bearing an invitation to a dinner at the White House. And I had a,,
MMB,"colored servant, she was with us for forty years. And she came in",,
MMB,"with that invitation in her hand,not interestested that it was",,
MMB,"an invitation at all to go to the White House, but telling me about",,
MMB,this Xtfonderfully beautiful man who had brought it. He was a colored,,
MMB,"man, but oh, the garments he wore. So of course, in the meantime,I",,
MMB,was opening this invitation and I...,,
MMB,(End of side A),,
MMB,"the next morning bright and early, I started forth to the finest",,
MMB,shop in the city x/here in I had never poked my nose. And to buy,,
MMB,myself a dress for that first dinner at the White House. The madam,,
MMB,"of the shop looked at this young person coming in without much interest,",,
MMB,"She said, What would you prefer."" I said, well I hadn't thought",,
MMB,"of a special color. I said, perhaps blue or pink. And she was very",,
MMB,"indifferent. She brought out a few things that were really very lovely,",,
MMB,but she x/as so blase. A young thing didn't interest her very much. And,,
MMB,"finally she said to me,""Is the dinner you're going to a formal dinner?""",,
MMB,"I said,I presume so.It's at the White House. The woman then nearly",,
MMB,fell over! And she became vitally interested in the clothing and she,,
MMB,"said,""May I ask you xvhat is your name?""And I said,Mrs. Borah. ""Oh",,
MMB,"girls!""she called.""This is the young wife of that famous Idaho",,
MMB,"senator!""Well I was a different person. Oh, hox^ they loved me!",,
MMB,"And in the end one of the girls said,""I must show Mrs. Borah the",,
MMB,"gown that came in today from Paris.""She said,""The loveliest thing.""",,
MMB,Came the vision of the most beautiful gown I had ever put my eyes upon..,,
MMB,But I said^I couldn't think of buying anything as expensive as that.,,
MMB,"II * if You d be surprised how cheap this gown would be. Well of course, in",,
MMB,"the end, I bought the gown, thinking that my husband would be thrown",,
MMB,into jail x^hen he refused to pay the bill. But I thought the price,,
MMB,was worth it. And they tried the goxra on. And the help in the place,,
MMB,\ras so enthusiastic.The goxra was just a fluff of white.The most,,
MMB,"beautiful thing that was ever made in Paris.And so she said,""And",,
MMB,"Mrs. Borah,I'm going to get slippers for you just to match it",,
MMB,"And stockings.""So...",,
MB,That's what you wore to your first White House dinner?,,
MMB,That was the first time.But when I got home tried the dress on,,
MMB,And it needed a few little pinnings. I was to come back. So that,,
MMB,"night, when my husband came home, I said,Billy, I bought a dress today",,
MMB,for the White House dinner. But I think you're going to leave me before,,
MMB,"we go.I said,it was very expensive.He said,""Honey,I'm so glad you",,
MMB,bought it. I intended to tell you to get the very nicest thing you,,
MMB,"could find.""So that was a kind of a husband I had. I wore the gown.",,
MMB,But first I must tell you about the woman who owned the little shop.,,
MMB,"She said,the last time I sax* her, she said,""Mrs. Borah,would you care",,
MMB,if I had a painting of you in that gown for my own self to keep in my,,
MMB,"room to look at?""Of course, I was very young and had golden hair. I",,
MMB,never was pretty. But that helped to make me a little bit pretty,,
MMB,because the night we went into the White House for dinner this long,,
MMB,hall where were to take off our wraps I didn't need any wrap.That,,
MMB,beautiful gown kept me nice and warm.But the colored maid in the dressing,,
MMB,"room said to me,""May I ask you your name,madam?""I said my name is",,
MMB,"Mrs. Borah. She said,""You're the loveliest thing I've ever seen."" I",,
MMB,I stooped over and kissed the old colored woman on the forehead. I,,
MMB,"was happy. I knew I looked alright,^that my husband wouldn't be ashamed",,
MMB,"of me.So as went down the hall, we were stopped by they young aide",,
MMB,at a desk to find out if we were really invited and he recognized,,
MMB,senator immediately from his pictures in the papers so many times.,,
MMB,"So he said,""And Mrs. Borah, you're to be seated at the right of the",,
MMB,"president."" I said,oh. He laughed out loud and so did my husband.",,
MMB,"Think of me being seated and a great,great crowd like that. All the",,
MMB,diplomatic people. Here I was to sit next to the president.Do you wonder,,
MMB,"that I did that? That young officer, I saw him several times afterward.",,
MMB,And the he always greeted me was ...,,
MB,"By putting his hand over his mouth like,oh!",,
MMB,"Anyway,it was a wonderful,wonderful dinner. Mr. White, before we came",,
MMB,"to Washington, I said,Mr. President,we had an old friend of yours",,
MMB,visiting us for a few days.He had just written a book and while he,,
MMB,"was there, he read us some extracts from the book and he said,""Senator,",,
MMB,"this book has never been published, but it's one of the finest books 4M+'5",,
MMB,"ever written.""He said,""Nobody knows that I've x^ritten it.It hasn't",,
MMB,"gone to the publisher's yet.It has no name.""He said,""I haven't been",,
MMB,"very well and I have, never told anybody that I was writing this book.""",,
MB,Who was this man?,,
MMB,"William Allen White, the famous author.So he said,""Let me read a little",,
MMB,"bit to yau."" So i Went in and brought out this book which was not",,
MMB,"in form,it was the rough, and read a few chapters and senator was",,
MMB,perfectly entranced and ...,,
MB,You told President Roosevelt about this?,,
MMB,"Yes, I was telling him at the dinner and the president of course, was",,
MMB,"so excited over that book. And he said,""I received a copy of the book",,
MMB,"yesterday. I immediately took it to the French ambassador.I said,'Read",,
MMB,"this book.It is the finest political story ever written'"".",,
MB,Do you remember the name of the book?,,
MMB,"I said,Mr. President, I think I can brag a little bit now. I named",,
MMB,"the book.He said,after senator was gone. He was making a speech that",,
MMB,"day, he couldn't see it through. So Mr. White was reading to me and",,
MMB,he me down a list of names that he might call the book. I shook,,
MMB,"my head when I came to Strategems and Spoils. I said, there's the",,
MMB,"name for your book.He said,"" Alright Mary. My book is Strategems and",,
MMB,"Spoils. Well the president of course, x^as terribly excited to think",,
MMB,"that I had named that marvelous book. I said,Mr. President,he nodded.",,
MMB,"I think he might have given it that name anyway. I said,I just like to",,
MMB,brag a little bit.And the president laughed and laughed.Senator was,,
MMB,"sitting, of course it would be like, here's the bed and the president",,
MMB,"and Mrs. Roosevelt were sitting^across. Mrs. Roosevelt said,""Mr.",,
MMB,"President,what do you think your wife ha* so interested my husband",,
MMB,"in?""She said,""I never saw him pay any attention to a guest. He was",,
MMB,"always thinking about something else.""",,
MB,You captured the heart of the president. The first night you met him.,,
MMB,"Yes. He was always so kind to me after that. He, I had so many wonderful",,
MMB,"photographs of him, great things. And I said to my neice yesterday,",,
MMB,"Mary, why didn't you pack my photographs. I had the most wonderful",,
MMB,pictures in the world.,,
MB,What did you do after your husband passed away? You were in Washington,,
MB,D.C. and worked in the hospital?,,
MMB,Life of course did stop for me. We came from Washington out to Idaho,,
MMB,for the funeral. Then back to Washington and I thought I can never,,
MMB,be here without Billy. I thought that my mind would go. So I made,,
MMB,up my mind to rent my apartment and go back to Idaho but Idaho was,,
MMB,"changed. Everyplace in the world was changed. But of course, my",,
MMB,"friends had all gone and the babies, when I went out there, were",,
MMB,grandmothers. And there wasn't anything for me to do.,,
MB,So you went back to Washington and x-zorked in a hospital?,,
MMB,Then during the war I went back and there was always a lot to do.,,
MMB,"I never was idle. And so x^hen my neice came she said,""Aunt Mamie,",,
MMB,I'm going to be married and mother will be alone.And there's nobody,,
MMB,"but you.""So I sold my earthly possessions. Things I'd cherished and",,
MMB,I came to Idaho. And with my sister.,,
MB,Now she's with you at Maryville Nursing Home?,,
MMB,Yes.,,
