speaker,timestamp,words

Axel Anderson,0:00:05,That's quite a story. That would be interesting too. It was to me.
Sam Schrager or Laura Schrager,0:00:21,How did it come about?
Axel Anderson,0:00:22,"Oh, I wrote to people. They sent me a ticket. A farmer, their family was Nelson. They come from my hometown in Sweden. That was years ago. The farm they had a homestead. They took a homestead there in Minnesota. Clay County. It's just out of about 30 miles east of Moorhead. Between Moorhead and Lick Park. It's called Winnipeg Junction. There was a brand line up to Manitoba in Canada on the NP Road. Northern Pacific. The funny part of it was, I stayed a week in Norway in Christiania. Now they call that town Oslo. It was Christiania then. That was in 1905."
Axel Anderson,0:01:29,"I stayed a week there. We got on the boat and we went over to Hull, England. Then on the train to Glasgow, Scotland. I waited there a week. Then we were on the boat, I guess, 9 or 10 days to get into New York. Got on the train there and we come to Minneapolis, Minnesota. That was around with the kids. More kids are there and lots of sweets. Meet a lot of them when they get off the train."
Axel Anderson,0:02:05,"We didn't get on the train until about midnight again. I thought I could stay awake. I did until long. We'd get over to a junction where I was to get off. They were supposed to meet me at 5 o 'clock in the morning. Here I was sound asleep. Nobody woke me up. I woke up and there was daylight. It was all just like it is here. The train was standing still and I looked up and I could see far ago Andy. North Dakota. Here I was, just coming over, couldn't talk to anybody. I sat still and I couldn't get off. The train started again. Here they come, the conductor, looking for a ticket. They took mine the night before but they didn't wake me up. I was sitting there and I said, they're not sleeping. So he stopped the train and kicked me off. I got my little handbag and I got off. There was no use to go after the train. I had sense enough to go back and I walked back to the depot."
Axel Anderson,0:03:22,"Those red caps, you know, around there was an eager black one. He tried everything he could to talk to me. I couldn't understand. Finally he talked Norwegian. Boy, then I was at home. I couldn't understand that all night. So he helped me then. He asked me if I had breakfast and I told him no. I hadn't had nothing since the day before."
Axel Anderson,0:03:50,"He said, you got any money?"
Axel Anderson,0:03:51,"I told him yes, I had a little money. He helped me in there. He had a bean to eat at the station. He got ham and eggs and potatoes and toast and everything. He said, now you wait right here until the train comes a little after nine. You know that morning?"
Axel Anderson,0:04:09,"Here comes the train going east. He helped me get a ticket on that. So at eleven o 'clock that day, you see the coming from the east at five o 'clock, I come into that station at eleven o 'clock from the west. Nobody did. I got here for the first experience. That's the first one. That was a pretty good experience right there. I was wondering how the hell this was going to become of me. I was all alone."
Sam Schrager or Laura Schrager,0:04:37,How old were you then?
Axel Anderson,0:04:39,"Well, you see, that was in five. I must have been nineteen. Just about."
Sam Schrager or Laura Schrager,0:04:46,What did you heard about America before you came over that made you want to come?
Axel Anderson,0:04:51,"Well, that was the old years, them days. You know, they migrated a lot from all the countries over here. This country was new, you know. It wasn't like it is now. Take seventy years from back, you know, this country was new. So in 1989, you know, Spokane burnt up. And so, you know, that's been built since 1989. You can see Spokane now. There is one example what the changes have been here, right here, where we're sitting. When I come here in the seventh, I put in two years. In Minnesota and Wisconsin, Dakota, knocked around. Had a good time. Bad time, good times."
Sam Schrager or Laura Schrager,0:05:50,What did you do?
Axel Anderson,0:05:51,"Oh, I done every damn thing anybody could think of. I was capable of doing most anything, no matter what I tried, I could do it. I used to drive team. I worked on a farm. I worked with that farmer."
Axel Anderson,0:06:07,"From there, I think I got there the ninth day of June. And I worked there till the plowing was done in the fall for the ticket. The ticket cost, I think it paid sixty-five dollars to get me over. Damn days. And I worked June, July, August, September, October, and into November. So there were two plowing and everything. So there was nothing more to do, only take the shores on the farm. So I asked him if he was satisfied, I'd go out and work. He said he was. But he wanted me to stay. That's where I made my first mistake. I should have stayed. When I went to school, I could have went to school then. I went there and stayed with him. But I couldn't see that. I didn't know whether. I hadn't seen anything on that farm. So I couldn't tie up on that farm all my life. There I made the first mistake."
Sam Schrager or Laura Schrager,0:07:15,Where did you go then?
Axel Anderson,0:07:17,"Oh, I went out. First I started in on the N .P. railroad. They were building a new line there. They had helpers there. They elevated the track between Hawley and Lick Park. So past the farm there, they put in a field across that canyon seventy feet higher. That took off somewhat great. They didn't need any helpers anymore on the trains. They could come right straight through from Fargo to St. Paul without helpers. They had a hill there to go up. So they had to send a helper with them always. My God, that took that off. They raised it up seventy feet. That's quite a bit on the railroad. And they could distribute that down forty miles. So they almost come on the level. I worked there a while on the steam shovel. It was night. That's where I met that big Irishman that I bought a bottle of whiskey and gave him. And he drank all of it. I didn't get a drop. I wouldn't get a drink of it. He took it all."
Sam Schrager or Laura Schrager,0:08:36,Do you remember this guy's name?
Axel Anderson,0:08:39,"No, I don't. No, I couldn't. By God, I don't know. Oh, it doesn't matter. That was in 1905. That's a long time ago. No, I can't. I can't pick him up."
Axel Anderson,0:09:01,"But you never forgot he drank that whole bottle of whiskey. I don't know. But I didn't buy him any more. And I walked six miles down to town and got there and brought it up. I thought I'd be a good fellow. It was cold in November and December in the fall. It was cold in that country. So when we were going in for dinner, I thought, good drinking. All we eat, we just write. He appreciated it. He said, Gug-gug-gug-gug-gug. He said, the lad, that was a good drink. He took it all. And you could never see it. We even faced him a bit. Better with me, I'd have been sleeping under that steam fable."
Sam Schrager or Laura Schrager,0:09:48,So where was the farm that you worked on and didn't go back to?
Axel Anderson,0:09:53,"It was there at Winnipeg Junction. This is where I worked then at the camp. It was only a mile from the farm. Part of that railroad come across the farm. That new railroad. Well, the old one did too. The old line did too down in the bottom of the ravine or creek."
Axel Anderson,0:10:15,"And it did a better swing. Curved around it, you know, come on across. Hit the side hill and went up to Lake Park. And that took out that trail 70 feet. But you know, on the rail, that's quite a bit."
Sam Schrager or Laura Schrager,0:10:32,"So then, where did you go then?"
Axel Anderson,0:10:34,"Oh, after that I went up to Duluth, Superior, Wisconsin. I was up around Hibbing, up in the Iron Belt. And I was out to Akeley, Red River."
Axel Anderson,0:10:57,"Day later, I worked for them in the woods first and then at the mill. $180 a day. Ten hours, piling lumber."
Axel Anderson,0:11:14,"Yeah, I worked in the woods there. No, we went out in the woods, there were four of us. And we hired out for $35 a month and bored."
Axel Anderson,0:11:31,"But if you quit, you see, you get a dollar a day. For the day you work, you see. So then, what you had to get in order to get the $35 a month, you had to stay till the job was done. And I don't know if it's done yet. As long as there's any timber, you don't have to have that company working. You never got through. But that's the way they hired you."
Sam Schrager or Laura Schrager,0:11:59,"So when you left, you lost that money?"
Axel Anderson,0:12:01,"No, no, we got a dollar a day. A dollar and bored. For each day we worked, you see. But we didn't get that $35. We got $26. Twenty-six working days."
Axel Anderson,0:12:20,"Yes, we were bad. Then from there I went to Dakota. Oh, there I had another experience. That was pretty good, too. We worked on the, we've been up on the Mesabi North, there in the Iron Belt up near Eben, Minnesota. There was another kid there. He was older than me. He was born at Proctor out of Duluth. His folks lived there. And you know, we got into town and he was broke the first evening."
Axel Anderson,0:12:55,"They say, three weeks, two weeks, three weeks, get $15, $20, $20. Into town, blow it and come back again. So there was, I went with him one night and we were getting around the saloon. And when I was in hell, I didn't get even the room. Hard little, I was broke. They just kept the bum and the hell out of you, you know. Around the saloons. So the next time I come in, so I got over and got myself a room and I said, Dude, I was out gone. Next morning I looked somewhere and they said they were broke and didn't have any money. And I said, No, I ain't got any money."
Sam Schrager or Laura Schrager,0:13:36,What happened to you?
Axel Anderson,0:13:37,"Oh, I said, I happened to be over there and I said, It went. But I had my little dollars. Not very many, but I had a few. So that day I picked on this fellow to go with me and I went and looked over the boards and they sent people out to Leeds, Montana on the Great North to build a reservoir. They were building a reservoir. They had to work on the dump. That's where they built this dam across the canyon to hold the water for the locomotives to get water."
Axel Anderson,0:14:23,"So, we got as far as we drove that first night and the next day when we got into Laramie, I think, in North Dakota. And I was going over and I could see they were building a dam there. So I told them, His name was Charlie. And I said, Let's get off here. And I said, It's the same work we hired out for, same road. Let's get off and see if we might get on there. The other day, that was in North Dakota. So we did. We got off and we walked back to this camp there and they said, Sure. But there was no trouble. We'll get on. So we got our little pack sack with us and came out to camp that night in that chopper. We got our bed fixed up. We had to work nights, you know. And they come in there with the train load of dump cars, you know. The dirt to make this field was about 80 feet high, the whole water. And there was frost chunks in there, you know. The frost go down in that country down about four feet. And they dug that with them big steam shovels, you know. And there was chunks coming in there four foot square or more. And they put them in the 20 yard dump cars, you know, on the rail. And they loaded them so all you had to do was knock the pin out of them and they dump. And this was in April and it was still cold, frosty. So I tripped one, you know, in one of them cars. And they had it loaded so it would go there and only half of it fell out. And the car come back again. Now, damn, we had got caught under it. So I went over to my partner and I said, I think we ought to get out of here before I get killed in it. Oh, he said, kid, he said, he was a little older than me. He said, we'll stay and we'll get a few dollars. So I said, okay. We went. By God, you know, we had after dinner another train come in, you know. There were 30, 40 box cars or dump cars in the train. And they kept shoving it with the locomotive's part of me, see. And we kept tripping and there were three of us on there. So we got pretty close together there one time. And five of them damn cars tipped towards us. We put in there and gathered all of us. So then my partner said, oh, he said, I think you were right. Let's get there, Lord. So we did. And, you know, next day we could have fired out on the farmers there, 40 dollars a month. And bored. But only one. It was nice, you know, in April that sun was shining. That was a regular breather, you know, that day, I guess. So we thought we'd wait another day. The farmer was pulling out on a coat, telling them we want to go out. So then we said, no, we'll wait till we get there. We were both on the same farm. Next day come here was a God-torn blessed. And it lasted a week. There was no farmers inside, no place, and no work. So, and then what little money I had, you know, that was gone. He didn't have a cent when he left Duluth. So I was feeding them, bored in the room, you know, and we had a little snort here and there. They went, so we were, then we were clean. So one morning we took out, we heard about a railroad starting out from Devil's Lake, North Dakota, into Casselton, toward Fargo, on the Great Northern Branch line. Then past Devil's Lake, which is a lake out of the town of Devil's Lake, and it's a lake out there, Devil's Lake, too, on the reservation, the Indian reservation. So we hiked 45 miles that day and no breakfast. And we got over into town, you know, fairly early in the afternoon. There was no grass growing on the raw feet. We were hiking, and fast, too. Had a good early start. The contractors were in the yard there, you know, in the tent, set up, little office. Their equipment was coming in. So we split up so we could cover more ground and maybe get a job. And I met up with two brothers, the Wilson brothers. They were both Great Northern Civil Engineers, you know, they were Indianers, both of them, but they were stuck in the job. And I guess for some reason, I guess, what little I could talk, I used what I could. I couldn't talk very much. One of my needs is a job, pretty bad. So they said, you go up town and stay. And they said, just as soon as we get the horses, we got the equipment here, but we're waiting for horses to come in. And you can get on with us. So I told them I would, but I said, I can't stay. I said, I got to have a job. And they said, why?"
Axel Anderson,0:19:48,"Well, I said, I haven't got a cent, only what I, nothing, only what I got on my back. I'm broke. I said, I'll take you up to town, I'll give you the room. Well, I said, still that's fine, but I said, I got a partner there, too. I said, you'd better abandon me if you could take on both of us. I said, okay, we'll wait, we'll be here. We said, can you find him?"
