speaker,words,tags,timestamp
,SAM SCHRAGER:  Did your folks come right to Arrow Junction too? Did you know each,,
,other,,
,from then?,,
,EDWARD GROSECLOSE: Uh-huh.,,
SS,What were they figuring on when they came out: were they going to farm or,,
SS,what?,,
DG,"Well, I don't know, your folks just came West because they were looking for",,
DG,"more land, wasn't it Ed? Or what?",,
EG,"Yes, there was homestead land in this country then.",,
DG,Most all of 'em homesteaded.,,
SS,I wonder how they happened to pick Arrow Junction?,,
EG,"Well, now, it wasn't Arrow Junction then, it was Potlatch. Potlatch Junction.",,
EG,And to tell what caused them to be that way; my oldest brothers,,
EG,"come to this country alookin' fer good cattle country, and they landed up",,
EG,here at Oaksdale. And they went to searchin' the country from there down,,
EG,"and they come in .down here in about 1900, the older brothers. And they",,
EG,went down the top of that hill there in January and there was two feet of,,
EG,"snow up there, and they dropped down in the canyon and there wasn't no snow",,
EG,"in there at all. And it was one of these years 4""hat it seemed to be that",,
EG,"we had good early rain in the fall and the grass was great, big, clear to",,
EG,"the top of their shoes down in there and wild horses, fat aid nice. Home",,
EG,"stead land, they figured that was the place they was lookin' for. Well,",,
EG,"you know, there's been about ten years since that that they's been good",,
EG,grass here in the fall. (Chuckles) And the rest of the time it's been,,
EG,"pretty dry. Lots of times it didn't amount to any grass at all. Well, it'd",,
EG,"? up, you know, before anything grows. But this, right here now, is one",,
EG,spring that's holdin' things back. I believe it's one of the worst that,,
EG,"we've had for being this fur in March, you know nothing has started to grow.",,
EG,The winter's been nice.,,
SS,Were your brothers out here then before your father was?,,
DG,"Yes, they was- Yeah, had three brothers here that had homesteads when we",,
DG,come out here.,,
SS,They told them about the—? Where did they take up their homesteads around,,
SS,here?,,
DG,"Well, my brother, Will, took up a homestead in Catholic Gulch, where",,
DG,Margaret Smith lives. That was his homestead there. Smiths bought more,,
DG,"land than what he had around there, but then he had 160, where Margaret lives",,
DG,"where her house is, that's where his was. Then my oldest brother, his home",,
DG,stead was where that pile of junk is over there back of Slickapoo's. It's,,
DG,"about three and a half miles below town here. Gene Groseclose, his young",,
DG,est son has got part of the place there now. And he's got a house partly,,
DG,"built over there on it. Well, Gene's got forty acres of the 160.",,
SS,So there was still homestead to be taken around here when they came out.,,
EG,"Yes, at that time.",,
DG,Still wild horses runnin' on the range when they came here.,,
