speaker,words,tags,timestamp
AS,"Of course, it's a pretty well-known story, I think— you see when they",,
AS,come out here they bought— there was already a lumbermill down here in,,
AS,"Palouse— pretty good sized mill. But their timber holdings, I guess",,
AS,were very limited. They would buy from individual homesteaders and so,,
AS,"on, but they had logdrives on this river, at that time I guess they",,
AS,had a lot of water. And in the spring they would drive the logs down,,
AS,"to Palouse and some of them to Colfax. They had a mill in Colfax, it",,
AS,"was a Todd Lumber Company at that time. But, anyway, Potlatch, when",,
AS,"they moved out here, 'course they owned this timber land for quite a few",,
AS,"years before that— but, anyway, they did figure on building a big saw",,
AS,"mill— this big sawmill in Palouse, and tearing down that little one",,
AS,they had down there. But the story goes that the merchants and the,,
AS,"Chamber of Commerce, if they had such a thing at that time, I guess",,
AS,"they got together and said, ""Well, uh-huh, this is a good chance, there's",,
AS,"a big outfit come in and we're gonna make some money off of 'em."" See.",,
AS,"Well, Old Bill Deary, he was the general manager at that time, he seen",,
AS,"just what was up, you know, so he told 'em, he told these bankers and",,
AS,"big shots down at Palouse there, he said, ""We'll make the grass",,
AS,"grow clear up to your shoulders, right in your main streets here in",,
AS,"Palouse."" And he did, too! So they just moved ten miles up the creek",,
AS,and found this little spot down here. And they had to buy out a home,,
AS,"steader down there and there was a little cabin, I think you probably",,
AS,"saw a picture of it in this other book, this little log cabin. Well,",,
AS,that's an actual picture of the cabin that was sitting down there.,,
AS,"Well, anyway, at that time, the river used to follow along the edge",,
AS,"of this hill around this way, you know, just about where the high",,
AS,"way runs now? Well, that was the riverbed at that time. And so they—",,
AS,"there was a little piece of high ground, you might call it an island",,
AS,"out there, and so that's where they started to excavating and started",,
AS,building their sawmill. Then they changed the river channel around to,,
AS,the mill andAfrom the mill and on out. Then they had a lot of low,,
AS,"ground; so after they started running the mill, then they started fil-",,
AS,"ling in a lot of this low ground, the old river channel and so on, with",,
AS,"sawdust and slabs and anything, you know, to fill it up because they",,
AS,"wanted to keep that river channel over into the log pond. And, you",,
AS,"know they had a lot of timber — and those days, you know, it just",,
