speaker,timestamp,words,End Time

Bess Beardsley Whitman,00:00:00,"Often they'll have it in quite late. I didn't mean to have somebody I met for dinner right away, but everything just seemed to go against me. I just couldn't find. I don't know anything about writing up things for the paper. My sister would be good at it because she was just a natural composer. She could just write compositions or anything.",00:00:19
Bess Beardsley Whitman,00:00:19,"She wrote such a wonderful story, in my view, of anything in the world. And about our trip from California horseback. She and I, you know, to save her passes. We didn't want to leave there, so we moved up here and she and I, we wrote our hardships every step of the way from California to Moscow. Took her just a month.",00:00:35
Bess Beardsley Whitman,00:00:35,"I was only 12 and it was a ball for me, but a hard trip on my mother. But she was a widower, my father. That's why she had to leave the farm. So we went from up here where all her relatives were, would come here from Illinois and settled here. I come here, so we wrote a porch back and she gave that is when she was going to university.",00:00:59
Bess Beardsley Whitman,00:00:59,"She's four years older. And I when she was going to university, she knew that. I don't suppose she told you that? What did she know? How much you drag it out of her. But she she had to have a theme of some kind of knowledge. And I entertained the assembly very turned on each one. Have to take their turn when you know when I'm coming.",00:01:20
Bess Beardsley Whitman,00:01:20,"So she didn't. She couldn't think of anything that she could write they'd be interested in, and that would be that. So she meant she kept a diary that and I didn't you know, she kept a diary and been having a good time. So she gave the diary, kept the diary, and then she made a she composed my son.",00:01:37
Bess Beardsley Whitman,00:01:37,"I said, and I should have been a composer and a writer because it's just as natural for her and it isn't for me at all. So she did. And I guess I never heard it, but I guess it was wonderful. And the kids, the big audience she had there from Home university, you know, and she was kind of nervous, I guess.",00:01:55
Bess Beardsley Whitman,00:01:55,"But they just required as much and they were just spellbound. When it's all over, I want her to go to that. Did you really do that or just that kind of provoked her? And she said, I'm not sure I can prove every word of it. And then, you know, just just a few days later, that university building burned down, the old university burned.",00:02:13
Bess Beardsley Whitman,00:02:13,"And we could sit up there all night in our house on spots with modern Subha, you know, and look right down and watch it burn with that. And I went and learned she just cried because everything she had all her notes and everything were in it and everything she'd prepared. And this this diary and all of that stuff.",00:02:29
Bess Beardsley Whitman,00:02:29,"We lost it all. Well, Mr. Newman up here, and he was principal of schools, and he came to me and he wanted that story to put in the paper. And the paper came to me and they wanted it and everybody wanted that story. I couldn't do anything about it. They've done that for years. They still do because it's gone and she can't remember it.",00:02:46
Bess Beardsley Whitman,00:02:46,"She says. She said she thought she could find some of the maybe that part of the diary or something, but she never did and she never tried very hard. I guess she uses then she she quit school. She had a nervous breakdown and losing all that and her work and all the books and she'd have to go and she had to walk back and forth.",00:03:04
Bess Beardsley Whitman,00:03:04,"It was a mile and she wasn't. She was quite frail, so she just didn't go back anymore. And she got married and went out on the farm and out there she went to religion. She had a beautiful home there and even lived in hardships. Just gorgeous.",00:03:18
Sam Schrager,00:03:18,"Well, what how do you remember that trip on the way? Do you remember very much about it?",00:03:24
Bess Beardsley Whitman,00:03:25,"not like she did the places we stopped and things like that. You know, I just remember.",00:03:29
Sam Schrager,00:03:29,That was a pretty calm trip. It was pretty adventurous.,00:03:33
Bess Beardsley Whitman,00:03:33,"Well, in some ways, and often hard on my mother because we had four horses on one big wagon and my brother rode that, too. They didn't want to come that way, but it's the only way we could get the horse. They didn't have carts for taking horses like to do now, and they didn't have good roads like they do now.",00:03:48
Bess Beardsley Whitman,00:03:48,They didn't have automobiles like they do now. That was 1930 and I was 12 the day we left there. But we would like to ride and I'd ridden ever since. We don't have to sit on a horse. And we we raised we were on a big cattle ranch and here in Nevada mountains with a five foot in a valley and that beautiful.,00:04:08
Bess Beardsley Whitman,00:04:08,"We could just get all game and all appreciate anything you wanted. Just go out. Maybe just sometimes they come right down in the yard there and things, you know? And the nicest water. There was three streams run through our farm and it was a hey, hey country to pay for the cattle. And and then we had the government range in the wintertime, in the summertime, while Hay was getting ready to do that, we didn't raise range and things like that.",00:04:32
Bess Beardsley Whitman,00:04:32,"And it you could go and get three or four deer. They used my pony a lot for that because you just come with here and couldn't show and you wouldn't, you know, and they'd come back and poor Johnny. I was telling Johnny I had two or three, but he was my favorite, but it had him just covered. You can just see there's a little deer overhanging them.",00:04:52
Bess Beardsley Whitman,00:04:52,"And then they of course, they had no refrigerators in those days or anything like that. You know, they had fewer of the, you know, and they could go down in the swamps and get ducks and geese.",00:05:02
Sam Schrager,00:05:02,They they smoke them. Either can.,00:05:04
Bess Beardsley Whitman,00:05:04,"But smoked it. And then we had cellars and and put some of it you brine and made sausage and put it down and my mother was a wonder and she never done anything like this little bit of a thing that she did at all. I would like to had a whole history of my mother's life. My life she lived it was moved was they were homesteading thing and wild animals would come down, you know, right down to your door and they'd come down and kill the chickens and tell her everything.",00:05:34
