speaker,timestamp,words,End Time
Sam Schrager,00:00:00,"This conversation with James Gleave took place at the McConnell Mansion in Moscow on July 6th, 1978. The interviewer was Sam Schrager.",00:00:18
James Gleave,00:00:18,"I did go on a job and tell whether anybody was working or not, you know. Yeah, they'll do it and ... him. You want to see what he was doing. But there was a little money around there. And people are gonna grab a hammer shot beaten on a board or something. Be busy.",00:00:38
Sam Schrager,00:00:38,"Oh, okay. Yeah. I heard Larry didn't come into the mill very much, but you see what was going?",00:00:44
James Gleave,00:00:44,"Yes. He didn't live on his end of the work. And, of course, I would put a young man on Bill very die dad murdered. And when he died… and, So he… he, he dad was Lenny Henry Lovering, and he was a praying nerd. That was the first grade committee. So when you came into Paul, anyway, they were really not, I had one man or two on my. He went down there to down. Worked as a nurse for him… and,… but I remember him as a kid, you know, he was like, I say, pretty bad for the kids. I never went up around his place very much, cause I was younger than.",00:01:40
Sam Schrager,00:01:40,The stories I hear saying that he. He swore. You swear up and down and go out and in the early days and go drinking with men and you know.,00:01:50
James Gleave,00:01:50,"Well, I suppose he would most of them there, just like when he was in Moscow, hear one time say, I want to put the mill in Moscow. Originally. And, It was he just told them they didn't have water enough to drown the bastard. Oh, right. I remember, come on. Paper one time something. But. So they didn't have one of my illegitimate child mothers as well. She says, well, he said, well, I didn't have water enough to go in the bathtub. They couldn't build a miller. They didn't have water.",00:02:23
Sam Schrager,00:02:23,"But he had something to do with the decision. Oh, yeah. Where it is.",00:02:27
James Gleave,00:02:27,"Oh yeah. Yeah. I think an awful lot to do with it because he was, Well, he was a man in the field at that time. Had got a little timber, Potlatch. That was all timber.",00:02:41
Sam Schrager,00:02:41,"Well, it seemed like he had a respect from from local people at Laird. It my feelings from what I've heard people say, that people had mixed feelings about their.",00:02:51
James Gleave,00:02:51,"Well, there was a man that,… didn't know many areas. How do you say he kind of was? He just didn't go down and mix with the with the people he had a job to do. And he did it. he didn't, I don't remember Mr. Larry ever coming in a pool hall or anything like that when I was a kid or, which big to. Of course I work. I know what I knew, Larry, Mr. Mallard, very well. But see, a job that had. The most it. I guess when you first went there, Campbell was full. It was. It was, Constable. That's what it was. You liked it, Constable. If I didn't get elected Constable, I to keep a police officer over there, the company would have a man deputized and and they'd bond and pay them. Okay, so to patrol the town. But Potlatch was always a dry town. Even when Idaho was wet. Potlatch where Guy would try and, and when dad came there, I think Campbell was just just, Constable was one who had known at home. Probably they needed more of a constable, rough and tumble man. And he was.",00:04:16
James Gleave,00:04:16,"And, Jack Campbell and, and when dad was there, he took charge of the town that he was, he had ever had maintenance on everything from a railroad track up. Who did then? My dad. He had a child there. I think the railroad track up, he had to maintain his nose. And of course he was. He had a homeless man over him and then left him derisively. The maintainers of the town was up to dad, I should say. That would have been kind of the dividing line of railroad right now. I took a water mains from the mill, and a pump and a steam line from the used to heat well, for the main office and the heat. The main office from a steam line had a three inch steam line running the mill hooked on at the pump station. And that's where we took over the steam line at the pump station. And it ran up. Miles out Main Street, poles up high. Drop down the deep one crossing out on railroad track and had dropped, you know, the depot and everybody it up again. See that they'd read it. I thought they could push the steam downhill a little.",00:05:30
James Gleave,00:05:30,"So the water run ahead, drop it out. I kept the steam dryer and the heated. AC one to the house where the house on the hill was. The three of them. I thought it was hammer or. Deary, Laird and Hammerstein and House and Fred. Shirley. You know, a message neuron that was on a steam mine in the house right before Doctor Thompson was on the steam mine. And I think two houses that would be east, where Charlie Theater knew the planer foreman and the a man. The other name was seen on a steam line… then, of course, the stores were heated on a steam line and,… the old Jim was hit on a steam mine. I don't know why. There's no one would have built those storage now around top billing. You know, seem to me they had a steam line, and I bet it had an example. It was sort of running low on steam. They could fire their own boiler.",00:06:41
Sam Schrager,00:06:41,"Well, your father's job, was not just steam their way through. His job was was, more than keeping the steam in the house.",00:06:50
James Gleave,00:06:50,"Oh, no. He had the whole, all the maintenance, maintenance and police work and everything. Yeah, he was in, most of it seemed to me he would just consider it. Always elected Constable corner. Constable was voted in. But if he hadn't been elected constable, I'd appoint him deputy sheriff, and he'd been over there.",00:07:10
Sam Schrager,00:07:11,So he started doing that pretty quick after him.,00:07:13
James Gleave,00:07:14,"After came here. Yeah, I'd say about 19 and Lincoln, then 11. It might've been 12 or 13. I fell into that job and then he stayed out of 31.",00:07:24
Sam Schrager,00:07:24,"Really, you know, was like quite a bit of responsibility to.",00:07:27
James Gleave,00:07:27,"Till they, till they... change it. Potlatch for for the Potlatch for incorporated took over Potlatch lumber. Then I took these old days. Well, just lum the Canada allowed you to go mining and give him 30 days. Get out of town. This was an awful, dirty thing. Cause you will die in a lung cancer. Then.",00:07:52
Sam Schrager,00:07:52,And now I that that's a story that I heard. Not that.,00:07:57
James Gleave,00:07:57,"Particular. Mrs. Laird told me this herself. She came Mr.. And said that they did that 30 days get out down how much them and read me off was he was an auditor. Anthony Valentine also ran a little scam. I know quite a few of them. My course at that time, they shut down the Elk River mill, see. So they bought some other people from Elk River to Polish animator. No different. A little different chain of command. They didn't really have they, they kept a kind of police officer out at the Bay study after that… i think Charlie Oldman was the first one that they put on and, study police officer and that's all he did with that. The police officer was just a, well, say, a small end of his job. Because he really didn't ever run a big group. You recap on course this year. I work there start out, and they on the sidewalk and, we,… but I say with that, with the police work while I was out and he used to go down, we went. Well, I think when he was constable, he was gonna, you know, a lot of money. I don't know just how big one. Just the town finance, the voting district there. Anyhow. But things were pretty quiet. No one. Anything too bad.",00:09:27
