speaker,timestamp,words

Elsie Nelson,0:00:07,How much did you get?
Laura Schrager,0:00:09,I just turned it on now.
Elsie Nelson,0:00:12,"Well, maybe that's interesting to you. Why don't you say that, if you want to talk to me, about this statement that I made about if we're not interested, I believe that if we're not interested in where we came from, we're not interested in where we're going. And then the reason that I started to write, or got the..."
Elsie Nelson,0:00:51,What would I say?
Elsie Nelson,0:00:54,"That I became interested in writing the family story to tabulate the... get some knowledge of the family heritage. And then... So I went back to, as far as I could remember, and then the information I got from my mother led me to find interest in other sources of interest to the early history of Moscow."
Elsie Nelson,0:01:52,Do you want to turn it off and start it again?
Elsie Nelson,0:01:54,Maybe I could say it better.
Laura Schrager,0:01:56,"Oh no, that's fine. Don't worry about..."
Elsie Nelson,0:01:59,"Well, that's the way I started. Then I had the opportunity to make three trips to Europe and to the Scandinavian country and visit the island where my father was born, where his ancestors, where our ancestors were born. I don't know how many of them. I think we came from Germany, really. Because I have no way of knowing how many of my ancestors came to... came from originally from Sweden. They may have come from Germany. And even France, because there were a lot of French people in the Scandinavian country. And I had heard my mother's talk about this place where she came from in western, in her parents, where her parents came from in western Sweden. Gothenburg, near Gothenburg, John Chipping, John Coping, the capital city of the... the capital city of... the matching industry. It was the biggest at one time. It had the biggest manufacturing... manufacturing place of all of Europe and the match industry. Well, then they came to America. I won't go into detail on that. I told that in a book."
Elsie Nelson,0:04:26,"You have a book at home, do you?"
Elsie Nelson,0:04:28,"And I told that, so maybe you read that or can read it there. And my going to Sweden is information you can get in the book."
Elsie Nelson,0:04:41,What made them want to come to Sweden? Do you know what made them want to come to the United States from Sweden?
Elsie Nelson,0:04:51,"Oh, yes."
Elsie Nelson,0:04:52,"Yeah, I know that. My father told that over and over again. Now, like my father was born on this island, of course he never met my mother until she came to America, to Moscow. And my father came from... landed in Philadelphia and came to Moscow 17... it was 1776 and came to Moscow in 1886. And my mother came with her parents from Minnesota to Moscow in 1887, one year apart. That might be vice versa, but that's close enough. And so my father was still excavating the railroad here and he stopped in this town and he met my mother. And she was only 13 years old, so he just waited till she grew up and at 17 they were married. And he was 10 years young or 12 years older."
Elsie Nelson,0:06:08,"But you ask about why they came to America. During that time there had been plagues. For example, even the one play that my father mentioned that was handed down, handed down, handed down in family circles. From 1350, one of the biggest plagues they ever had, in fact most of the population was wiped out. And they... it was in Germany and it was in Sweden. And that's why they had Ombre -Amergau, because some of the people in Germany decided that they had... they had to rely on their creation of God, on their God for preservation. And they started this Ombre -Amergau, which every 10 years they would have this passion play in this little town in Germany. And they had started that several hundred years ago, I guess. And they still have it every 10 years. And there are just any number of people from America, from the world over, who congregate in that little town and I was there."
Elsie Nelson,0:07:51,"But the year that I was there was not the year that they were playing this, see?"
Elsie Nelson,0:07:58,"It was in the between towns every 10 years. And they were mostly local people that were trained to take part in that. It was a very interesting little town, beautiful little place. I'll never forget when we came... the tour guide told us, close your eyes for a few minutes, close your eyes and fold your hands and just wait. And I'll tell you when to open them. And he said, when we opened our eyes, we were in the bus, and we looked out and it was just almost like a heavenly scene to see that little city below, that little town or village, German village below there. And all the beautiful, beautiful mountains and the lakes. I've got pictures of them, I wish I could show them to you. And I just... it was just gorgeous. And they took us to the theater place where they had this play every 10 years. And we saw the crown, the Christ war, and all the paraphernalia that they had for this play, including the Roman costumes and the chariots and the table where they had the Last Supper. And everything they needed for that passion play, and they had it in storage. And they allowed us, the tourists, 28 of us, to see all that in storage there. And we saw the people, melling along the town, many of them had beards, so they could look as much like the people in Christ time as possible, see. And they were trained to take their parts, and when they grew up others should take their parts, but mostly all local people. Well, we won't take too much time for that. But... and I wish that the world, and these young people are doing a lot of thinking, and I'm all for them. And I just feel like they're going to solve a lot of the problems of today just because they want to step back and see what they can do to make this world better. And I believe that. And of course we know that there are lots of hoodlums. There are hoodlums, and there are criminals by the thousand, but after all they're a minority. And I still think our world is going to get better. My brother even said, who knows, maybe Heaven's going to be right on this earth. After the period of destruction."
Elsie Nelson,0:11:37,"That's when my brother, the one that passed away said, and he believed it, I think. Well, that as it may, we don't know what Heaven's like, but we know that this world is really going to find a new goal, and a new inspiration to do, to lead for all of us to enjoy a better life. And above all things, I think we have to eliminate waste. Like the oil situation, and that has just been terrific, and we just can't waste the resources like that."
Elsie Nelson,0:12:28,Doesn't sound logical?
Elsie Nelson,0:12:30,"You know, you're one of my, and I'm not put here for any special reason. I've always tried to lead a good life, but I haven't been a good church member or anything like that. And I worked hard, we worked hard on the farm, and real hard, and we were very close. Togetherness was one thing in our family that I can appreciate more as I've grown older and lived in retirement by myself. And now my brothers, I was scattered all over the United States, two of them are gone, but they just remember me with cards and calls, and they're doing a lot of good work in this world in their little way. Just like one, two, three of them are taking up drawing and painting. Well, they've all, our family's been kind of artistically minded. That doesn't mean we were professionals, any of us, but they are a number of them. They make a soul very well and are very artistic. My sister and boys, she just makes beautiful clothes, and her daughter is following in her footsteps. She graduated from home actually, and she just can make a dress in no time at all, in a beautiful dress. And I'm not bragging about what our family's done, because we've made just as many mistakes as other people, but I still think that as they grow older, they just realize what closeness there was, and how our parents taught us principles that are maybe pioneer principles of our state, our town, and our country. And I'm glad that I can remember as much as I do of the early history, and a lot of it was told, some of it was told, by my mother. When she was a child, she came here. She remembers the beginning of the university."
Laura Schrager,0:15:20,Could you tell that story about how the university came to be where it was?
Laura Schrager,0:15:29,"You mentioned that your mother knew something about how it came to be. Well, she was here."
Elsie Nelson,0:15:36,See?
Elsie Nelson,0:15:38,"Yes, the beginning of, the beginning of, first we'll go back to the beginning of Moscow, which was the out east of Moscow on what we call Mountain View Road now, was the first location, and Mr. Lou Allen, his brother I think, started a little store out there, and they took up a homestead in possibly 1870 or 71, and they built a little store out there, and had a mailbox in this store, just a box, just a shoe box, I think. Not a shoe box, I don't think they had shoe boxes. But they had a box, and all the mail that came by horseback was kept in that little grocery store, and all around the store, you know, on that farm. Well, then there were several, a great many homesteaders that came here to take up homestead, because the Homestead Acts had been enacted in Washington, and they were issuing homestead certificates to a great many people from the east, way back east. And they came by wagon, you know, covered wagons, and they came by horseback, before the railroads were started, and they came out west to take homesteads, and just came in flocks, just load them. And so there were a lot of homesteaders who started around Moscow, who started their new life around Moscow in the early 1870s, I'll say. There were some that came before them, a few that came before them, but not very many. Most of them came in the 1870s."
Elsie Nelson,0:18:09,"And so the government decided to put a post office in here, and they built the little first post office, you saw that building, I showed you that post office, didn't I?"
Elsie Nelson,0:18:25,"They built a log house, and put it down there by this store, by Llewelyn store. And this log house was the first post office, and they named it Paradise City."
