speaker,timestamp,words,End Time

Sam Schrager,0:00:00,"This conversation with Edward Kent and his half brother Andrew. This conversation with Edward Kent and Andrew Cox took place on the front porch of Mr. Kent's home on American Ridge, on August 10th, 1976. The interviewer was Sam Schrager… up here.",0:00:32
Edward Kent,0:00:32,"Well. My mother and I came out here in 19, 1898. And and his dad, Mr. Cox, William Cox. We've been out here almost two years or. And his brother and my mother met. 4th of July common. Right. On celebration at the dock. Coming. They went to school together. My dad. And they got right back and forth. And I guess I can work. We come out here in November… 1988",0:01:31
Andrew Cox,0:01:32,"I don't know, I'm in 98 and 1898. 98. Yeah",0:01:37
Edward Kent,0:01:41,"And there was a little. Just a little two room cabin sitting up there with that house. You know, about where the garages I remember. And down past that. Well, over that way. There was another building there that they called the old dairy. Somebody had thought a. Making a cheese factory out of it. I remembered that they always called the dairy, and it was kind of used for a bunk house and a storeroom. And it was 80 acres vacant. That's down below here. And that concrete. Homesteaded on that. And you had to have a building site. So he moved down here just over the line of build a barn and house. And I don't know whether, you know, that was it, but he built the house of 19 to.",0:02:37
Andrew Cox,0:02:37,"1900, I think the house built in the barn, 19 one.",0:02:41
Edward Kent,0:02:41,That sounds about right. What year was Agnes born?,0:02:44
Andrew Cox,0:02:44,19 one.,0:02:45
Edward Kent,0:02:45,One. That's when Louise had a family.,0:02:48
Andrew Cox,0:02:48,"Oh, my sister in law. On the 4th of July, 1901.",0:02:54
Sam Schrager,0:02:54,How long did this corresponding go on before she came out here?,0:02:57
Edward Kent,0:02:57,"Well, I don't know, because, I, I Cox that's the one that the that my mother lost.",0:03:06
Andrew Cox,0:03:06,Come on and.,0:03:06
Edward Kent,0:03:07,He come out here. He was here when I got here.,0:03:11
Andrew Cox,0:03:11,It couldn't have went on too long.,0:03:16
Edward Kent,0:03:16,"Oh, I've known him for years.",0:03:17
Andrew Cox,0:03:17,"Oh, they'd been together in Nova Scotia for.",0:03:20
Edward Kent,0:03:20,"I have an idea. Probably a little over a year, maybe 18 months. Something like that. I don't know, no, that's just my guess.",0:03:30
Sam Schrager,0:03:30,So they hadn't seen each other? Many?,0:03:32
Andrew Cox,0:03:32,"No, never. I think dad was 16 when he left Nova Scotia, and I think he was 33 when they married. Yeah. Yeah, I know it. So he'd. Not alone. Like… that.",0:03:57
Sam Schrager,0:03:57,"How how old were you then? Well, I can I did, yeah, you.",0:04:03
Edward Kent,0:04:03,I was nine years old and I was nine and obviously come out here in November.,0:04:10
Sam Schrager,0:04:10,"Did he have, this place, Was he farming very much at that time?",0:04:20
Edward Kent,0:04:20,"Well, he had the cattle at the Gamble place this year.",0:04:23
Andrew Cox,0:04:23,"He at that time, he had practically all their own place. Their on lease or.",0:04:28
Edward Kent,0:04:28,My he he had it. I think he'd bought all the Gamble place. And he was farming off of that place over there.,0:04:35
Andrew Cox,0:04:35,"Well he didn't buy the last the Gamble place too. Therefore he built a house up there. Well, gamble wouldn't sell that spot up there.",0:04:43
Edward Kent,0:04:43,"Oh, well, I don't know.",0:04:44
Andrew Cox,0:04:44,"I left… i remember old… man Gamble and I bought that the first thing he done to pull that orchard out. You know, no gamble matter now. He really will never build up there. And you know, I know had gamble was still here and would go down but he and.",0:05:03
Edward Kent,0:05:03,I oh he'd gone to California and.,0:05:05
Andrew Cox,0:05:05,He moved to California. I guess he left right after that.,0:05:08
Edward Kent,0:05:08,Yeah. he was he was assessor. And they talk until I come out here.,0:05:15
Andrew Cox,0:05:15,Gamble.,0:05:16
Edward Kent,0:05:16,Gamble.,0:05:17
Sam Schrager,0:05:17,"Art Gamble was, was he, just getting out of farming and selling a piece by piece to your father?",0:05:26
Andrew Cox,0:05:26,"Well, I, I think he just hung on to that little corner in there with the houses, just the laundry color. And that bought land from other people to carry. He had 320 acres… they were like… i don't know… he bought from off Miller. Did he buy from from Phillipsburg.",0:05:47
Edward Kent,0:05:47,"And all that you place? I don't think, he. I don't think he ever had it. Yeah.",0:05:57
Sam Schrager,0:05:57,"Well, do you know how much of an idea whether it was rough? Go for him at first?",0:06:03
Edward Kent,0:06:03,"Well, yeah. I don't think it was too damn easy. Oh, I think he he had a little stake when he come here. I know he brought foreign horses with him when I come… i think.",0:06:25
Andrew Cox,0:06:27,19 one some rebuilt the barn. He fell off the roof of the barn and broke his ankle.,0:06:32
Edward Kent,0:06:32,Yeah.,0:06:32
Andrew Cox,0:06:32,You want to about him?,0:06:35
Edward Kent,0:06:35,A whole bunch of broken.,0:06:45
Andrew Cox,0:06:46,"You know,",0:06:48
Sam Schrager,0:06:48,"As I have heard about it, divorce back in them days was not so common. And not so not so accepted by my a whole lot of people. I wonder who was any different in Nova Scotia than it was in the West. Here?",0:07:07
Andrew Cox,0:07:07,"I don't know, I never heard of change.",0:07:10
Edward Kent,0:07:10,"Well, I couldn't get enough about that. And, I know my mother and father separated and she got a divorce, but she had that before.",0:07:22
Andrew Cox,0:07:22,Before he left Nova Scotia?,0:07:23
Sam Schrager,0:07:23,"Yeah, I don't know. I haven't heard in anybody that I know from Nova Scotia that that that landed right out in this country. You'd hear other people and,",0:07:34
Andrew Cox,0:07:34,"Well, old man Gamble was from Nova Scotia. I don't hear that's how that got here. And when another Nova Scotian left California together following my harvest north one year and they decided to leave California. And the other fella some way, I had dad's drunk with him, and he ended up here to gamble to nab that. Would that come up here after with his trunk?",0:07:57
Edward Kent,0:07:57,"And he started and there was another famous over here, Joe Davis here. Yeah, yeah. And there was another family here. Well. Dunlap. Yeah. Dunlap. Maybe they left you. Yeah. Dunlap. Rundle. Everybody knew judge. Oh, I don't know.",0:08:17
Sam Schrager,0:08:17,And they were Nova Scotians too?,0:08:19
Edward Kent,0:08:19,"Yeah. he and he had a brother come out here. George silver. Denver silver. He settled in or Athena and George, he farmed this place over here when Davis got here. Come here one time. He got married after. I remember when he got married, he married a woman from Turl, Nova Scotia.",0:08:45
Andrew Cox,0:08:45,"A Turl girl. Sure. I mean, you are, You made some other names back there. But don't ask me. Just one. ....",0:08:58
Edward Kent,0:08:58,"Yeah. Oh, ...",0:09:01
Sam Schrager,0:09:01,"Were those Indians? Hi...,",0:09:05
Edward Kent,0:09:05,This is my wife and daughter. Come on in now. Don't be scared.,0:09:13
Andrew Cox,0:09:13,"You know, like you were.",0:09:15
Sam Schrager,0:09:15,What you were doing. We did. You work pretty much when you were growing up.,0:09:19
Edward Kent,0:09:19,"Well, yeah.",0:09:20
Andrew Cox,0:09:20,Worked on metal.,0:09:24
Edward Kent,0:09:24,"But, I'll say one thing. I had an awful good stepfather. And I didn't ever want for anything for that going myself. I and everything that I really needed. Probably more to.",0:09:42
Andrew Cox,0:09:42,Come up with a lot of things in my head.,0:09:46
Edward Kent,0:09:46,"Yeah, I thought I had a whole.",0:09:48
Andrew Cox,0:09:48,Lot of it up.,0:09:50
Edward Kent,0:09:50,"Better. If you got to live through that to understand what it is. Oh, I, Always wanted to be a cowboy when I was growing up. From 12 years old on. I work for a granddad here… quite a lot… of know, and I've course. Like most of my life, farm for myself a year or two.",0:10:34
Sam Schrager,0:10:34,"Did you get much chance? Did you get much chance to do. Yeah, yeah. Cattle stuff.",0:10:41
Edward Kent,0:10:41,"Yes, I yeah, boy yeah I could, I could very, I follow the name of Ted Roberts and he had a lot of it. And then I ran it over on the breaks to Clearwater, and he had a quite a bunch of cattle. I worked for him about a little over a year. Steady at one time. That's all it was… cattle.",0:11:10
Andrew Cox,0:11:10,Who did you go on that cattle track and from Panama?,
