speaker,timestamp,words,End Time

Rachel Foxman,0:00:00,"Conversation with John Houston Cushman took place in his home in Moscow on October 27th, 1977. The interviewer is Rachel Foxman. Well, I brought some questions I wanted specifically to ask you. Could you tell me something at all about your early education?",0:00:53
John Cushman,0:00:53,"Well, I grew up in a little town. There were nine of us in class, and we graduated in the class of 1909.",0:01:02
Rachel Foxman,0:01:02,And where was this from?,0:01:03
John Cushman,0:01:03,"In Gifford, Maine. It was near Bangor. And they had the winning basketball team for several years since the little school. It was amazing. And there were three girls, six boys and six boys went to college and the girls and one went to a finishing school. Married my cousin. And so. Did you two boys are the middle aged men now? I was valedictorian, which was not hard. well, they were only nine. as I think of it now, it seems quite ridiculous that that's, everyone should take the same percentage. We all had to take Latin for years and three years of ranch and the English and the management. And we all had the junior exhibition, which, in which we recited. I don't know what you got there. About seven minutes long. And then in the senior year, we we had a part and they graduate actors who had. And so we had to experience to do that. we had some rather good teachers too. They were generally from Bates College. Bates over Colby, Maine, Bowdoin. My three cousins went to Bowdoin.",0:02:54
John Cushman,0:02:54,"So last year when I needed a hat specialist, I chose a man from Bowdoin over in Seattle. Doctor Michelle was born and in Switzerland, and he lives. He did live as a boy near Concord, Lexington. And then he got his his medical training at Columbia and came out to the Swedish hospital in Sierra Leone.",0:03:29
Rachel Foxman,0:03:29,What year did you start college? Your undergraduate work?,0:03:32
John Cushman,0:03:32,I went to Brown University.,0:03:34
Rachel Foxman,0:03:34,And what year did you enter?,0:03:35
John Cushman,0:03:35,"I entered 9th, at nine, 1909. Graduated in 1913. And then I went up to Harvard rear in 1914 and started teaching, then at Syracuse University.",0:03:52
Rachel Foxman,0:03:52,While you were going to Harvard?,0:03:54
John Cushman,0:03:54,"No, no, no, no, I, I went there for five years and then came out here. And, I came here in 1990 about the time everyone was coming back from the war and, excited to grow. I left Syracuse and when they had about 5000. And we used to have, 60 and a class in English as freshmen. And we had three sections. And what that amounted to. And, while I was there in the English department. I did, some plays for the English club, and their activity was, plays and given out of dollars. They, they had what they call the castle. They bought, Richmond's, which were buildings exactly like a medieval castle. And it was kind of nice. I don't know if there's is true. And I did, Barrie play, they had me book writing, and then I did it. Prunella, did you ever hear that?",0:05:21
Rachel Foxman,0:05:21,You never had the delayed.,0:05:24
John Cushman,0:05:24,"And that was Marguerite Clark. She was quite famous in movies. And later on that she did, that play on the stage and on Broadway. It has a musical accompaniment. And, did I did a part in that honor, honorable Ernest. Well, I it was a good year. Like, An Oscar Wilde play and it. Do you another play?",0:06:03
Rachel Foxman,0:06:03,"No, I don't.",0:06:04
John Cushman,0:06:04,"You say I play attractive play. I think so. Anyway, And I was taught Barrie along with you, and Green Arrow and, and some of the later Victorians, I guess you Garland and got ready. Oh, God.",0:06:28
Rachel Foxman,0:06:29,"Are those, the types of plays that were being put on when you were in school?",0:06:32
John Cushman,0:06:32,"Yeah, when I was at Harvard Jazz, and there was a wonderful stock company that, played in Boston right near the public library, and they the, one of the railroad stations you could get out there if you were coming, as I used to, from Brown and it was near the original, Massachusetts tech before they moved across the the Charles River. Where are they now? and this is a charming theater. I can't remember the man's name. they the women's name because they were, quite well known actors, and they put on the guise of their plays and their shop plays. So I got to be very familiar with all those. You wouldn't have them, of course, in a college town, because they had never put on so many. They did about one a week and they were excellent.",0:07:43
Rachel Foxman,0:07:43,"And you say you studied, in the workshop 47 and Harvard?",0:07:48
John Cushman,0:07:48,"No, I didn't no, no, no, never did. I did I have done quite a lot with playwriting down here. And the pageant and the chief thing I did, I did that three times a year and once in Boise. I recently turned in a copy of, production to the university. So they have it out there. okay. Fine. Thank.",0:08:27
Rachel Foxman,0:08:27,"Well, what brought you up to, to Idaho?",0:08:30
John Cushman,0:08:30,"Oh, well, I was just I was going to go to New York and start a place I. Five years, and that's what I was going to do. and think of acting, of course. production. Pretty great that, I got this offer very late in the fall. It was, the head of my department was on vacation after summer school. I ponderay Lake, where I had, summer camp. And so I got hired at ponderay, and that's, that's right. The university. I could very surprised when I came here and found where it was. And you get you get into, and, Spokane at 9:00 at night, coming through. I came from Syracuse. Gosh. And Chicago.",0:09:34
Rachel Foxman,0:09:34,You came by train?,0:09:35
John Cushman,0:09:35,"Yes. I hadn't ever been farther than Niagara Falls, which is the next time you see, Niagara, two towns passed around. at any rate, that evening I got on the little train that comes down here. It gets here at 1:00 in the morning. I left Syracuse when they were having their state fair. It's a very famous fair at Syracuse, the state fair. And they were crowded. All that I was glad and, and, I took my old boardinghouse keeper to see a play to celebrate my farewell. And, we went to see Denman Jackson and the old homestead at Wagner. And appropriately, the purpose. And then, when I landed here in Saratoga in Moscow, I found they were having the state fair here, and I could have a price, say. And it took me about a month before I got a room to live in for that year. And that year I had a heater that I had to get on prepare. and I could decide whether I would chop wood for the evening and have a nice while. I'm going to bed. I usually be at home late at night and then, rest got hit in the morning when I wanted, get comfortable at the start of the day for breakfast and use my cane.",0:11:38
John Cushman,0:11:38,"And then I couldn't do well. And, in the night, I was kept through my window open. And there's a great big family cat, a yellow one, and he'd come in and that's very tired in the morning, and he'd crawl down inside the covers, down by my feet for an hour or two. Yeah, yeah. Well, And then he'd crawl out again.",0:12:07
