speaker,words,tags,timestamp
,"FRANK ROWAN: One time,and his wife left him. He was, a rustler, you know, (laughs)",,
,"His father-in-law went to work on my crew, work for the company. He",,
,"said,""You know, quit that son of a bitch and come home, you know",,
,"what he done? He come right over there too!""That old guy every time he'd tell",,
,"that, he'd swear.",,
,LOTTIE ROWAN: Well that's alright. He let her stay home.,,
FR,"I would have told him, you ve got a pair of shoes there, you su|»e can handle",,
FR,him.(laughs) He didn't say a word. He collected all of our and drove,,
FR,off. (laughs),,
FR,SAM SCHRAGER: I wanted to ask you about Hays getting shot. What you heard about that.,,
FR,He was a policeman.,,
SS,What did you hear about that?,,
FR,"Well, it was all hearsay what I got. But the thing is, both men swore they'd",,
FR,kill each other.They had a grievance against each other. Both hotheaded. So,,
FR,"the story is that Hays went over there.They were enjoying themselves, a little",,
FR,"family scrap, you know. It was habitual with them And Hayes come over there.",,
FR,"And so she told that she met him at the door and told him to go away,",,
FR,that they didn't want him there. He burst on in anyway..Rifle bullet cut his,,
FR,jugular vein. He emptied his six shooter in the house and then made it aback,,
FR,"as far as the railroad track there at the depot and died there. Theh Hays boys,",,
FR,"the begun shooting up there at Sly's house and of course Sly, he was shooting",,
FR,"back. Aid there used to be that siii board on the hotel, somebody's bullets",,
FR,"were in that sign that were shooting at the Hayes boys, I don't know if they're",,
FR,still there or not.,,
SS,I don't think the sign's there anymore.,,
FR,Possibly not.,,
LR,"Not in all this years. That was way over, that go 'fore my time there and",,
LR,we're married way over fifty years. Sixty years or so you know.,,
SS,"What,they got him to give up, Sly?",,
FR,Yes. He was down there couple three years in Boise. Got married down there and,,
FR,learned a trade while he was in the penitentury. He never came back except,,
FR,to,,
SS,I heard a story that Hays had some friends that wanted to lynch Sly. Did you,,
SS,ever hear that?,,
FR,Wanted to do what?,,
SS,Lynch Sly.,,
FR,I hadn't heard that. And I wasn't a member there that time. I was afterwards,,
FR,(Oddfellows) But I don't think there was any members in it that would be,,
FR,"inclined to do that, no.",,
SS,"Hays, he wasn't very well liked?",,
FR,"Well,in a sense, no, he wasn't a popular man. He was a good marshall, alright.",,
FR,Hits Week he done it. Buthe wasn't very popular.,,
FR,"His boys wasn't either. He was honest, the boys crooks. Poker players",,
FR,and crooks. One fellow farmed. Farms just this side of the Burnt Ridge cemetery,,
FR,there. The road goes right through by the old house down at the end of the,,
FR,"road, he had a farm. Then this Henry played poker and run a barbershop in",,
FR,town there.,,
SS,Why weren't they liked?,,
FR,"They were dirty, underhanded sort of guys. The old man was, but he was honest.",,
FR,"He wasn't liked, but he was honest. And above board with everything.",,
