speaker,words,tags,timestamp
IO,"a homestead between Bovill and Collins, just about half-way between Bovill and Collins. And we started.going out on the homestead when we were in high school. That was always our summer trip. They took us out to the homstead and settled us up, and there we were for the rest of the summer. It wa a very nice trip. Wehad plenty of company around us. I always looked forward to the trip. My two little sisters, Bernadine and Marjorie, Marjorie was right around three years old. Bernadine was just dress them in what we'd say our pantsuits nowadays. That's the only way you can say it. I stopped to think ""What would happen if some of the old church goers that went to the Methodist church and to the Presbyterian church and the Episcopalian church would s;tep out on their front steps some morning and see these congregations coming down dressed up in pantsuits"" Would that be a surprise to them?",,
SAM,It would be,,
IA,"It would be a surprise to them. My father put us on saddles, stride-saddles, as sooi e were large enough to ride a horse, hie always had horses. We wore divided skirts we went out one time with a man the name of from Clarkia run train from Clarkia. out. into the Forty-flfine Meadow country and back into the Grand Mother country and all of that part of the country over in Avery and we stopped and had a meal at what was called White Rocks Springs. It was a very pretty little place. The white rocks I suppose were granite. It was.that white rock that was all through this section of the country. We had one horse that had this idea that when it was given something to eat he could do exactly as he pleased. So the first thing he did was to start up-hill bucking the pack off just as hard as he could buck. And he bucked and he bucked. started after him, but he couldn't catch up with him. The horse was always ahead of him. He tried and finally he said,""I guess we're going to have to use your skirts ,this time, gal.' Father took the back part of my divided skirt, and McPefC took the front part of my divided skirt and and we walked the trail following the horse,-we caught up with the horse, and unloaded my ""cargo"" back onto the old horse again. This time, he wasn't given anything to eat.iil he got through. Oh, they were mean things, those horses. We had one that we called... it was this old, what was the one that you wrote, the story about(askir)g her sister)",,
BAC,Bob.,,
IA,"Bob. Bob was the story of an Indian pony. McPefelkhad bought him from the Indiansjust for a jack horse. The Indians had run a race with him just a short time before that and lost. And the Indian, so disgusted with horse, that I bobbed his ears and bobbed his tail. Now, you know what that would mean to a pack horse. Bobbed his ears and bobbed his tail. Now, unfortunately,it he one that was chosen to ride the old pack horse out to Clarkia the next day when we came out and it rained hard. And a. if you know how rain on a horse's ears could go when he had no ears you could just imagine how-ft-horse's ears would work with that rain, trying to keep it out of his ears. It was awful. ... . And his tail was bobbed right short to his body so he was an uncomfortable horse. But he did take They  aid not allow me to walk up the hill, me up the hill. So I had to stay on my horse, regardless of what happened. But Bob took me up.",,
SAM,Why would they bob the horse like that?,,
IA,"The Indians liked their horses. But when a horse betrayed them, when betting on him with a bet ftf he didn't keep up his end of the line, he for it. That was old Bob. He was a strawberry roan, and a beautiful animal. Dust a beautiful animal.. And sure-footed, fortunately for mecthat he was sure-footed,because it was raining that day and the wood as trails just got very, very slippery.",,
SAM,Did you have much control over a horse when you were riding side-saddle?,,
IA,"I didn't use side-saddles. We used stride-saddles. Dad said,""If you were going to ride horses, you're going to ride horses like men ride horses. You're not going to run any chances of any means."" He said,""If you're going to ride horses with and go with me to the places I go, you're going to ride stride-saddles."" So we all had stride-saddles and we all divided skirts. And the first people that saw us riding in town thought daddy was a little bit off to have his daughters riding around town on a stride-saddle. No one was riding stride-saddle. My .ther, she had a horse in Kansas and she had a horse when she came west. But she rode side. She was used to the side-saddle and she rode""'side-saddle. But mother had too many house duties to take care of on the homestead to do very much riding. We took some little side-trips around over the country, but she didn't ride the stride-saddle.",,
BAC,"She was a good shot, though.",,
SAM,Your mother?,,
IA,"Mother was a good shot. Daddy got her a,single barrel shot-gun and there used to be so manywild pheasant up in-that section of the country. Dust the wd bird. And she could pop one those birds off at any time. Always get a bird come in with a string of birds and fish. At that time, the fish were coming above Elk River. Elk River was the town that was put in after Mr. CO. Trumbull's father took up the homestead up at Elk River as a homestead and took his family out mAthat part of the country to live. And when he first went out there, there were no fish in the upper portion of the stream. See, there are two falls down below. Have you been down there, falls?",,
SAM,"I' ve never seen the falls, just pictures of it.",,
IA,"You have seen the pictures of The upper falls is much.higher, and it has worn out as it goes down, worn out a very deep basin underneath where the water hits it. And here about, oh, I imagine ten- twelve years ;ago, there were a couple of youngsters from Lewiston were up in that part of the country, and one of them decided he was going bathing in that pool, not realising there'd be an awful suction under there. He was drowned. They rescued the one boy, but the one boy was drowned in the pool. The lower falls its not as high and not as steep. We have pictures over at the house. My sister and Bernadine and Lou and I were seated at were standing rather: the rocks of the lower falls. It's a very good picture of the falls. I have it somewhere around, I don't know where it is now. Somewhere around, I have a picture of the falls.",,
SAM,Do you remember Trumbull's family.,,
IA,"very well. Trumbull attended the university here and Can McConnell Bush, the governor's youngest daughter and were qqite chummy. And Mrs. Arnette had asked usto go out to the cabin with her at Creek . Her father owned a bunch of meadows up in through there and run cattle on the meadows in the summer. So she liked to go up and stay ©t the cabin, and she invited my sister and I to go up with her. Carrie Bush and we went up to spend the summer with Carrie, and when Mrs. Trumbull found out that we were in that part of the country, she said,""There's a Fourth of Duly coming along and I'd like to have the whole bunch come over and spend the weekend with me on the Fourth of july. So we went otfer and spent the weekend with Trumbulls', the Fourth of july, and Mr. Trumbull said,""We're going to give you a real treat."" He said,""I sent back..."" I think Pennsylvania, his home state and ordered stocking for the Elk River for planting in the creek, and he said,'JThey came in this spring and I planted them, and no one has been allowed to fish in there until you girls. And he said,"" I'll fix you up lines and poles and you can have your first fish."" So we got fish enough for- family up there. a-first fish from Elk River. He was determined to let us have all we wanted.",,
BAC,"They were trout, weren't they?",,
IA,"Uh, huh. I think graduated from the university here, but I'm not he had positive of that, because-an impediment of speech and stuttered quite badly, and went back East to some school for correction and when he came back then, he went back to university again here and I think, finished from here, but I'd have to have old books to There were no daughters, there was just CQ. and his father and his mother, and there was an older person with them, but I don't know just who they were at that time.",,
SAM,Did people go to Trumbull's as a resort?,,
IA,"They did in later years because Trumbulls' had quite large cabins built around and they used to go there a great deal for their, in the summertime. It was beautiful woods, and the fishing was wonderful. You could just catch anything you wanted and if you were hunting, you could have all the birds you wanted if you could get out and find them. We always had plenty of birds had a picture of Mr. O when he was coming in hunting trip with our father and he has his birds hanging down like this with his gun and his birds down. I think he had sixteen or twenty birds on thei+- one string. He always took my mother along when he went hunting because she was such a good shot. Bernadine wasn't a good shot, but she could tree the birds. We didn't tell you about that the other day, did we?",,
SAM,I don't think so.,,
IA,"When I had this little cabin out on the Forty-Nine Meadow country and Bernadine was spending the summer with me and we started off down to th€ spring and it was the first time I started off without my,revolver my belt. Mr. Sedsy that lived with us over here at the house, gave me a .38 special revolver and he said,""Now when you go out on the trail, no matter where you go at all, you carry this gun strapped around your waist. And you always carry it with one empty cartridge."" He said,""That way, if anything happens, if you're climbing over logs or anything like that, and anything does happen, and your gun goes out of the cartridge, you are protected with the one."" So I always carried the one extra shot along with me. We started out to the that morning and I forgot to take my gun. We got about half-way to the inthese native pheasants... if you don't-our native pheasants here, you don't know how curious they are.They get up above and if anything disturbs them, they immediately hit for a high spot. And they'll watch from this high spot for whatever is bothering them down below. And so, my sister says,""Well, you go back and get the gun and I'll tree the bird."" And she watched the bird. And she stood there and made little noises. Dust enough to keep him busy.. She at him just enough to keep him entertained while I went back to the cabin and got the gun. We had bird that evening for dinner, we liked the bird. She treed the bird. We've always teased her about it.",,
SAM,"Were the Bovills there, when ybufcwere out in that country?",,
