speaker,words,tags,timestamp
,This interview with Mi Lew and Marie Lee Lew took place at their home on the,,
,"edge of Moscow, Idaho on December 10, 1975. Interviewer is SAM SCHRAGER.",,
,"MI LEW: —give credit to anybody then he goes broke, he himself goes broke,",,
,very seldom get anything out of anybody. I read in the paper where,,
,W. T. Grant in the middlewest or someplace thejf creditor was supposed,,
,"to collect, the store close up and nobody— I think he's gonna have a",,
,hard time. My father-in-law had a restaurant in Ellensburg. I think,,
,"all those people there, those hay you know, every spring they",,
,"come hay, you know, cut hay and they work maybe one month, six weeks,",,
,"you know, and then they pay. But in the meantime he closed up, he",,
,closed up and I sent a lawyer to ask for collection. I think out of,,
,"four hundred dollars, I think he got eighteen dollars, altogether.",,
,"And no use, they had to run all the way from here over to Ellensburg.",,
,and I could see it ain't no use.,,
MLL,"Of course, at that time my father was back in China.",,
ML,"No matter what you do you cannot get it, because it's awfully hard when",,
SS,I wonder if he expected when he went back that,,
MLL,"You know, there's always hope, like when the fella owe you money that well,",,
MLL,"you know, he himself didn't go broke, it just happen that the",,
MLL,"poor time, you know, the timing was wrong. It happened to be that be",,
MLL,"fore they pay their yearly expenses, why, the town close up on them",,
MLL,"and they had to leave this certain particular town in Idaho. And so,",,
MLL,"he himself have to leave too, of course, you know.",,
ML,"Well, another thing too, you know, when these older people go back to",,
ML,"China, what little money they have, you see, they probably got",,
ML,in their— they probably bought a little piece of land or bought a,,
ML,"little bit of something— it's hard, if they owe four, five hundred",,
ML,"dollars it's hard for them to raise four, five hundred dollars in",,
ML,American money to give it back to you. It's awfully hard to do that,,
ML,"because, it*so long ago and the things, you know, that— although he",,
ML,"admit that he owe it to you, but what he do, you know, he hasn t got",,
ML,anything to give to you. You certainly can't get blood out of a tur,,
ML,nip.,,
SS,Was it a very long time he waited before he wound up going back home?,,
SS,To try and collect.,,
MLL,He didn't go back right away. I think he tried to make a go of it,,
MLL,"there in Wenatchee, and I think he went back after Wenatchee, because",,
ML,"Oh, yeah. I think it must be about fifteen or twenty years later.",,
ML,"Because if you go back too early, because most of these people are",,
ML,"here, working here. Then they scatter all over United States.",,
SS,But many went back and retired?,,
ML,"Yeah, some of 'em retired; some of them pass away. He probably:",,
ML,"got a few of the close relatives, that are close to him that he",,
ML,"knows where they are and they heard he doing so well, then he",,
ML,"tried to go back and collect, see if he can. And in fact, that's just",,
ML,"a part of the trip, he want to go— most Chinese when they get— especially",,
ML,"from the old country, they like a salmon, they want to go back",,
ML,to their breeding grounds before they die.,,
MLL,"And, of course, he haven't seen his family—",,
ML,"He haven't seen the family, haven't seen anything, and so therefore",,
ML,he like to. He was either seventy-five or eighty years old. Seventy,,
ML,"or eighty before he went back there. So, therefore he like to go see",,
ML,"the old folks and see how the .village is, then he come back and",,
ML,die in peace.,,
SS,"By custom— I wonder if there is any statute of limitations, like sev",,
SS,en years here,,
MLL,"Oh, no, there's no statute of. But the trouble is, every",,
MLL,body hard up. They're poor people. I imagine if these people had made,,
MLL,"good, you know, in later life, they'd be glad to give it to him, what",,
MLL,ever they owe him. Because a debt is a debt to the Chinese people.,,
ML,I kind of remember that—,,
ML,You remember that.,,
ML,"Oh yeah, I think that that's the time when China itself was in war",,
ML,between the North and the South. Chaing Kai Shek's army and the Com,,
ML,"munists, they were having a real rough time, at that time. The war was",,
ML,"just going back and forth all the time, that time. Everybody was",,
ML,scared and hanging onto what little they had. If it was peaceful—,,
ML,"if that fellow made it, he probably woulda got it. No doubt about that.",,
MLL,"That's the way the Chinese people feel. If they can do it, they will",,
MLL,"do it, even sacrificing to some point. It not like they don't want to",,
MLL,"pay their debt, but if their children are hungry they gonna use that",,
MLL,"money first to feed their children first, you know, before they give",,
MLL,"to the debt, or at least a part of that debt— use a part of that",,
MLL,"money to feed their children. Maybe not the best of things, but at",,
MLL,"least prevent them from starving to death, they will use that money,",,
MLL,of course.,,
SS,It's one thing Clara Grove told me when I talked to her is- she said,,
SS,that she feels in the old days a person's word ( all are talking,,
SS,at once).,,
ML,"In old days the Chinese people were that way, too. You don't have to",,
ML,"sign. Word just pretty near as good as gold, see. And you don't have",,
ML,"to sign, see. Well, as far as that'j concerned— well, I had a friend",,
ML,"when I was just starting out, too, that was in '29— what you call",,
ML,"I went down and wanted to start, I didn't have any money either, and",,
ML,"I went down to talk to an old friend of mine, old garcnier— that was",,
ML,"during those years, and I wanted to borrow a little bit of money to",,
ML,the restaurant going on,,
MLL,That was in '31.,,
ML,"'31. And he gave me, I would say, pretty near the last dollar; af",,
ML,"ter he gave to me he only had six, seven dollars left. Although he",,
ML,didn't need it because his garden was producing what little he needed,,
ML,"from day to day, see, whatever heduse from day to day. Then, of course",,
ML,"he loaned me whatever I asked— seven hundred dollars, he loaned it to",,
ML,"me. And then it must be five, six years later, then I paid him back,",,
ML,"see, I paid him back. don't have to worry about the interest part,",,
ML,"the interest part, th don't count, see. If you want to give him",,
ML,"some, okay, if you don't want to give him some, that's fine, see. The",,
ML,Chinese people are not— don't say how much percent interest. That,,
ML,"part doefn't count at all, see. So finally, I paid him back. He was",,
ML,"getting old and he wantf'to retire, he wantf^to leave to go back to China.",,
ML,"And I say,""Okay."" And I paid him back all his money. Then, of course,",,
ML,"after he went back to China for about six, seven years, in the village",,
ML,"there, they had a great big typhoon, you know, these big storms.",,
ML,China they call it typhoon. Typhoon blew his house down. Then he wrote,,
ML,"and asked me, see, if I could loan him a little money to build back his",,
ML,"house. I . At that time I was getting on my feet, so I",,
ML,"did, I scraped up— I wasn't rich at that time, but nevertheless, I",,
ML,"had a little money, so I sent him back,money to build his house hack",,
ML,"after the typhoon. And, of course, I knew very well at the time I could",,
ML,not ask him to pay me back because he hafifn't got anything. Because he,,
ML,getting old and he didn't have any money to pay me back.,,
MLL,And he spent the money What he brought back.,,
ML,"And, therefore, he said— although he told one of his relatives or",,
ML,"something, he said, if I went back to the village and asked him for",,
ML,"it, he would be glad to sign over his house and give it to me for that",,
ML,"debt, you see. And he said he'd be glad to do that. But, 'course, I",,
ML,"never expect that of him, because I feel that I owe him some too, be",,
ML,cause when I started I didn't have anything. I feel the same way to,,
ML,"ward him too, because when he down I help him out, too. That's how",,
ML,Chinese people— we can borrow money if as a general rule,,
ML,"friend, you can borrow money because we borrow from one another. We're",,
ML,"something like the Jewish people-- if a person has money, you don't have",,
ML,to sign— you don't have to go and have a notary public sign and all,,
ML,this other stuff to get your money. You go ahead and ask your friend,,
ML,"and friend, will loan it to you. He will loan it to you, and he expects you to pay",,
ML,it back.,,
MLL,"Course, you have to know wo the friend is. He can't be a gambler or",,
MLL,something.,,
ML,"Yeah, yeah. You have to know. You gotta use your judgement. But a",,
ML,"good friend, you don't have to sign anything, they'll pay you back.",,
SS,Could that debt be passed on to his son?,,
ML,"Yeah, he can.",,
SS,"But you didn't want it to, or ask for that?",,
ML,No. I knew his son wouldn't have it either because he was in a hard,,
ML,"time. And I feel that, you know, that the good Lord had been kind to",,
ML,"me, so why whould I press something that way. See? I feel that way.",,
ML,We don't need it.,,
MLL,"He gave us when we were in need, so we help^him out when he was in need.",,
MLL,"We knew that he wouldn't have any chance of repaying us back, because",,
MLL,"he was old, you, and he had used up whatever he had saved, and he could",,
MLL,"not go back to work, because he was too old to work.",,
SS,I supposed he wouldn't have asked you either unless he really needed,,
SS,it.,,
ML,"Yeah, that's right.",,
MLL,"And he1'have to need it for something that's important, you know, before",,
MLL,he'd ask.,,
ML,"And then I had another friend that was in need, but I knew better, see.",,
ML,"Because, I didn't send it to him, because I knew better. The friend",,
ML,"was a very old friend of mine, to yery good friend of mine, and the",,
ML,"Communists got a hold of him, it was a little bit later, the Communists",,
ML,all the,,
ML,"got a hold of him and trying to get, friends to squeeze money out— for",,
ML,"them to give it to him, see, and I knew that. And so I did- not,",,
ML,"though he wrote and asked me^I did not send him any, because I feel it",,
ML,"would not do him any good, because, in other words, using friendship",,
ML,"to give it to see. Because I knew that later years, I heard about",,
ML,that.That was very much so. That was true.,,
SS,So he was pressured.,,
ML,"Yeah, he was pressured by the Communists. And no matter who it is trying",,
ML,"to get some money out of friends, see, for the Communist people.",,
SS,"If he was an old friend, he might have felt himself in a pretty hard",,
SS,position to have to ask you.,,
ML,"Yeah, but the Communists pressure him to do",,
ML,that. They probably censored him before it come out to me. So he could,,
ML,"not express his thoughts to me about that,see. But I knew about it,,",,
