speaker,timestamp,words,End Time

Abe MacGregor Goff,00:00:00,"I think one of the most important cases historically that's been decided in the courts here in Moscow was the case of Day versus Stenger. Now, this is a case that most people have forgotten about but involve the property line or the property lines on the properties on the east side of Main Street. Now Jerry Day then lived in his big house, big, big wooden house up in the east part of Moscow on the hill.",00:00:41
Abe MacGregor Goff,00:00:41,"And his neighbor was a fine enough man by the name of Stenger. Now they got in a dispute about the boundary line, and in order to settle it, Jerry Day brought an action. Of, action against Stenger to establish his boundary line. Now, it developed in the trial of the case that when Moscow was first surveyed, the main, township line ran down Main Street, supposedly north and south, but it developed later that it wasn't on a true north and south.",00:01:23
Abe MacGregor Goff,00:01:23,"It was a little bit off. And of course, all the property lines and for the additions for the all the east side of Moscow were drawn at right angles to the, the center line down at the on Main Street. Well, of course, if it was a little bit off here, it would gradually, the further you got east, the greater the divergence would be from the true 90 degree angle from what was north and south.",00:01:55
Abe MacGregor Goff,00:01:55,"Well, the controversy between Day and Stenger was the result of that. And the case was tried out in the district court before Judge Steele without a jury, because the facts were pretty well, pretty well, there's a little dispute in the facts. Now, Mr. Orin, was the attorney for Stanger, and, I was then practicing with him, although we have not yet become partners.",00:02:26
Abe MacGregor Goff,00:02:26,"But I worked hard and on the case with him, and he tried the case. I helped collect some of the evidence and they, as it resolved down from many of the, settler's testimony from, the location of the old fences, the property lines. There were still some of the old wooden fences between property out here on the east side of Moscow.",00:02:53
Abe MacGregor Goff,00:02:54,"And of course, there was a divergence from the true line. What would be the true right angles from, the north and south line? Well, the case was tried out and the judge still decided that the accurate survey must cover that. It was to. They had the lines when properly drawn. The true north and south line.",00:03:21
Abe MacGregor Goff,00:03:21,"That that was the only, that was the true line that had been established. All the descriptions were based on that and that, that would have to govern what the true line would be. But of course, naturally, it would make a considerable, considerable confusion about where these people that from for 50 years had built their, their, all fences and sidewalks and everything based upon the original line that's been laid out on the original survey.",00:03:55
Abe MacGregor Goff,00:03:55,"Well, Mr. Orin took the case, or we took the case, though I didn't. Yeah, I he was his case, but I had worked on it. He took it to the Supreme Court, but the Supreme Court held that when these all lines had been established, established by the earliest pioneers, when they built their houses, built their fences, built their sidewalks on what was the recognized line that had been recognized.",00:04:21
Abe MacGregor Goff,00:04:21,"These lines had been recognized for more than 50 years that the court would not disturb them, and that the lines that had been accepted by everybody from the very beginning would have to go right. And so that's the reason that there was some confusion about the lines here. But there's no question where are the old lines where the surveyors follow those out?",00:04:44
Abe MacGregor Goff,00:04:44,"It does make some difference when you the further you get east. But it would have made tremendous confusion if, if they had followed they, they technically accurate line and the court said no, when you build a whole side of town and people have recognized it all these years, that's the line that governs. And that can be easily followed by an engineer.",00:05:09
Abe MacGregor Goff,00:05:09,"Now, the engineers didn't like it very well. But, the fact remains that now that the reason that we, have had some differences out in these and in the east part of town.",00:05:21
Sam Schrager,00:05:21,"Which side of the, case, was the side that you were?",00:05:24
Abe MacGregor Goff,00:05:24,"Oh, I was representing the Stenger, which was Stenger Hill to the old lines. They accepted lines and they sought to establish the technically accurate lines. And, so, of course they had there was no particular hard feeling about it when it was established and the case was returned. And that's the way we stand.",00:05:47
Sam Schrager,00:05:47,"Did you argue, incidentally, that the ramifications of changing. Oh, oh, everything they argued.",00:05:53
Abe MacGregor Goff,00:05:53,"Oh, everything was argued. It was, and that was a very carefully tried case. And they there's a tremendous record up in the courthouse now. It will be found up there. Oh. Number of witnesses from the earlier days. You must remember that back in the 20s, most of the early settlers are a large part of them were still alive and could come and testify about where they built their lines and fences and so on.",00:06:23
Abe MacGregor Goff,00:06:23,"And it was a very interesting case. It's a long case, but it was, that's why we have had this difference about property lines. Now, next you asked me to say something about prohibition cases. Well, of course I was concerned, as prosecuting attorney only with the, prosecutions under the state prohibition law. And there was a, federal prohibition Act and a state prohibition act.",00:06:52
Abe MacGregor Goff,00:06:52,"The offenses under the State Prohibition Act were they were directed against the manufacture, the sale, or the possession of intoxicating liquor. Now, we had quite a few moonshiners out in the backwoods, in the area of Troy and Bovill and out there, the, of course, the Potlatch Lumber Company would not willingly permit anybody to establish any stills on their forest land, but there are lots of little property owners.",00:07:25
Abe MacGregor Goff,00:07:25,"And of course, the usual way that it was handled was that the, moonshiner would bring his liquor to someone who would convey it to the town and the town when they'd convert to the bootlegger, and then the bootlegger would either bottle or sell it by a jug to the ultimate consumer. And, of course, we had quite a few cases.",00:07:50
Abe MacGregor Goff,00:07:50,"Most of the, the, the, stills were located. And as I remember, in Clearwater County and down along the snake River, up above Lewiston, where there was wild country, we, had a few cases for manufacture here. The usual defense was that they though it was on the fellow's property that he didn't know it was there, that somebody else must have had the steel and and when they found, cracked corn in his up at his place, he said that was for the purpose of feeding his chickens.",00:08:28
Abe MacGregor Goff,00:08:28,"And, of course, often the lead forgotten, added sugar, and we with it. He couldn't explain why there was sugar and or the why it was wet. Sometimes, the, runners, ordinarily had nothing to do with the manufacture. They operated in there by automobile. They'd come into a town and, deliver it to somebody who was the real bootlegger that, I, I that conveyed that that sold it to the, often respected citizen who got it.",00:09:03
Abe MacGregor Goff,00:09:03,"We had, quite a lot of cases for sales of liquor around the dances and around where, the lumberjacks were. A lot of these cases were sales to informers who went out and made the buy under the eyes of the sheriff, who was watching. And, there was, we didn't have so many cases for the manufacturer to look through here, but there's quite a lot of them for the sale of liquor.",00:09:36
Abe MacGregor Goff,00:09:36,"We had quite a lot of, wine made over in the Potlatch area. There was a, group of Italians who lived there were mostly pretty good people, but they, had made wine. They used wine all their lives. They couldn't see anything wrong with making wine and, making a little money by selling it to thirsty. Native American citizens.",00:10:02
Abe MacGregor Goff,00:10:02,"There was a law, in addition that provided that when a man was more than twice he'd been convicted twice. The third time he could be charged with being a persistent violator of the state prohibition. And that was a penitentiary offense. And we as I remember it, there was only one man that we convicted of being a position violator of all the time.",00:10:27
Abe MacGregor Goff,00:10:27,"Usually they got out of the business before they got a chance to go into the penitentiary. But jail sentences are handed out pretty regularly for, for, the bootlegging and, selling was a mere purchaser was charged with possession. Very seldom was he given a jail sentence, given a substantial fine for having liquor in his possession.",00:10:55
Abe MacGregor Goff,00:10:56,"I can remember one of the interesting defenses or one of the interesting, cases that arose about a man that had had, bought some liquor. He was charged with liquor in his possession, but before that, he was arrested for the possession of the liquor. And while they were busy with it, the rest in the bootlegger, he drank the liquor, and he was charged with the possession of liquor.",00:11:22
Abe MacGregor Goff,00:11:22,"But the court rightly held that when he swallowed the liquor, it became part of his body. And we didn't have any evidence. Now I think that's all I'll say about the prohibition cases, of course, was repealed. The difficulty was that gradually the drinking became the, the, the, the accepted thing in society. And, I know it reached the stage when I was prosecuting attorney, when I'd be invited out to a dinner.",00:11:52
Abe MacGregor Goff,00:11:52,"I didn't drink and never took any illegal liquor. But, I simply would notify the hostess that I, we would be half or three quarters of an hour late. And, it was well understood that I would not permit no liquor could be served in my presence. My wife would just arrive after the other. It'd because it got to be a common thing to serve liquor.",00:12:19
Abe MacGregor Goff,00:12:19,"But I can say that I, it was never in my presence because it was against the law, and I couldn't understand prosecuting some poor lumberjack for taking a drink and then letting people get away. Substantial citizens get away with it. So I just preferred to have nothing to do with it. Now, to go back, did you ask someone to ask you questions about the probe?",00:12:41
Sam Schrager,00:12:41,"Yes. There's, one question that I was curious about. And that you broached a little bit when our first talking that was about, the way that the prosecution handled the prohibition cases in general. You told me that you had, a rather set, argument that you gave. Oh, yeah.",00:13:01
Abe MacGregor Goff,00:13:01,"Yes. I will say that to first that in later County, I'm quite sure we had the best record for the enforcement of the prohibition laws of any county in the state. You can understand that up around Wallace and Kellogg and down at Lewiston, they read the ordinary citizen began, a lot of them at least regarded as an infringement upon his rights.",00:13:28
Abe MacGregor Goff,00:13:28,"And there was nothing morally wrong about it. But here in later our county, we were quite successful because of the location of the university. And at that time, this was the only state institution and in trying these cases in my argument to the jury and then my question for the jury in my opening statement, I always pointed out that here in Lake, our county, we had a responsibility to the citizens of Idaho, the fathers and mothers who sent their sons and daughters here to the university.",00:14:03
Abe MacGregor Goff,00:14:03,"We had a special responsibility, and that I hope that they would not to convict an innocent man, but to keep that in mind, whatever their views were about the prohibition law, the duty we owed to the fathers and mothers of the throughout the state to keep this, this county free of liquor and away from their sons and daughters.",00:14:28
Abe MacGregor Goff,00:14:28,"I mean, it was very effective. They took it much more seriously than the ten did the other, the jurors and many other counties. In fact, I don't know whether I mentioned this, but up in Wallace Kellogg, the, the saloons were a they weren't called saloons. Speakeasies were in operation. In fact, under the federal prohibition law, they indicted the mayor of, the, Wallace, the county commissioners, the sheriff, and most of the county officials for conspiracy to violate the National Prohibition Act because they condoned all this.",00:15:02
Abe MacGregor Goff,00:15:02,And I wasn't anything.,00:15:03
Sam Schrager,00:15:03,For it was their usual length of sentence.,00:15:05
Abe MacGregor Goff,00:15:06,"Well, first here, well, here, in this county, if the fellow was commercially engaged in, in selling or manufacturing here, they always got a jail sentence. Judge Diedrich, who is the federal district judge here? He always gave the commercial violator a jail sentence. In fact, the congestion got so bad in the back in the in New York City that they, transferred, Judge Diedrich back there for the to help get rid of the backlog.",00:15:41
Abe MacGregor Goff,00:15:41,"And they said that when some of these violators were brought in and he sentenced in the jail, like, fade away, they never had such a thing because in many of the cities, they were just given a fine, which would amount to a good sized license fee. And went right on again. But here, and particularly in this county, I don't know about Judge Diedrich and other counties, but, if they are in the commercial business of selling or manufacturing liquors, they got a jail sentence and a good jail sentence.",00:16:13
Sam Schrager,00:16:13,Was Pat Malone involved in many of these cases?,00:16:15
Abe MacGregor Goff,00:16:15,"No, not too many. Pat was up there with the lumberjacks. He had to get along with him. He was quite popular. And, well, like the jolly old Irishman. Oh, sure, he had a lot of smaller cases, but we were not so concerned, about the individual lumberjack. Sure, if he was picked up, he'd get a fine if he had some.",00:16:36
Abe MacGregor Goff,00:16:36,"Like any possession, we were concerned with a bootlegger that was disposing of it, and he was a pretty educated or old pack. Everybody knew him so well. If he's anywhere in the offing, they've never had any liquor around. But we had a little trouble with any place where they had a speakeasy. There wasn't any such thing much in Boonville.",00:16:55
Abe MacGregor Goff,00:16:55,"Oh, once or twice there was some liquor disposed of around, some restaurant or something living there. But. And that. No, not around the restaurant as much as around. Oh, some fellow that operated, places for cigars and dance halls and things of that kind. But it wasn't a severe case up there in old Pat was hard on the trail, but he just, we didn't have any real big cases that he was involved in.",00:17:26
Abe MacGregor Goff,00:17:27,"A very interesting old Irishman that I always look back with fondness, as I do to Albert. Strong, strong. Who was the marshal down at Troy now? We had quite a few offenses down at Troy. There was always a Saturday night dance down there. And there is always a liquor get, a little liquor disposed of. Strom was a fine, honorable town marshal.",00:17:50
Abe MacGregor Goff,00:17:50,"Did a fine job. A lot of things. Besides just being town marshal. He had to look after the the waterworks and collecting the water bills. And strong is, was a fine man. And, I look back with pleasure talk to him and also to the constable over at Potlatch. Now, the constable was. And an Englishman by the name of Harry Hale.",00:18:17
Abe MacGregor Goff,00:18:17,"M initials Gleave. Geo a v e now he was appointed constable and townsite superintendent by the Potlatch Lumber Company. Because, you see, they had to have somebody in charge of all the buildings in the town and the town buildings there, because, you see, Potlatch was built entirely by the Potlatch Lumber Company to house their workers and their various buildings.",00:18:44
Abe MacGregor Goff,00:18:44,"There was and there was a gymnasium and a theater and so on. They were all built by the Potlatch Lumber Company. The store at that time was run by a subsidiary of the Potlatch Lumber Company. And, in that store, for instance, a fella could draw checks and advance slips on his pay if he ran out of money before, he, before the end of the month.",00:19:12
Abe MacGregor Goff,00:19:12,"And these this scrip could be either cash at the bank or given to the Potlatch Mercantile to buy goods for his family. If he had run out of money, then that he'd be charged again when his paycheck came in at the end of the month. Well, now, Gleave had charge of all these houses and seeing that they were prepared, he didn't do the carpenter work himself.",00:19:32
Abe MacGregor Goff,00:19:32,"But he was the general superintendent of this whole establishment that was owned by the by the potlatch. Now, true, once in a while he became involved in some case, but he didn't. He was too busy with his other work. And I'll tell you that Harry and Glebe, now, since deceased, was one of the finest citizens we had here in late County, he did an excellent and efficient job as the townsite superintendent, but he was also a constable besides being the townsite superintendent.",00:20:06
Abe MacGregor Goff,00:20:06,"And he was responsible, of course, as constable for maintaining order in the community. But Potlatch itself was a fairly, very law abiding community. You see, the main the major mill was located there. The town itself was, well run under, constable superintend superintendent leaves direction and supervision. Now, there was a little town of Onaway, next to it that wasn't owned by the potlatch.",00:20:40
Abe MacGregor Goff,00:20:40,"And there's considered more and more difficulty and, trouble about selling liquor and, various crimes, not serious ones out in Onaway, which wasn't under the supervision of Gilley. And he had nothing to do with that. That was a sure.",00:20:57
Sam Schrager,00:20:57,"In other words, in the during the period of prohibition, Potlatch was really for the kind of town being a lumber town was really quite, a clean water town.",00:21:09
Abe MacGregor Goff,00:21:09,"They had a pool hall there. True. But it was very, everything was clean. The company insisted on not only the sure the in the individual lumberjack out in the woods. That was a different situation because a large part of them were single men. But in Potlatch, most of the, mill workers were married men who rented homes there.",00:21:32
Abe MacGregor Goff,00:21:32,"From the potlatch, it was a very substantial community. There was a bank there. That was all. The stock was owned by the Potlatch Lumber Company. And, it was, there we had little difficulty about Potlatch itself.",00:21:49
Sam Schrager,00:21:49,"Or there's one more question I think I have about prohibition, and that is, the way that that the cases were or broken and the, the, offenders were, were brought in. Did the did you as prosecuting attorney have much involvement with that part of the, of the the business, or was were you involved only after the the case was broken and how were the cases broken generally.",00:22:15
Sam Schrager,00:22:15,"Were they broken by informers or by the, the sheriff's office or, or that just general.",00:22:23
Abe MacGregor Goff,00:22:23,"Well, generally I'd say that that, I had little to do with the actual apprehension of bootleggers and so on. My job was prosecution, and I went out. My trips out through the county were usually involved more serious offenses, because I had left word with the sheriff when there was any serious offense apparent to call me at once when he heard of it, and take me along with him so that if you know, if it was a manslaughter case, a bad assault case, or a robbery, burglary or anything of this kind, I was there with him, right on the ground where I could talk to the witnesses, where he.",00:23:04
Abe MacGregor Goff,00:23:04,"He had made an arrest. I could I could talk to the accused. And and it was a great help. I if I do say it, I had a very good record for, for, convictions because I was there, right on the scene right afterwards with the sheriff and, and we quickly made up for the mind whether the man was guilty and next, whether we had a case against, you know, to the apprehension of these fellows.",00:23:33
Abe MacGregor Goff,00:23:33,"There were bootleggers. Yes. We had there were some farmers hired occasionally somebody that would be a stranger, maybe somebody from another part of county wouldn't be well known who would try to make buys, as we call it. And they they'd try to make the buy where the sheriff would be watching. And then if, you know, in a small county like this, if somebody was in the liquor business locally, the word got around and you'd get to the sheriff's office and remember that there were plenty of good some citizens strongly in favor of the prohibition Act, who would tip the sheriff off if there was somebody.",00:24:14
Abe MacGregor Goff,00:24:14,"There was word around that it fellow was manufacturing liquor. And usually if the sheriff would if there was report to manufacture, he'd, quietly slip out in the area, perhaps locate the steel back in the woods if nobody was there, conceal himself. And when the fellow came to attend these, still he'd be picked up. But, the runners that came in from outside, they were seldom caught because they were strangers who ran, would run a car in here, they'd have some, be in touch with somebody locally who wanted the liquor.",00:24:57
Abe MacGregor Goff,00:24:57,"They meet to have some place they meet outside of town, and it always be at night. They'd meet at some, road corner at a certain time, and the next time it'd be changed to some other time, it was pretty difficult to to locate and apprehend them. And of course, when, lumber some lumberjack bought a bottle and got drunk and was making a disturbance, was picked up and had a bottle on him, why, of course, that was an easy thing to, to charge him and convict him.",00:25:32
Abe MacGregor Goff,00:25:32,"And they'd usually plead guilty and not get usually not be given a very severe fine. If we were convinced that he had nothing to do with the financial, gain in the thing.",00:25:43
Sam Schrager,00:25:43,"When this law was repealed, were you as, prosecuting attorney, sort of glad to see it go and not have to deal with these kinds of cases?",00:25:51
Abe MacGregor Goff,00:25:51,"Well, yes, I would say I was, I, I can't remember whether I when I went out as a prosecuting attorney, I think I went out in 1934 and it was over with. But then but of course. Oh, well, I certainly was glad to get at some of these fellows that were selling rotten liquor that had blind people and so on.",00:26:16
Abe MacGregor Goff,00:26:16,"Besides, it was the law, and it was for a worthy purpose, and it was on the books, and it was my job to enforce it. And I did the very best I could.",00:26:29
Sam Schrager,00:26:29,Okay. I'd like to ask you about a case that that you mentioned just when we stopped last time. That was the the cattle rustling case involving Galloway brothers.,00:26:39
Abe MacGregor Goff,00:26:39,"Well, that case, my I wish I had could look over the file and refresh my memory, but the Galloway brothers ran cattle down on the other side of Kennedy. Some of their cattle were stolen. I can't even remember the name of the defendant. And, And there were several circumstances that made them think that he was guilty of it, and I don't remember the details.",00:27:10
Abe MacGregor Goff,00:27:10,"But anyway, they filed a complaint. We had a they had this man arrested. He was brought in here. He was charged with the offense. I don't remember whether he insisted on having a preliminary hearing before the probate judge, who was then the magistrate. I really don't remember, but because he had a right to just waive that, and he was bound over to the district court.",00:27:33
Abe MacGregor Goff,00:27:33,"I filed an information against him for grand larceny, for stealing the cattle, and I don't remember all the details in connection with the case or just how much evidence they had against him. But when the case came up for trial, that is the court term was coming up. I made up my mind that we didn't have a sufficient case to convict him, and I thought it would be a bad thing to bring him in here.",00:28:02
Abe MacGregor Goff,00:28:02,"And if we once impaneled a jury and he was acquitted, he was gone for good. He couldn't be prosecuted again. So, though my memory now, what evidence we had is not very strong. I present the motion to District Judge Steele to dismiss the case. The dismissal had no effect on another prosecution. And upon the grounds that I didn't consider it, the evidence was sufficient to sustain a conviction.",00:28:32
Abe MacGregor Goff,00:28:32,"Well, the the judge on my motion dismissed the case, and the Galloway boys were certainly pretty hot about it, and I couldn't blame them. I was convinced of the fellows guilt, but I just thought we didn't have the case. And I, we hadn't had tough time enough to run it down as fully as I thought we should.",00:28:51
Abe MacGregor Goff,00:28:51,"So I dismissed the case, and, and, they were very much dissatisfied with it. And, I had a lot of criticism from people down there for doing it, but I did what I thought was the best thing. Well, time went on, and we worked on the case further, and the sheriff worked on the case, and I offered to and I said to the Galloway boys, now, look, I think the fella's guilty, too.",00:29:18
