speaker,timestamp,words

Gus Demus,0:00:00,"It was made out of bone. And you couldn't very well lure them. Because they were... They were real bone die. They had cut the corners off too. They were doing a lot of things here in Potlatch too. And on way up there… they were..… wood legend and gambling and doing everything. Italians were wood legend, not the Greeks. The Greeks, they didn't ever dig wood. Wood like because they didn't have no places of their own, you see. Up the hallway... Now one Italian was here and was wood legend, but the... The others were up the hallway. And they were doing it there because it was a different town, you see.",
Sam Schrager,0:00:56,"When you say places of their own, what do you mean? A place, a house to live in that was out of town?",
Gus Demus,0:01:03,"Not out of town, up down way. You know, around... But not in Potlatch. Well, in Potlatch too, but not very much… in Potlatch… because they were... They didn't arrest it. They had some wine and drinking wine for themselves. And it used to come from... From Moscow, you know. The sheriff used to come around and raid in Moscow.",
Sam Schrager,0:01:38,Was that Summerfield?,
Gus Demus,0:01:40,"Yeah, Summerfield. I've heard about him.",
Sam Schrager,0:01:43,You remember him?,
Gus Demus,0:01:44,"You don't remember him. No, he's dead. He's been dead for a long time. But I know Hap Moody. He was one of that bunch. Yeah, yeah. Hap Moody is in the home now.",
Sam Schrager,0:01:58,Is he?,
Gus Demus,0:01:58,"Yeah, that's all right. He's 90 years old. Hap, he said, I know him pretty well. He's a good fellow. He's pretty smart. Pretty smart..… what you call..… and not a big fellow sheriff. He just died here not very long ago.",
Sam Schrager,0:02:33,Jordan?,
Gus Demus,0:02:34,"Jordan… well, I've heard about Summerfield stopping a lot of people, but not about arrests. I don't hear about many arrests. No, they didn't arrest him. They just warned him and scared him out. And how is this fellow that we had here before? He went down here once in a while. He lost.",
Sam Schrager,0:03:17,The last year?,
Gus Demus,0:03:19,"No… no, he died. He was sick, you know, and he passed away just lately.",
Sam Schrager,0:03:29,"Oh, you mean Jordan?",
Gus Demus,0:03:31,"No, not Jordan… after Jordan.",
Sam Schrager,0:03:36,I don't know. It's not Summerfield. You're thinking of more recent.,
Gus Demus,0:03:47,"No, not Summerfield. He was just recently. He used to come over here with Bob Felton.",
Sam Schrager,0:03:57,You know now?,
Gus Demus,0:03:58,"No, I don't know the name, but I know who you mean. Felton is a lawyer, you see. Yeah. I think he's prosecuting a attorney now, isn't he… no,… now that Lérygé was, but now it's... Well, Lérygé is out. He used to fight with them, what you call the commissioners. But he didn't run. He didn't run the last time, you see. He didn't... And I think... I think Felton is prosecuting a attorney. If I remember, I don't know.",
Sam Schrager,0:04:52,"This guy that's prosecuting attorney now, he has a beard. I know that. He's a pretty young fellow.",
Gus Demus,0:04:58,Is he?,
Sam Schrager,0:04:59,"Yeah, the one who was prosecuting attorney for the county.",
Gus Demus,0:05:05,What is his name?,
Sam Schrager,0:05:07,I can't think of it. But you say the Greeks didn't bootleg and that was because they didn't have their own homes?,
