speaker,timestamp,words

Amanda Asplund Phelan or Addie Swanson,00:00:00,And my brother used to carry all the way to the where and all the way to the fair today. Just all the way. He had to walk many miles a day. That's why we came back home. The baby is gone and he's going sometimes.,
Karen Purtee,00:00:12,"You weren't fast enough, huh?",
Amanda Asplund Phelan or Addie Swanson,00:00:14,"No, we couldn't walk very fast. They had droids and everything. We had to go in all kinds of droids. And you're not far. We had more than one. We had an officer very often. Not very often. We never had an officer. I never saw a doctor for nine months. A midwife. The women always had trouble. They went to high things. I never went to hospital with any of my kids. Somebody came to eat her.",
Karen Purtee,00:00:59,You had all your kids at one group?,
Amanda Asplund Phelan or Addie Swanson,00:01:01,"Oh, yes. I was a little bit left out. You didn't drop your candy. I found some candy. And then a woman went to come there and say that for us. It was nice to be waited on. We had to stay in bed for nine, ten days.",
Karen Purtee,00:01:15,"Oh, yeah?",
Amanda Asplund Phelan or Addie Swanson,00:01:16,"That's what we did. Them days. It was just the midwife. No, I haven't eaten candy. I've never eaten any. I've never had a doctor. I definitely have. And then you used to holler at me when you scared to death. We ran off in the woods. This is the next. Oh! Oh, that's terrible. Well, she was having a baby. We ran away from the house. Well, let's see, you were one of the older kids then. Yeah, I was oldest. Oh. And I worked in Spokane. And every time Austin had a baby, not every nighttime, but a few times. And I had to quit and go home. Take me out to my place. And I should have said no. I'm not coming. I should have said no. And I should have said that I had to do everything at home. I did.",
Karen Purtee,00:02:05,"Oh, you helped at the birth for your..… no?",
Amanda Asplund Phelan or Addie Swanson,00:02:09,"... I was adding up and I had to carry them babies, my mother and babies across the street, back and forth in the house. I was too young for that too. I was too young to go and pack the babies when they cried. That was terrible. I had to do the work and the other girls never had to do hardly anything.",
Karen Purtee,00:02:28,"Oh, yeah?",
Amanda Asplund Phelan or Addie Swanson,00:02:29,"They grew up. Yeah, it'd be easy. Because I talked to them and they heard something. That's why I didn't care to have any kids and I'm getting married because I've seen enough kids. Oh, yeah. Then she had six… oh, boy.",
Karen Purtee,00:02:45,You had midwives too?,
Amanda Asplund Phelan or Addie Swanson,00:02:48,"Yeah, they thought they were all right.",
Karen Purtee,00:02:53,Would they just help and just kind of be around?,
Amanda Asplund Phelan or Addie Swanson,00:02:56,"Yeah, I didn't have no... There were two or three of them. I didn't need any. That was the easiest thing in the world to have eaten. That was just a little hug and then I had to leave. It's okay, don't play. Somebody was sick for many hours and they'd hold her for many hours. It was terrible. They didn't give you any eaters, no babies or something. I didn't eat any shots or eaters.",
Karen Purtee,00:03:21,"They didn't have anything to give you then, huh?",
Amanda Asplund Phelan or Addie Swanson,00:03:23,It wasn't the first time I was up. I wasn't married the first time.,
Karen Purtee,00:03:27,"Oh, yeah?",
