speaker,timestamp,words

George Lepard,00:00:00,"As I say, one of the early day doctors, they had their own method of putting some medicines together and he had an account with a Spokane drug company in Spokane. When we were up at Melrose, I can remember the drugs were delivered by the stage line. Never had too much to come, just in small boxes. I do remember though that he had a very small showcase and that was always moved wherever we went and in that showcase would be different things that people would like but I know the top self always had chocolate candy and he would always have some chocolate candy himself and I have an idea that the young children got free samples. There's one thing about it, my father always had a team of horses and it wouldn't make any difference what time of day, night or how much anyone owed him if they called him to come if someone was sick we would bundle up regardless of the weather and take off and I can remember seeing him several times when he was dressed in real heavy clothing. He had a very special pork cap that he pulled down over his head and you could just barely see his eyes but that was one thing about it, my dad went when he was called.",
George Lepard,00:01:51,"Now when we moved to Potlatch in 1907, I went to Potlatch in 1907, my folks went in 1906. I stayed with my stepmother's folks in Moscow and the Potlatch Lumber Company was started in September… the 22nd in 1905. They burnt down a small shack, it was a log cabin, squadron shack they were called and I believe that is where the power plant for the Potlatch Mill is sitting today on the spot where this log cabin is located. In 1906 they started the mill and started an operation and the first manager was a fellow by the name of William Derry and he was appointed by the Weyerhaeuser company and the mill at the time it was built was built in Latah County about nine miles from Coos, Washington on the Potlatch River. The Weyerhaeuser company had heard about the big pine stand of timber that was in Latah County and they bought all that they could get a hold of. And they came to Latah County and there was a real nice meadow where they built the mill. Potlatch is a name from the Indian name and it means a great feast or general distribution of good things. Therefore they thought that Potlatch would be the logical name for the new mill.",
George Lepard,00:04:19,"Now the Washington, Idaho and Montana Railroad which might be called the Stump Dodger or the Washington Ironing and Mending Railroad was built between Coos, Washington and Bovill, Idaho. And although it's a separate organization from the Potlatch Company, it played a very important part in the development of the mill because it gave the outlet at both Coos to the Great Northern Pacific and the Inland Electric Train that was running at that time. And then there was a line built in from St. Mary's to Elk River that made connections at Bovill. And it gave a very good outlet for all of the lumber. The first two locomotives that run the passenger trains were number one and two and they had three coaches that I remember when they first started that ran to Palouse and then from Palouse to Bovill and then back to Palouse and then back to Potlatch. That was a day's work. And they sometimes had what they called a mix train. They didn't have enough to run a freight train. The engines number one and two, since it was down grade, they were capable of moving a 40-grid sized mix train which would be boxcars loaded with lumber. Or there might be plant cars loaded with lumber. But most of the time the good lumber was shipped in boxcars.",
George Lepard,00:06:38,"Now the big deal to get the logs to the mill from Bovill was to bring the logs down about a 40-mile trip with engines number 21 and 22. And they were very large steam locomotives, quite a bit larger than the ones that carry the passengers. These engines have all been discarded. I really can't tell you where they are except for number one. It has been moved around behind the depot in Potlatch and sets on a separate track and you can see it anytime that you go to Potlatch. It's kind of a curiosity to see the old steam engines. Now getting back to the town of Potlatch, that was… a home town, you might call it a one-man town. All of the real estate, houses, stores, hotels, the school buildings,… and churches were owned by the Potlatch Lumber Company. There was about 300 houses of different designs and they were rented to the people that were working in the mill at a very nominal rate of rent. And it was quite a thriving town. I believe about 1970 or 1930 it would be in the neighborhood of between 1 ,500 and 2 ,000 populations. But I believe today 800 to 1 ,000 would cover it. I mentioned the churches. There was a quite a large following. I remember the first pastor was a Reverend Skates and it wasn't too large a church. It set across the street from grade school and it was used just a very few years when they built a very fine church. It was called Union Church and it burnt down.",
George Lepard,00:09:34,"They didn't have a church for a while but now they have rebuilt a very nice church that was all built with volunteer labor. The Catholic Church was built and was used all through the years and I believe it's still in use. The Lutheran Church was just a small building, never had very much of a following, but Reverend Anderson that came to Potlatch with the pastor of the Union Church and the last few years I believe the pastor of the Lutheran Church is holding services both at his Lutheran Church and also in the Union Church. I don't know too much about the Catholic Church. I remember Father Pete Cole was one of the first Catholic priests in Potlatch… now… the sawmill itself at the time it was built was considered one of the largest in the United States but that didn't hold good but for a short time because I understand they built another church in the state of Georgia that was larger but not very much. The first engine in the Potlatch mill it was all operated with belts and pulleys and the first engine was 1 ,200 horsepower and 12 boilers provided the steam for that. The first floor of the sawmill was all belts and pulleys. The second floor was where they cut all the lumber… and the third floor was where they brought the bandsaws up to sharpen them and there was also a catwalk for visitors to go through and stand up there and watch the operation in the mill. And there was always someone up there they liked to have the temple come through and see what was going on. The painting mill was a separate machine and band saw for the regular mill and it was run with the same kind of an engine, 20-30 quarter of an engine but it was only 700 horsepower, quite a bit smaller. The last few years these engines were all gone, been dismantled and everything is run with electric motors. And to go through it now and see the difference, in the early days it was all belts and pulleys and there'd be miles of them. Today that is all eliminated.",
Sandie Gittel,00:13:00,What's the difference in the amount of manpower used in the mill?,
George Lepard,00:13:06,"Well the electric motors are cut down on the manpower an awful lot. And the mill alone when I worked in it in 1921, I think it was something like 40 men that took care of the lumber and just the main floor of the sawmill. Today I believe that is cut down to 12. Everything is a push button deal. And you see the father sitting up there pushing buttons where the men used to do the work. He's sitting up high enough that he can see everything that's going on. Now we've mentioned the fact that my father was an early doctor in Idaho. The Potlatch Lumber Company had their own doctors and they were called the company doctors. One of them was a doctor, E .T. Hein, that had a small hospital in Pflug, Washington. And he came up to Potlatch at least twice a week and he had a small office in the building. But the resident doctor was a Dr. Thompson, a very good doctor. He was in Potlatch for many years.",
George Lepard,00:14:21,"And then when Dr. Hein quit, there was a doctor by the name of Gibson that came from St. Mary's, Idaho. He was a very good surgeon. He was in St. Mary's when the Milwaukee Railroad built through and then he later moved to Bovill. But about 1918 he moved to Potlatch, Idaho. And the first building that they built in Potlatch, they provided two of them for the single men. And they were called the boarding houses, one and two. And in about 1918 they closed up No. 1 boarding house and converted it into a hospital. And Dr. Gibson was the first doctor to take over in the new hospital in Potlatch. And he was there until 1946 when he retired and moved to the coast. And Dr. Thompson retired and moved to Moscow. And for a while they didn't have a doctor there. But at the present time there is a Dr. Biggerstaff in Potlatch and he has been there for about 11 years.",
George Lepard,00:16:12,"Now in 1934 we moved to Coeur d'Alene. I haven't said where my wife and I met, but we met when I was working in the store in Potlatch, Idaho. Marie Olson was a Coeur d'Alene girl and she came down there as a stenographer. I met her and the only way she could get rid of me was to marry me. We have two boys, one of them sells audio-visual in Spokane. That's to tell you more about what he does, something in the Bell and Howell line. He comes into Coeur d'Alene about every other week and whenever he does, he makes it a point to stop at the junior college to see if they need any of his equipment. Our other boy is graduating from the University of Idaho and he is a civil engineer. And you'll find him in the part and frame, consulting engineer on 4th Street in Coeur d'Alene. George, the oldest boy, graduated from Whitworth College in business.",
Sandie Gittel,00:17:43,Your house is on the side of Fort Sherman.,
George Lepard,00:17:47,"Oh yes, I should dwell on that a little bit. The lot that we live on was bought by my father and all about 1905. He and his brother bought a adjoining lot here at 209 Forest Drive and 211 Forest Drive. 209 Forest Drive. That's where we live and 213 is where the brother lives. And the lot that we were on was originally the band quarters for the band personnel for Fort Sherman. But it burnt up and it was just the empty lot here for a long time. In our alley there's a railroad track between us and the junior college and otherwise our property would, and the street would be adjoining the campus for the junior college. And in the early days there was a single mill just to the south of our property on the lake. And it burnt up about 1898. But I understand that they also saw lumber. And they saw the lumber for the first boat that was built to put on the lake and it was called Amelia Wheaton. And it was named after the youngest daughter of the fourth commander. But I don't want to say too much about Coeur d 'Alene because I didn't come here until 1934. And I think that there are other people who are capable of giving a much better outline than I can.",
