speaker,timestamp,words,End Time
Sam Schrager,0:00:00,"Joel Burkland was raised on his parents homestead and water mill site on Bear Creek, and later ran a garage and service station in dairy and served as town marshal for many years there. Topics discussed on this tape are the water powered mill, its construction and use for grinding flour and sawing lumber. Desire of his father for timber. Country work for boys on the homestead, the abundance of fish in Bear Creek. Early dairy and its fires. Lumberjacks blowing their stakes but being peaceable. The early car business. Loss of debts in the depression. Work of the town. Marshall and decline of dairy. About his. Do you know what made your parents decide to come to Idaho?",0:00:48
Joel Burkland,0:00:48,"Well, I think it was because, oh. I don't know what I can say. But they, their reason for it, I think, was for timber. They were raised in, in Sweden or whatever, you know, and but they didn't like it over and then let us load up because there was no timber. The thing. So I think that was the reason that they moved over here, given this brother.",0:01:26
Sam Schrager,0:01:26,They were in a part of Minnesota where there wasn't any timber in a timber going to be cut already.,0:01:31
Joel Burkland,0:01:31,Wow. and where do you mean.,0:01:33
Sam Schrager,0:01:33,"What where, where they were in Minnesota.",0:01:35
Joel Burkland,0:01:35,"Before. Oh, that was no timber. They are, you know, there were no timber there, but from Sweden, where you come from in. They come from, timber country, you know, they wanted to know what they had had, timber. So I think that was one reason that man water one one thing, you know, they had, it was hard to get, water for drinking water and stuff like that where they lived. And then I think that the reason they moved over here.",0:02:09
Sam Schrager,0:02:09,Do you know how they heard about Idaho? Do you know how they heard about Idaho?,0:02:15
Joel Burkland,0:02:15,"How did I know? I don't know, I don't know how they come to come here. That that's something I don't know.",0:02:25
Sam Schrager,0:02:25,"So what about their actually coming out? How they how they came out, how they got here and.",0:02:32
Joel Burkland,0:02:32,"How well they come by train to Tennessee. That was the closer to railroad point of that. I don't know, right around Moscow or Troy at that time. So that was the point. I don't know, Great Northern, I think. What did I say? That I don't remember what you learned last, but I think a lot of great Northern. Or when they come, they would love to land. They could have taken land, you know, around Moscow. I love, Tennessee at that time, but, that, they wanted to get up in the world. So they come up here and they would.",0:03:26
Sam Schrager,0:03:26,They were among the first to come up in this country.,0:03:29
Joel Burkland,0:03:29,"Well, I was, but there were there were several of them here at that time, but not too many at that time.",0:03:38
Sam Schrager,0:03:38,They sort of had their pick of Oh yeah.,0:03:42
Joel Burkland,0:03:42,"Oh, yeah. They had picked most any place at that. but they all picked across the creek so they'd have water. And that was the biggest thing.",0:03:56
Sam Schrager,0:03:56,"But what kind of stories do you know about those first days when they got the homesteaded, moved and set up?",0:04:10
Joel Burkland,0:04:10,"And I don't think about what to if they didn't have it. I think that. They had to go to Delancey to get supplies. It's not like that. Walk. So, yeah, that would. And then finally they got. So they got that. But I tell you that down in, left way. Up the Indian and creek that so they could drive and then after. Well, I don't know how many years of work then the railroad was built, you know, of a bicycle down, drive Kendrick down there. But it wasn't much in Moscow or. Or Troy. Troy was a small male down in the main street. It all saw that standing. that was that wasn't much there. But I don't know. Did your folks come before? about the same time? yeah. Yeah. they gave up a thing. Yeah… i can't… because it's still. I got the all place down home. Yeah. No, no, that old stuff. But all that. Everything burnt up, down there, you know? oh, like we didn't. You know, you never think of it. Then you save those things until it's too late. Oh, we could have taken that out. You know, after that, folks passed away and had a lot of that old stuff.",0:06:01
Joel Burkland,0:06:01,"But we didn't have burned up. I had two brothers that live down there. When they moved. Did they move to town? Yeah. Well, I then they set fire to put some money down on hunting. That fire got killed the put the hide and had never thing in the house and then set fire to it. It was a big house about 11 roomed. We had a big house because we did, male crew work and, you know, at the mill down there, we had rooms. So it that, they stayed at the house and all they cooked on the house and they that. So it was a big up, but they burned the whole thing down.",0:06:49
Sam Schrager,0:06:49,"Would you describe the sawmill or mead? How how you, used the water power? you set it up.",0:06:58
Joel Burkland,0:06:58,"Well, you mean now from the beginning? Well, they first take it on the on the building. A you it mill down at, down on McIntosh place. Now, it was Augusta Anderson's place. Then I would take a couple fellows at the head of mill down there. steam power and, I saw my dad and, Augusta down from, Berglund. They decided they were going to get into that business. So they surveyed, did you all the way from, all the park to up here all the way down to, to, Anderson's place. And then after they did that, while they figured out that, it would cost them what to make a debt to all the way down, because that must have been about, oh, three miles I how three and a half, probably. And, so then they, I was down then and my dad and broke my they decided that put the mill up on our place down there. So they made the ditch and had the old at home. And they did a couple of wait at that time, he, helped them put up the mill. He'd worked on, metals like that and bell and slate.",0:08:31
Joel Burkland,0:08:31,"So, so he, he was a into their earlier works. Now that. All they, they went to cut, the water down at pipe down below Lewiston. They had a mill about like, but they had a waterwheel, and they, they put a turbine in here. So. So, I don't know, they it, it developed about 35 horsepower or or and then they had this, I don't know what you call those mills that were big storms, you know, but, oh, five feet across and about this thick with notches and all that, that made flour, gram flour and and also ground feed them. But and then they had a rolling layer on that all summer long and with water. And then in those days.",0:09:34
Sam Schrager,0:09:34,"When they run at the same, time the sawmill.",0:09:37
Joel Burkland,0:09:37,"No, no, they, they didn't I believe that we only, on an average about five, 4 or 5, 100,000ft. The year was always so, and and then, then after that, it dried while, run up to the planer, and I'd work in that one, but the people would go, you know, more people, a lot of people here that, take that wheat down and have it made into gram flour, you know. So that was, the way that operated.",0:10:14
Sam Schrager,0:10:14,And how much of a drop was there?,0:10:18
Joel Burkland,0:10:18,"we had about the 30, I think, 37ft from the, that that they called it, that come from the plant, come out that way. And then the turbine would be down in underneath the ground about oh, six, seven feet. It was down there because they had to have drainage from that. Oh so but a lot of had it like to go.",0:10:43
Sam Schrager,0:10:43,"how much diversion was necessary to get that, how much did you have to divert the, that creek to get that, that much.",0:10:52
Joel Burkland,0:10:52,"enough water? Well, I don't know. It didn't require, you know, there was lots of water in that quick. You know, we, you could hardly see it on the creek and the water that I don't get. Nevertheless, a lot right. And run water all summer long, you know. But we can run in summertime. But after that took the timber out, you know, they logged off all that to back in here where they know. Well, why then that, and, dried up, you know, so you couldn't run more while 90% of the year. I think that was the last year we thought about or the under 75,000ft up, they could do well. And that was take about or 15, 20 day. That's all you could run. That's all man, except it took less depending on what you do. You know how much power took. Well, you had a full flume or that you know enough to like a planer didn't take too much power. no. They, now the feed mills. But, for frozen, you have to have quite a lot of power. And, you also have to have water for the palm to the mower.",0:12:14
Sam Schrager,0:12:14,Did you have enough power to do the sawing that you wanted to was the power problem.,0:12:20
Joel Burkland,0:12:20,"No one out of water went out more in the early days when hot water. He had no trouble with that body of water. Oh, yeah. Better run. Oh, my. You good? I got to take out, like, if you needed. And now you can't have. But it took the timber up or that disappeared.",0:12:38
Sam Schrager,0:12:38,"What do you think made him decide to go that way to do water power. And everybody else was, doing, well, I assume.",0:12:48
Joel Burkland,0:12:48,"I don't know. You know, I think they were raised then and, they in Sweden, they had the water power, you know, they use water power. And, I think that's why they got the idea of,… oh, that's about oh, they had all the power, a lot of power metal down at lower. And, yeah. then they went up and Canada to, put a lot of power up there to see how, what.",0:13:22
Sam Schrager,0:13:22,We with getting the timber that people were cutting off their homesteads to farm. Was that where most of the timber was coming from?,0:13:32
