speaker,timestamp,words,End Time

Sam Schrager,00:00:00,"This conversation with Kenneth. Stephan took place at his home in Moscow on January 13th, 1976. The interviewer is Sam Schrager.",00:00:15
Kenneth Steffen,00:00:15,"Darren, I guess the building is gone. When they first a first national bank or they know who is in that right next to Hydra to be added to the to the fore, where we get the idea.",00:00:29
Sam Schrager,00:00:29,That the now that old bookstore that.,00:00:31
Kenneth Steffen,00:00:31,Religious no that's on path is where the barber shop.,00:00:35
Sam Schrager,00:00:36,you mean the first National Bank. Yeah the corner.,00:00:40
Kenneth Steffen,00:00:40,"It was the First National Bank. Had a big building there and an excellent and hardware. Now, now it's just art and car. Only one time was sure in Moscow years ago. Where as an inventor.",00:00:53
Sam Schrager,00:00:53,"Well, he was a sheriff when he went.",00:00:57
Kenneth Steffen,00:00:57,You? Yeah.,00:00:58
Sam Schrager,00:00:58,"Yeah, I, I heard he, he kept out of the way that day.",00:01:04
Kenneth Steffen,00:01:04,"Where he gave that man. I knew that he's all he'll go and use it. He's smart, man. I can tell you why. Just a quarter mile east of where we live out there was a cemetery. Now you know where that service station is. And a car. I'm not me, Rover. The house burnt down. Well, that was a city dump.",00:01:26
Kenneth Steffen,00:01:26,"Ran at that time of paint thinner and lots of stuff like that came in 50 gallon drum. And so, of course, you know, they hold a junkyard. The junkyard and sirup all comes in tin for they all come in tents and quite up to have a gallon gallons. Well, I go got the dump ground there and I see them pile out and three or four of stuff.",00:01:48
Kenneth Steffen,00:01:48,And I go up there and search around and find all these pins that can and I take them in. I get from 2 to $0.05 apiece. I the hardware store for I'm too but there's they're fancy but with this hand so it made it make quite a little bit of money because.,00:02:03
Sam Schrager,00:02:03,Collins would take whatever you well.,00:02:05
Kenneth Steffen,00:02:05,"Well I'll add three hardware stores you know where the telephone building is at the scarab there bearing they had a hardware store there and I right across the street with friends for the IG. And that thing is, you know that was another hardware store. Now war you started or you it started right Sure. Later on you're up in the tune of building at back.",00:02:23
Kenneth Steffen,00:02:23,But you see in those pictures I showed you there where they Williams and went up there to that you went up there to the other room up there you know where they know them.,00:02:32
Kenneth Steffen,00:02:33,"Might be a neighbor there now they know the certain point I knew of that man. Now you see, here's what Williams is down here now. See? See up in here at their corner drugstore, I think, and probably he went out of business up there right after World War Two. So he, you know, a lot of land and so on.",00:02:59
Kenneth Steffen,00:02:59,I guess he was a I just think he lost out on a thing.,00:03:04
Sam Schrager,00:03:04,That's what I.,00:03:05
Kenneth Steffen,00:03:05,Was doing so well. What was what.,00:03:07
Sam Schrager,00:03:07,Was Williams's store like? Where was it? A good one?,00:03:10
Kenneth Steffen,00:03:10,"Yeah, he had groceries all the day. We've had grocery store, baby store had growing.",00:03:14
Sam Schrager,00:03:14,Was really it was. Williams is more of a working man's home.,00:03:19
Kenneth Steffen,00:03:19,"I don't really know. okay. He bought them at first Class Jude Williams and was a Jew, so. DAVIES a man of duty. Yeah. From the day when Boyd married Gentiles and married Jewish village, where I think, Yeah. So one of those things.",00:03:37
Sam Schrager,00:03:37,"I know they. David, were Jewish.",00:03:40
Kenneth Steffen,00:03:40,"Yeah, they were the Jew name.",00:03:44
Sam Schrager,00:03:45,"Yeah, I guess they.",00:03:47
Kenneth Steffen,00:03:47,Yeah.,00:03:47
Kenneth Steffen,00:03:49,"Now, here's a picture of my way to go, Dr. Marshall. And she was a tiny baby. She lived to 55 operation after operation. And I, you know, I was kind of work.",00:04:05
Sam Schrager,00:04:05,Where did you meet her?,00:04:06
Kenneth Steffen,00:04:06,"Right here in Moscow. My wife made a man her name from Russia. You know, John Marshall, bank radio manager that make a radio.",00:04:17
