speaker,timestamp,words

Rob Moore,0:00:02,"On this tape, Marvin Long goes into more detail on some of the points touched on in the first interview. These include operation of the brick factory where the bricks were made that rebuilt Kendrick, the Kendrick fire, the grain tramway, ice cutting in the winter, and the move that Long's made down to Kendrick in Cedar Creek country."
Rob Moore,0:00:30,"Were you here when the Kendrick fire, the 1904 fire happened in Kendrick?"
F. Marvin Long,0:00:38,"No, I was living up there on the Potlatch Ridge and we saw the smoke coming out of the canyon and my brother and I had..."
Rob Moore,0:00:53,You had to be there during the daytime?
F. Marvin Long,0:00:55,Yeah.
F. Marvin Long,0:00:56,My brother and I the next day had to come down to Kendrick to see the ruins and it was still smoldering the whole canyon. Everything was burnt. All the business districts were burnt out. There wasn't a place to unify those bricks. Every business.
F. Marvin Long,0:01:13,Is this being taped?
F. Marvin Long,0:01:17,"Well, and that night, that day, the next day, every nordian was passed. Every building on Main Street had to be fireproof, which is the reason now that Main Street is still fireproof."
Rob Moore,0:01:40,Did they ever find out how that fire started?
F. Marvin Long,0:01:47,"No, not exactly. Anyway, it was on about noon. It was a middle day, an oddest time of summer."
F. Marvin Long,0:02:06,"I'm just not sure. They didn't know how it started. I've got the wrong story, but I'm sorry. Did anybody have their idea about how the... I don't know. There was so much... No, there were so many fires them days, there was so much trash around them. They didn't keep things cleaned up like they did now. It could have started the most... You know, they could have been... It could have been combustion or it could have been sent by... See, that's what it's done. They rolled around. But there never any answer for it, I remember."
Rob Moore,0:02:42,"It had to have been burned twice, you know?"
F. Marvin Long,0:02:45,"Or at least it was. It had fire sure at a different time, but that was the only time I remember of it burning down entirely. There'd been a lot of... I mean the business part of it. Prior to that, it was not the last."
Rob Moore,0:03:03,Did it begin as a residential section?
F. Marvin Long,0:03:05,"No, they didn't get any trash. Well, there might have been one or two. No, these are old buildings down here, if you look at the construction. And... Well, I guess through the ice."
F. Marvin Long,0:03:20,"And you can tell on the other side where the park is there. There's one brick new house being built there. And yeah, there's the old connection house. It's the old building house."
F. Marvin Long,0:03:36,You're good.
F. Marvin Long,0:03:40,"Yeah, I guess on that side of the street, it must have burnt down further because there was some brick."
Rob Moore,0:03:46,On the south side of the street?
F. Marvin Long,0:03:48,Yeah.
F. Marvin Long,0:03:53,"And it passed the ordinance... That night it was passed the city council. That, I remember, was the fire."
Rob Moore,0:04:00,How did they find that fire?
F. Marvin Long,0:04:03,"Didn't find it. It burnt. Didn't save anything. Yeah, well, they got some stuff out. A lot of the stuff they hold out in the union was burnt. It just burnt. It just took everything. It didn't."
Rob Moore,0:04:20,Was there a fire coming in here? Like a hunkerway?
F. Marvin Long,0:04:25,No.
F. Marvin Long,0:04:27,"Just a water brigade, I imagine. Oh, there wasn't any water. Well, some cisterns. There was no water. Nothing to fight the fire with. Didn't like our reservoir there, no. There was tremendous pressure here. All kinds of water."
F. Marvin Long,0:04:50,I imagine some of these guys were...
F. Marvin Long,0:04:57,What do you call them? Oat and wagons?
F. Marvin Long,0:05:00,They'd like to have some of our pressure some time.
Rob Moore,0:05:03,"Well, so I guess after that, that brick mill that was here was pretty busy then, wasn't it?"
F. Marvin Long,0:05:08,"Well, they couldn't keep up with the orders and the white brick that's here in town was shifting. I told you that. It was shifting before it came. But they... It was so long before it got down to all the time. It produced here."
Rob Moore,0:05:27,How does the brick mill work? The brick factory?
F. Marvin Long,0:05:34,Oh...
F. Marvin Long,0:05:34,Got you out of watch in enough time?
F. Marvin Long,0:05:36,"No, they got the clay down up there on the hill. I can tell you where it picked up and it was shooting. They just dumped it in the chills. And it went down to the brickyard. And then it was mixed. I don't know if it was water. And it was pressed."
Rob Moore,0:06:03,"Oh, how close? They had a big oven, too?"
F. Marvin Long,0:06:07,"Well, they had a kiln where they had this fabric. But I don't think they needed the fabric. They shipped them in. These white brick here is what you call them. Well, that's what's going on where their life's going. I think all they ever moved here was these red bricks."
Rob Moore,0:06:24,Didn't they make the old brick here? Which? The red brick?
F. Marvin Long,0:06:28,"Yeah. Well, I mean, they must have made here. These buildings that's made out of different colored brick downtown, which is down there in Duke looking City. The main one is this Paternal Temple building. They couldn't get enough brick here, so they shipped them in from Spokane on freight. And that's where we got the two colors of brick."
Rob Moore,0:06:51,See them white colored?
F. Marvin Long,0:06:52,"We shipped them from Spokane. And all these red brick were local, made up here. You know, they couldn't make them. Fast enough."
Rob Moore,0:07:02,"Well, the clay was dug out of a dry pit?"
F. Marvin Long,0:07:06,"Yeah, it was a pit like this. I'm sure you'd have heard of it coming from here on the hill."
F. Marvin Long,0:07:14,"Then it was dumped in. See, when thinking about it, it was usually a... It wouldn't have been a brick there. It wouldn't have been a brick there if there wasn't clay. Yeah, it wouldn't have been there."
F. Marvin Long,0:07:23,"Usually a clay pit has a big... It's a big... Long time series, like a big water hole. And they use a Fresno to scoop the clay off the side. It can work out that way."
Rob Moore,0:07:38,How was it done?
F. Marvin Long,0:07:39,They scooped this.
F. Marvin Long,0:07:40,"They did it with scoops. They had horses then. And they did it the same way, but they put it in this chute and shot it down. They set a hole in it. They shot it down to the brick there where they pressed it. And they mixed it down there."
Rob Moore,0:07:56,"When it was shooting down, was it powder?"
F. Marvin Long,0:07:58,"No, it was just clay."
Rob Moore,0:07:59,Like rocks rolling down the clay?
F. Marvin Long,0:08:01,It was clay.
Rob Moore,0:08:03,Was it wet then?
F. Marvin Long,0:08:05,"Oh, it was just like from out on the ground. It was wet afterwards. That's pretty... Well, that's pretty... 13, 14 years old. I don't even know about it, but I can't."
Rob Moore,0:08:22,How long did it take them to do the segment? Build it?
F. Marvin Long,0:08:27,"Oh, it was all too fast. They started down. Of course, they were drilling here for a year. It didn't matter. It was one of those parts that was fast."
F. Marvin Long,0:08:41,"Well, like I said, you couldn't get... There's no place like me and my brother."
Rob Moore,0:08:48,How do people usually shop and get where they live?
F. Marvin Long,0:08:54,"What they do. Well, they make you friends. I guess they've done the best they could. I don't know. Well, the whole town wasn't grown up. Families were all here and they asked why. They got them in. They were doing business here about the next day and dancing and everything else. Just to bear to, they were doing business down there. Coming down here, there's still some more. There's some of them doing business here. Coming down."
Rob Moore,0:09:30,Just by putting up tents in the old locations? Did they build a separate little tent town?
F. Marvin Long,0:09:37,"Well, yeah. It was first, you know, until they got something built."
F. Marvin Long,0:09:41,I guess. I don't remember too much of anything from that. But I know they've done business in tents here. Until they got something.
F. Marvin Long,0:09:49,You ever see?
F. Marvin Long,0:09:51,They had it. The buildings went up all the fashion.
F. Marvin Long,0:09:59,Okay.
Rob Moore,0:10:02,"That idea of the way the clay came down the chute, reminded me of that tram."
F. Marvin Long,0:10:12,"Yeah. Told me that tram, the train comes and slashes on these carriers. And these pressure, the gravity, of course, is what took it down. They had too much gravity. They had to break up the top. It was nothing to go back, see, if they could."
Rob Moore,0:10:30,"Well, how'd they get it back up again?"
F. Marvin Long,0:10:34,They pushed. The carrier.
F. Marvin Long,0:10:36,"It'd go back up. It'd carry itself. It'd be empty, see. The weight coming down would bring it back up, go around. And they had to break this going down some years. Them days they had to handbrake it. Handbrakes. The man had to be right there all the time."
Rob Moore,0:10:56,What were the breaks? Was it like a big drone? Like a big drone?
F. Marvin Long,0:11:00,"Yeah, I imagine. Well, yeah. I imagine. You know, you forget. I was just a kid. Right. But that's how they did it. I could see them there raking. When it was coming down, when they was loading it."
Rob Moore,0:11:13,Was the brakeman on top or on bottom?
F. Marvin Long,0:11:15,He was on top.
F. Marvin Long,0:11:18,This was the bottom. They was taking them off. Uh -huh.
Rob Moore,0:11:23,How long did it take them to unload a car? Would they pause right away?
F. Marvin Long,0:11:28,"Well, they didn't move a car. The sacks just kept coming. They had to keep that running until they run out. Oh. They could stop at night. They just grabbed the proposition. Uh -huh. They could run just as long as there was sacks down there. Well, how far apart were the carriers on the... I don't know. Maybe."
F. Marvin Long,0:11:57,"I couldn't tell. About 50 feet, maybe. Maybe not that much."
Rob Moore,0:12:00,You had any idea?
F. Marvin Long,0:12:03,"No, I never saw it."
Rob Moore,0:12:04,Is that a picture show? What? Is that a picture on that truck show?
F. Marvin Long,0:12:08,It's another show.
Rob Moore,0:12:10,There must be one sack after another coming down?
