speaker,words,tags,timestamp
,"BYERS SANDERSON: Powell, down here at Princeton, I told him I wanted to",,
,"crnise the timher and I had this timber could buy, and I says, ""Mr.",,
,"cund Stout, of Genesee, owns ahorse ranch says, ""and he's got athou",,
,"sand or so acres down in there and Cof timber on it,""""l want to",,
,"buy it, or buy the timber."" And Iwas logging at that time. Ihad",,
,the logging crew. Ihad two Cats and aloader and the lo gging equip,,
,ment; chain saws. And Ihad probably half amillion feet of timber,,
,out here on the horse ranch- off+the horse ranch- and Iwanted to buy,,
,it.  ItoldMr. Powell of the ranger station cone up and he,,
,"was an old cruiser, and Isays, ""He'll go through and give you amaxi",,
,"mum estimate of your timher."" Well, that was Friday- Monday morning",,
,"Powell went right down to the old fella, and told him that the govern",,
,"ment was buying all this timber that they could get ahold of, and he",,
,"says, ""I'll go through and cruise it and we'll buy it out you.""",,
,"Well, Stout says'.'I told Mr. Sanderson that he could have the timber.",,
,"Andif he don't take the timber, thenI'll deal with you, if yon want",,
,"it."" X says, ""I won't carry it over his head because I told him, and",,
,"to 'Mr. Stout come up to my word is trustworthy. So, the next morning",,
,"he. the house and he says, ""Byers , the Forestry come up there wanted",,
,to buy that timber. And I told hi they couldn't have you first chance at it and if,,
,"you want it, why, we'll We the deal.""",,
,"And so, Iea4 ""Well,"" I was working at the shop and I had the crew",,
,"out onto the side, working this other ground, and I says, ""I'll be",,
,"over this week sometime, and I'll get papers fixed up and we'll make",,
,"a deal."" And, I went over to the courthouse. Well, they was a hun",,
,"dred and sixty acres up here that I'd cruised, and then over on",,
,"the other side there was another big bunch of timber, and then they",,
,was five thousand acres out here that I had a chance to get ahold of,,
,for practically a song. And Iwent over to the courthouse and it was,,
,"Saturday, and the woman that was in there, she got the books down and",,
,"says, ""Yes,its all open,you can buy it if you want it. Well,",,
,"I says, ""I want it."" ""Well,"" she says, ""I can't make the deal right",,
,"now, but you come over next week, andwe'11 make the deal. can",,
,"buy it."" I know just as well in the world what she done, she stepped",,
,"to the phone and called Hanson up Potlatch, the Land Commissioner",,
,"for the Potlatch, you know, and he come up.",,
,He come up there on a,,
,"Monday, that monday, and he bought sixty-six thousand dol",,
,"lars worth of bck tax ground. And so, I went over a couple of days",,
,"after that in that same week, I went over, and I says, ""Well, I come",,
,"over to get that ground; we'll get it fixed up."" And she went and got",,
,"the ledger,book that square, you know, and she brought it out and",,
,"she says, ""That Hanson at Potlatch— or at Lewiston- come up and he",,
,"bought an awful lot of this ground."" Well, I looked on the ledger",,
,"Pfcrtlodkh and Potlatch, clear all the way down on the ledger and on the next",,
,"sheet; Potlatch, Potlatch, Potlatch. ""Well,"" Isays, ""my land, that's",,
,"monopoly."" ""Oh, no, no."" she says, ""not monopoly.""I says, ""It cer-",,
,tainly is. this ground was supposed to go up for a thirty day bid,,
,"publicly, that's apublic domain."" ""Well,"" she says, ""we advertised",,
,"it."" And, I says, ""What paper did you advertise it in?"" ""Oh, we",,
,"didn't advertise it in the paper we just put it on the books only.""",,
,"""Well,"" Isays, ""you can't do that legally.that's monopoly. Now,",,
,"they've gone through here and they've bought""-""Yes',' she says,",,
,"""they've bought sixty-six thousand dollars worth of tax ground.""",,
,"""Well,"" I says,"" I told you it was amonopoly, you didn't advertise",,
,it publicly at all. somebody stepped to the phone and called him,,
,up and let him know that Iwas coming up here to get a lot of this,,
,"ground."" ""Well,"" she says, ""I don't know'It looks bad alright.""",,
,"Well, I know what she done, she stepped there aM sh woe Idon't",,
,"know whether they got a cut out of it or not, but they—",,
,ss. Did you try doing anything else about it?,,
BS,"oh, no ' I was working; the head mechanic for the Potlatch here. I",,
BS,didn't dare to or I'd a lost my job. Although Old Ritzheimer on my,,
BS,"timber when Istarted to haul it out, he said, Byers,I'll have to",,
BS,charge you two dollars a thousand for every thousand feet that you,,
BS,"bring out, off a that timber over the road.""",,
SS,Was it a Potlatch road?,,
BS,"Well, he tried to pass it as aPotlatch road, but Isays, ""Let me tell",,
BS,"you something, Ritzheimer""you're the superintendent of the Potlatch",,
BS,but you're not running the whole affair.«ithat road before the Potlatch,,
BS,"ever dreamed of having any ground in there in 1911 and '12, I hauled",,
BS,hay off of those meadows on the county road'oid Bloom lived up there,,
BS,and was several families lived up there and they- the county,,
BS,"took care of the road."" And, I says, ""That's a county road and",,
BS,you rocked it and then claiming it for aroad of your (,,
BS,"he says, ""I'll have to charge you two dollars athousand'to help main",,
BS,"tain the road."" Well Hanson come up a couple of days after that and",,
BS,"I jumped onto him. Boy, I was hoary eyed!",,
SS,You were what?,,
BS,"Iwas hoary eyed. Iwas mad! Ijumped onto him. Andhe says,'Byers,""",,
BS,thaTson of abitch ain't arunnin' this Potlatch yet anything comes,,
BS,into my office- that bill comes into my office. It'll go right ia,,
BS,"the wastepaper basket.-Whirs' acounty road, andfhe knows that, he has",,
BS,"got no right."" But, he was a100 Potlatch man, you know; that is,",,
BS,everything was for the Potlatch. And one thing like that and then an other— I just,,
BS,got out of it. (Chuckles),,
SS,When was it that you were doing this? About what period of time was,,
SS,it?,,
BS,"Oh, it must have been about ten years ago.",,
SS,"Oh, that recent?",,
BS,"Yeah. Yes, Ihad two million feet of timber up here on Sam Frei's old",,
BS,"holdings, and he let it go back for taxes. Three hundred and thirtyfive",,
BS,"dollars back taxes on it. I went over there to buy it, and she",,
BS,wouldn't sell it to me on that day because she was the only one there.,,
SS,"Oh, this was that same land?",,
