speaker,words,tags,timestamp
,"This conversation with Clarice Moody Sampson took place in her home in Moscow,",,
,"Idaho on November 16, 1976. The interviewer was Sam Schrager.",,
,"CLARICE M. SAMPSON: — buying one sack of flour, he a barrel; four sacks.",,
,"So, he had a great, big container made that was in the butry. Great",,
,"big, tight square box, the lid just fit in, you could hardly get it out.",,
,And that was filled up with flour when the- before the new flour came,,
,in; or did he want the new flour in the fall? I can't remember what,,
,"the rule was. And sugar by the hundred pounds, (clock chiming drowns",,
,out voice),,
SS,Do you think that he was that way because he had been close to not,,
SS,having enough at times?,,
CS,I think probably. He ran away from home when he was thirteen and went,,
CS,"on his own. And the family lived near St. John, New Brunswick, and he",,
CS,went down to Boston. And that kid was on his own. So I don't know,,
CS,"how he fared, he never would talk about it to us.",,
SS,So maybe they were pretty difficult times.,,
CS,"And also, I know he'd never let us go barefoot, even in the summer on",,
CS,"the grass, 'cause we'd stub our toes. So evidently he vent without",,
CS,shoes time. But Mama'd let us take off our shoes sometimes in,,
CS,"the afternoon, but we sure had to get our feet washed and our shoes on",,
CS,fore Dad came home.,,
SS,So he didn't even know about it then.,,
CS,"No, evidently not.",,
SS,"So, I'll bet you really wanted to go without shoes.",,
CS,"Oh, yes,'the hot days, you know. But we had board sidewalks and you",,
CS,"could stub your toes so easily, you know.",,
SS,"You know, you said to Laura that sometimes in the family, you said that",,
SS,the boys were closer to their mama and the girls were closer to their,,
SS,father.,,
CS,"Well, it seemed that way to the girls in the family- and I don't know",,
CS,but it just seemed to me that Mama always favored the boys,,
CS,"Of course, they were all older than I, and I'm really not the",,
CS,one to judge.,,
SS,"It wouldn't be unusual, that that was true, because it seems to me that",,
SS,the girls often did seem closer to their father. Did you feel close to,,
SS,him?,,
CS,Uh-huh. Very. I think that I was quite the apple of his eye when I,,
CS,was a little girl. And I know my mother used to tell about when my,,
CS,"oldest sister was born, they lived back in Missouri, that Sundays",,
CS,she'd dress Mable all up and Dad'd take her down when he went down to,,
CS,"get his mail, you know at the post office. And he was quite proud to",,
CS,take his little daughter down. But I know after my brother older than,,
CS,"I, who was five years older than I, died I think my mother's health",,
CS,was never very good again. I think it just crushed her. He died in,,
CS,"the Philippines. But then, you know, I think Dad- my oldest brother",,
CS,"was over there working for the government, and Maurice was like",,
CS,"a lot of kids I know, he wanted to get out. He didn't want to be tied",,
CS,down to school. He was only in prep school.,,
SS,When he went?,,
CS,Uh-huh. But my Dad let him go because Albert said he could come over,,
CS,to the Philippines and he'd see that he was okay. To Manila.,,
SS,You told Laura how he died. It sounds like that climate might have been,,
SS,really hard on him.,,
CS,"Yes. Well, it was, because my oldest brother came home almost broke in",,
CS,health,,
SS,Did your mother- you mentioned to Laura the operation she had that was,,
SS,"pretty serious and a coma. After that, did she still go out visiting?",,
CS,"Oh, yes.",,
SS,She wasn't invalided then?,,
CS,"No, no. She was active in church, but she just couldn't do all the",,
CS,things that a lot of women and mothers did. Her strength didn't war,,
CS,rant that.,,
SS,"You mean the kind of things, like housecleaning?",,
CS,"Yes, that sort of thing, that's what I mean. Physical work. She",,
CS,"couldn't do that. But like her church work and so on, she could keep",,
CS,"on with that, although she didn't go as much, I don't believe. It",,
CS,"never seemed to affect her, she loved company. I know our ministers",,
CS,little daughters used to come out and she'd sit and play games with,,
CS,them. That was when I was too grownup to do that. And she did so much,,
CS,of that sort of thing.,,
SS,Was cleanliness really important in your family?,,
CS,Yes. My father was very fastidious. And before bathtub days when,,
CS,the bath was taken- sponge bath in a- we had a big bathpan that we,,
CS,"used. And Sunday morning, Dad used that bathpan in the kitchen, after",,
CS,"everybody'd gone to Sunday School. But, he'd go to church, you see,",,
CS,he'd get his toilet over. And I can remember so well when he used to,,
CS,shave. He'd have his towel that he'd spread on the dresser and put all,,
CS,"his paraphenalia out; and then nothing was ever left our, he always",,
CS,"cleaned up and put everything away. He was very fastidious. And, of",,
CS,"course, in those days, men wore long underwear and so on ; it was such",,
CS,a trial to get things dry. But we had clothes racks and things and,,
CS,the clothes were hung on the porch. got dry.,,
SS,Did the girls do that after your mother was sick?,,
CS,"Well, I'll tell you, there's a period in there I just don't quite rea",,
CS,"lize how we got along. I know at one time, my sister older than I,",,
CS,"the second one older than I, was teaching ^in the Moscow schools and I",,
CS,"was in high school, I presume,- yes- and our clothes were sent out to",,
CS,the laundry. And where they were sent the husband must have smoked,,
CS,"a pipe, because they'd come home just smelling so of tobacco 1 And",,
CS,"then, of course, after that, we started sending all the flat work, the",,
CS,"sheets, the towels and everything like that to the laundry. Mr. Green,",,
CS,"by then his laundry was- of course, before that he did washing. But",,
CS,I don't think our washing ever went down there when it was done in wash,,
CS,tubs And-,,
SS,"Was your father concerned, say, about the furniture not having any dust",,
SS,"on it, and clean.",,
CS,"Oh, yes. In his marble works, in the showroom, especially if he was",,
CS,"showing a monoment or showing monuments to customers, out would come",,
CS,"his handkerchief and all the time he was showing them, he'd be using",,
CS,his handkerchief to wipe them off. But his method of dusting was a,,
CS,"feather duster, and of course, the dust settled and there was a lot",,
CS,"of marble dust in the shop from the carving. But, oh, he was very—",,
CS,"no dust, no anything around. In fact, in our house every morning,",,
CS,"even the cleaning days- there was a cleaning day once a week, and",,
CS,"everything was, oh, boy, and they used to sweep and. dust would roll",,
CS,"out, and we always hoped for a wind from the east on sweeping day, so",,
CS,it would all go out the front doorl (Chuckles),,
SS,Did everybody take part in that?,,
CS,"No. No. I don't remember my mother ever sweeping, but it would be my",,
CS,"older sisters and after they were away from home, if we didn't have",,
CS,"help, I'd do it. And I remember my mother thought it was pretty heavy",,
CS,"work for me, and she would do so many little things for my benefit,",,
CS,because I had done all that hard work. And I can remember one of our,,
CS,"bedrooms upstairs, before had the bathroom had a stove in it, and",,
CS,that's where the girls always took their baths. And I can remember,,
CS,"on Saturday, when I was growing up, after the girls were away from",,
CS,"home teaching, my sisters, after I'd clean the house I'd have my bath",,
CS,"and go to someone's house or go do something, go to town, or do some",,
CS,"thing, and my mother would empty my bathwater and do all that, because",,
CS,I'd worked hard in the morning.,,
SS,"Well, the work you had to do in the sweeping: you had to lift every",,
SS,thing up?,,
CS,"Oh, yes. The way our house was; the master bedroom was off of the",,
CS,living room and the chairs were all carted in there while the dining,,
CS,"room and the living room were swept, because the dust would just enve",,
CS,lope you. But every morning the thing was around the heater in the,,
CS,living room- you took a little whisk broom and a dust pan and,,
CS,"cleaned all that up, so that.general cleaning didn't go on only once",,
CS,a week.,,
SS,You didn't have rugs on the floors then?,,
CS,"Oh, yes. Carpets; wall-to-wall carpets.",,
SS,So they have to be swept.,,
CS,"Yes, but I don't think, probably they got as dirty as lots of people's",,
CS,carpets did because we all came in the kitchen door and left our rub,,
CS,"bers or boots or so on( And my father was the kind, he never",,
CS,went outside without wiping his feet on the rug at the back door when,,
CS,"he came in. So I don't think the cleaning was as hard, maybe as it",,
CS,was in some other homes that had to clean that way.,,
SS,"You know, you mentioned eating in the dining room.",,
CS,Uh-huh. Three meals a day.,,
SS,Do you think that that's what most Moscow families did at that time?,,
SS,Because I know in the country they always ate in the kitchen.,,
CS,"' Well, I really can't say. Some of my- Well, I can think of two friendsone",,
CS,"friend, her father was a doctor, they always ate in the dining room.",,
CS,"And they usually had a hired girl. Another friend, her father was a",,
CS,"blacksmith, and they always ate in the kitchen because he'd come from",,
CS,the shop and he'd wash up and they'd eat in the kitchen. I don't re,,
CS,member of ever eating in the dining room at their house; ever.,,
SS,Well what made it nicer for you to eat in the kitchen? Because you,,
SS,said you really liked it in the,,
CS,"Oh, I don't know.",,
SS,Just cozier?,,
CS,Yes. Some way.,,
SS,Smaller and closer.,,
CS,"Well, our kitchen was big, but it just seemed to me that- well, maybe",,
CS,just because it was different. But I just thought that was— and it,,
CS,"wasn't breakfast, it'd be Sunday evening supper. And even after I was",,
CS,"married and my sister was keeping house for my father, they never ate",,
CS,out on a table in the kitchen. There was a table there that they,,
CS,could have eaten on. There was this worktable with^bins below it and,,
CS,"so on, and there was another table that sat over by the other kitchen",,
CS,"door where the groceries were put when they were delivered and so on,",,
CS,"but that was kept clear, they could have eaten there. But they just",,
CS,never did it. Meals were always served in the dining room.,,
SS,"So, really the only use for the kitchen was for pretty much to prepare",,
SS,meals.,,
CS,"Yes, and the laundry.",,
SS,"And the laundry. Did you visit at all in the kitchen, if you had time?",,
CS,Only if for some reason we ate out there Sunday evening and sat around,,
CS,"the opened the oven door and sat around there,",,
SS,"""So usually was it in the living room or dining room, either one?",,
CS,"Always. But not so much around the table, maybe, as we did in the li",,
CS,"ving room. We just went to the living room. And it wasn't a parlor,",,
CS,"it was a living room. Front room, we called it. But it wasn't in any",,
CS,sense a parlor.,,
SS,What would the difference be between your living room and a parlor?,,
CS,"Well, now some friends of mine- the blinds were kept pulled and there",,
CS,was no heat in there only when they knew they were going to use the,,
CS,parlor. And it was just a dressed up room. They did have nice things,,
CS,"in there. But, I know when I used to visit that friend I stayed all",,
CS,"night there quite a bit when I was a kid, we'd go in there once in a",,
CS,"while and just kind of look around, with a little awe, maybe.",,
SS,And seldom used.,,
CS,Seldom used.,,
SS,"But in your living room in your family, what did you have? Was it",,
SS,mostly chairs? Was there a sofa?,,
CS,"Oh, no, the library table that Harry has in there, and rockers, we had",,
CS,"rockers and piano and a couch. We called it a lounge, kind of like",,
CS,"thatthing at the museum. But our furniture wasn t grand, but",,
CS,it was very comfortable and never chosen as a set or anything. Every,,
CS,piece had just been bought as my father could afford to buy it. And,,
CS,then sometimes we got a new chair and the old rocking chair was put up,,
CS,stairs in somebody's room.,,
SS,"In your family, did your father show affection to the kids much, or",,
SS,was that considered—,,
CS,"Oh, no, uh-huh. I don't think there was ever a night when I was a",,
CS,kid or my father was too tired that I didn't climb in his lap while he,,
CS,"read his paper, tired as he was. And his favorite word for calling us",,
CS,"was ""Darling.""",,
SS,That's really nice. Because I have an idea in some families parents,,
SS,didn't feel that they ought to show affection for the kids.,,
CS,It wasn't so in our family.,,
SS,"Did you do much to please your father? I mean, when you were a kid",,
SS,did you feel motivated by that?,,
