speaker,words,tags,timestamp
,LILLIAN: But I livedhunfil I was through college and then I went,,
,away to teach. And it was fifteen years before he and I were married.,,
,his He went away in the meantime to New York City and got a PhD and worked,,
,in an institution for the mentally retarded and went into the Navy and,,
,all that so.,,
,SAM SCHRAGER: Had you known each other well in high school?,,
LO,"Well we had dated off and on all through high school and college, but",,
LO,it was just one of those things that we got together eventually.,,
LO,but it was a long time. And of course I had been independent for a,,
LO,"long time, and the girls that were interviewing me were interested in",,
LO,"that. And oh, what adjustments I had to make from being independent",,
LO,and...,,
SS,To getting married?,,
LO,"Yes, to marrying and being a housewife with no job, no",,
LO,outside committments and so on.,,
SS,curious about some of that too. I think that the idea of,,
SS,"not patting married was pretty unusual, wasn't it? Of not getting married",,
SS,as soon as you got grown?,,
LO,"Oh y«ah, yes. I mean it was just expected. And I can remember when I was",,
LO,teaching that one of my friends who was a teacher left her job to be,,
LO,married at that time.nAnd I thought it was high time she was twenty-six!,,
LO,"I thought, 'She just better cause she'll be an old maid now if she doesn't",,
LO,look out.,,
SS,What was your feeling about yourself? Did you really search consciously,,
SS,for an independent career? And did you yourself want to get married?,,
LO,"Oh I think so, I think so. I think it was, you know, it was the accepted",,
LO,thing but when you wait that long you get to the point where all,,
LO,are the interesting men your age already married. And you just don't meet,,
LO,very many eligibles. And I felt that I wouldn't be satisfied to marry,,
LO,somebody that didn't have pretty much the same educational and intellectual,,
LO,background that I had had. I just didn't think it would make a good,,
LO,marriage So it was quite a while.,,
SS,Where did you teach?,,
LO,"Oh, I taught in Klamath Falls, Oregon. And then I taught at what is now",,
LO,"ISU, at that time it was",,
LO,southern branch of the University of Idaho. And I taught there until,,
LO,"during the war I worked for the USO for about oh, about a year and a half,",,
LO,in Texas and Salt Lake Gity. And then I went back to my teahing job.,,
LO,So I was mainly teaching.,,
SS,When you were teaching were your friends mostly married or were they,,
SS,mostly single women?,,
LO,I'd say probably mostly single women. There was quite a group of single,,
LO,women on that campus. And it was a rather sociable group. We did lots,,
LO,of things together. And that is something that I have missed all my,,
LO,married life. I just didn't have friends of that particular kind as much,,
LO,as I did then.,,
SS,What did your mother think of your not getting married? Was she pushing,,
SS,you towards the alter?,,
LO,"No, no. She wasn't the kind that was pushing me toward it. I think she was",,
LO,very happy when I married Ott because he had her full approval. But,,
LO,I had an aunt that was just a storybook mother that was trying to marry,,
LO,"her daughter off. And she lived in Spokane, and when we used to visit her,",,
LO,why a great deal of talk went into that bout her daughter and her dates,,
LO,she could have married this one if she had played her cards right,,
LO,"and so on. There was great preoccupatdon on her part, not so with my",,
LO,mother.,,
SS,"When my mother was growing up she's about sixty now, she's told",,
SS,me about her high school days and after. The attitudes I that that had about,,
SS,"love, just I find incredible to hear her talk about them. I mean it sounded",,
SS,"like, at least in the milie^which I think was pretty typical, the one that",,
SS,"my mother was growing up in, you know, people were always talking about",,
SS,"getting married and getting engaged, and these things were done very lightly.",,
SS,"And as my mother told me, it's an old saw but people seem to be in",,
SS,love with being in love.,,
LO,Um hum.,,
SS,"And actually it seemed fairly shallow, I mean, at one point be engaged to",,
SS,somebody and be going out with his rSmmate on the side and that kind of,,
SS,thing.,,
LO,Um hum.,,
SS,"I've always found that puzzling, but interesting. In some ways it seemed",,
SS,like there was a lot more of a dating game than thereks now.,,
LO,"Oh, I think so. And I think that it is on the whole a much healthier",,
LO,attitude. that women don't feel that they're second class citizens,,
LO,"if they're not married anymore. If they're single from choice, that they",,
LO,don't have to make any excuses for it. I think this is much better. One of,,
LO,the things that those girls were interested in was my comment that when I,,
LO,was in college very few married women were in school. And they just couldn't,,
LO,understand that. But I don't suppose that at the time I was in college,,
LO,"that I knew more than half a dozen. And we thought they were sort of queer,",,
LO,"when married wmen were going to college. Well of course now, it's so widely",,
LO,"accepted, nobody regardless of age would feel strange in a college",,
