speaker,words,tags,timestamp
,Transcript begins on Side B at minute 16.,,
,ELSIE NELSON: ...The Northern Pacific Railroad which my dad did all the excavating,,
,"for, all through Moscow, all the way from Spokane down to Juliaetta. The",,
,"reason that his contract ended at duliaetta was because the Nez Perce, re",,
,servation had just been created by Congress in Washington and they couldn't,,
,go into that Nez Perce reservation with the railroad until a number of years,,
,"later when they built the railroad into Lewiston. And their passengers,",,
,"the passengers from Lewiston were taken by team usually not to Juliaetta,",,
,"because that was, oh, a crooked and long railroad down that canyon, and",,
,"steep canyon, you know what it's like, and they took 'em to Genesee. And for",,
,"a number of years, until they built that railroad into Lewiston, they had to",,
,come from Lewiston up to Genesee if they wanted to go to Spokane or someplace,,
,like that.,,
,Now let's see. Now about the beginning of the University. There was old,,
,Shields who owned the first electric plant and a lumber mill down in,,
,"the center of Moscow, right east of Moscow's Main Street, oh just due east",,
,of where the hospital is now. And that old hospital was remodeled from the,,
,"old McGregor House, which was a boarding house that the homesteader McGregor",,
,"had built. So there was McGregor House, and Barton House and then there was,",,
,"later and very early, Del Norte Hotel which is where Moscow Manor now is.",,
,And that was a very ritzy hotel for a small town. And then they had...,,
,LAURA SCHRAGER: What was that like when it was...,,
EN,"Oh it was just like it is now, except they put I don't know how many coats",,
EN,of paint and plaster on it. But it was just about as big as it is now.,,
EN,"The Del Norte Hotel. They had a very, very nice dining room, now Homer David",,
EN,remembers that. I didn't get to go to hotels or go to town very much. But,,
EN,"he was ten years older than I was. He can remember about how he walked,",,
EN,walked up to the University. And if they wanted to have a date and they'd,,
EN,"take their dates down to this Del Norte Hotel and down to the ""city...""",,
EN,"(Oh what did they call that, ""civic center"" or something. It was the begin",,
EN,"ning of the first Chamber of Commerce, really.) But they had a building,",,
EN,"what is now the McCoy apartment house. And that was a very, very swanky,",,
EN,"for those days, a very swanky hostelry where they entertained. Oh, they had",,
EN,gambling or drinking and that and a bar. Because it wasn't dry until the,,
EN,prohibition days you know. I remember all about that. And...,,
LS,Did you ever eat out in town when you went to town?,,
EN,"No, never. You asked me if I ate in town, of course we didn't—our big",,
EN,family—we didn't eat out. Not very many other people did. And not very,,
EN,many people who came from the little towns around like Troy and Bovill and,,
EN,"Genesee and all those places, those farmers and the homesteaders they never",,
EN,thought about staying in a hotel or even at the boarding house like the Frye.,,
EN,"The Frye hotel was owned by the Carters, the old Carters. It's still there,",,
EN,"the old Carter boarding house, and that's on the corner of Jackson and",,
EN,"Third. It was very unusual for people to eat at hotels, you know.",,
EN,"And all the hotels, including the Moscow Hotel at first, I didn't remember",,
EN,"it, but by mother did and my father, that they had family style serving of",,
EN,"food. They didn't have individual tables, they just had tables, long tafoles,",,
EN,"and they served it family style. And whoever came in, why they sat with",,
EN,these other people. And that's the way they got acquainted and that was,,
EN,"the way they conversed. And then they had the benches outside, outside the",,
EN,"hotel there was always a bench for the people that were...Oh,the old men and",,
EN,"boys who didn't have a job in the summertime would sit on those benches, and",,
EN,"converse, and watch the traffic go by on the dirt road, and the dust in the",,
EN,summer was inches' thick.,,
EN,"And in the winter it was mud, deep mud, oh just like very thick soup!",,
EN,"And I can remember seeing the old rails, they'd stick 'em in the sink holes",,
EN,"so that the people coming by in wagons wouldn't, their horses wouldn't step",,
EN,"into those sink holes and be drowned, you might say, or stuck so they couldn't",,
EN,"get 'em out. And I remember that now. I remember, Sahad started college",,
EN,"before they paved Main Street, and Washington Street, first Main Street",,
EN,and then Washington Street. And that was 1911 that they paved those streets.,,
EN,We thought we was now living in a city at that time. And...,,
LS,What were the boardwalks like?,,
EN,"Oh they were just board, and they were maybe made out of 2 by 2's or 2",,
EN,"by 4's maybe, kinda wide boards, more like planks you know. On Main Street",,
EN,"they had heavier sidewalks, and then of course they had to have sidewalks",,
EN,"on all the streets in town later. Like any little village, why they didn't",,
EN,"have sidewalks at first, but then later they were required. Had picket",,
EN,fences along the houses and board sidewalks and they were narrower in the,,
EN,town but they were wider on Main Street.,,
LS,Were they off the ground or did the planks?,,
EN,"Oh yeah, they had to make them higher than the ground level because we",,
EN,"had a lot of rain, a lot of mud, a lot of dust, and so it was feasable",,
EN,"to make the sidewalks higher. Not only that, there was lots of rain here",,
EN,lots of water pools. Down by the railroad tracks on southern Main Street,,
EN,why they were deep runs or creeks or water bodies under the sidewalks. And,,
EN,"they had high sidewalks, they were raised up maybe five or six feet, at",,
EN,least five or six feet.,,
EN,"And I remember when we went to school, we lived three-quarters of a mile",,
EN,south of that crosswalk. And we walked that three-quarters of a mile to,,
EN,school and I mean walk. Read my book and you'll learn about how we walked,,
EN,to school. And how we walked when we were four years old to town with our,,
EN,folks many and many a time. It was easier for my father and my mother in,,
EN,"those days when they were young to walk to Moscow, than to go out and hitch",,
EN,"up the team, and take a lumber wagon or a hack and go to town.",,
EN,"But on certain occasions when the weather was bad and the snow was deep,",,
EN,why we were taken to school by our dad. And we thought that was a rare,,
EN,treat when it happened to be snow and we could ride in the sleigh to school.,,
EN,"And we were fortunate in having a cutter, and I mean a cutter, a double",,
EN,"seated cutter with upholstered in broadcloth, dark green broadcloth, had a",,
EN,"nice dash board. We had a driving team, always a driving team, that was kept",,
EN,"grooved very, very well, and sleigh bells when it was snow. And that was a",,
EN,"treat to get to go to school in that, and have other kids envy us because",,
