speaker,words,tags,timestamp
,SAM SCHARGER: Not yet.,,
,"LOLA GAMBLE CLYDE: Oh, it's just like going into a museum. One thing he has on the",,
,wall,,
,is real cute. It's a little team of pigs hitched up to a little wagon,,
,and they're driving it- and a man named Huff is driving it. And Hirff,,
,came from Grangeville. They took it back to the World Fair at Chicago.,,
,They took it down to thejttic Yukon Exhibition in ?909 and won,,
,aprize. And there they are and he's got that picture hanging there on,,
,the wall. And there's a lot of other old-time pictures. And then in,,
,"it, are many replicas of old-time things. And he really knows an aw",,
,ful lot of history and stuff. You'll just love Uncle Bill.,,
SS,"Well, let me ask you about social life wanted to know one",,
SS,thing about the women in those days; I've had the impression that alot,,
SS,of them were not in the best of health. That there was a lot of sick,,
SS,"ness among the women who were here in the early days, and there was all",,
SS,over the country in the early 1900's. Do you find that to have been,,
SS,so? When you think about it?,,
LGC,"Yes, I think so too, that it seemed to be one of the great subjects",,
LGC,of conversation- was the ill health that they all had. And part of it,,
LGC,"was that they didn't have enough outside interests, I think, and then",,
LGC,"every ache and pain was magnified, and as they used to say, ""She feels",,
LGC,"every pain,"" you know, and maybe some of it was that. But in those",,
LGC,"days they had children one right after the other, you know, and",,
LGC,"be ten children in ten years, and that's pretty hard on women's health.",,
LGC,And then there was lots of hard work required of the early pioneer wo,,
LGC,"men, and I imagine their health wasn't very good. And doctors were",,
LGC,very inadequate. They had so few of them. And in the very early days,,
LGC,most of the children were ushered into the world by the help of the mid,,
LGC,wife and that sort of thing.,,
SS,"So really, the childbearing was really hard on them.",,
LGC,"Yes, it was hard on them.",,
SS,Took it's toll physically.,,
LGC,"Yes, it did. It took it's toll physically. That's right.",,
SS,Is that because they didn't know enough about- at the time- about how,,
SS,to take care of that with the least trouble?,,
LGC,"Well, I suppose so. And many babies were born without much medical",,
LGC,attention- without much prenatal care- and very little postnatal,,
LGC,care. And doctors were few and far between.,,
SS,"What kind of an effect, say, would that have on the mothers to have",,
SS,"not had, you know, a doctor's care? What would that do to a would",,
SS,that just mean they wouldn't get strong- become more weak?,,
LGC,"That's right. And some of them died in childbirth, if there were com",,
LGC,plications developed. Mothers died in childbirth because they didn't,,
LGC,have medical assistance at the time.,,
SS,"Was that fairly common up here, for example?",,
LGC,"Well, I think as a little child, I remember two of our neighbor wo",,
LGC,men dying in childbirth. And so that was quite a—,,
SS,"The large sized family, is one, too. I've noticed that it seems like",,
SS,the early families were very large. Werent they?,,
LGC,"Yes, that's right.",,
SS,But the way my reading indicates that birth control was not unknown,,
SS,"during that period of time, so that it could have been practiced per",,
SS,haps if families had wanted to. Didn't they have any knowledge of,,
SS,birth control?,,
LGC,"Well, I don't know. A lot of them had the feeling that lots of children was",,
LGC,lots of security. And a lot of them their religion kept them,,
LGC,from practicing what they did know. And I just wouldn't be able to,,
LGC,answer; I don't know.,,
LGC,"Well, when you talk, you know, the security of the children- was that",,
LGC,the idea that-from what people have said- was that the idea that a,,
LGC,big family- you'd have alot of people to help on the farm? Was that,,
LGC,the thinking behind it?,,
LGC,"Well, it could have been, although I've heard some of them say: One",,
LGC,father can take care of twelve sons; the twelve sons can't take care,,
LGC,"of one father. And I think that was quite true, too. Each of them",,
LGC,"grew up and went on their own, you know merry way. And Idon't know",,
LGC,that there was so much taking care of the old folks went on as,,
LGC,could have. But I think religion entered into a lot of their thinking.,,
LGC,"Not necessarily because they were Catholics, but many of the religions",,
LGC,"taught that the Lord giveth and the Lord taketh away, and this is just",,
LGC,the will of the Lord that I'm given these children.,,
SS,You mean the Protestant denominations?,,
LGC,It's true. Many of the Protestant people felt that way that these were,,
LGC,"gifts straight from heaven and they accepted them as that, you know.",,
SS,"Okay, but then what about- we talked some before about women being a",,
SS,chattel and that kind of stuff.,,
LGC,Yes.,,
SS,"And being in almost servitude, because of all they had to do for their",,
SS,husband.,,
LGC,Yes.,,
SS,"Now, wouldn't it stand to reason that the only way that they could be",,
SS,"free of that would be if they didn't have big families? I mean, to",,
SS,have a big family was to accept that.,,
SS,"That's right. Well, Ijust don't know what the feeling behind all",,
SS,"that was with the early day women, but lots of them prided themselves:",,
SS,I can remember one old lady saying that she'd had sixteen children and,,
SS,she lived to raise eight of 'em!,,
SS,What did that mean? She lost the other eight?,,
LGC,"Yes, she lost the other eight.",,
SS,In childbirth or when they were babies?,,
LGC,"Small ones, there were different epidemics. Moscow went through the",,
LGC,black diphtheria scourge here a couple of times. And at one time some,,
LGC,of the early histories report that half the children in the town of,,
LGC,Moscow died with black diphtheria.,,
SS,"Oh, really?",,
LGC,Uh-huh.,,
SS,i didn't know that it was that bad.,,
LGC,"Yes, it was that bad.",,
SS,When do you think about when would that have been?,,
SS,"Oh, it would be in the very early- in the early '70's. 1877, maybe and",,
SS,"'78, along through there they had a bad epidemic of black diphtheria.",,
SS,"Well, thinking about this- what women accepted for their lives, it",,
SS,"sounds to me like- Well, what I'm wondering, do you think that the wo",,
SS,men then questioned whether they should have an alternative to just,,
SS,being homemakers and raising afamily? Or did that only come later?,,
SS,That that was questioned.,,
LGC,"Well,-",,
SS,You know what I mean.,,
LGC,"Yes, I know what you mean.",,
SS,Is that the only way they thought to live at the time?,,
SS,"Well, Ican only answe^from my own mother's viewpoint. My mother was",,
SS,an educated woman and she had taught- she taught in the first girls',,
SS,"school in Canada in the Angela College of Victoria, B. C. And when",,
SS,"she moved to this pioneer settlement, she wanted my father to let her",,
SS,"go out and teach school, and oh, that was against the principles of",,
SS,the old country. The man made the living; it was his privilege and,,
SS,"his right and he wouldn't let her go. But, I've often heard her say",,
SS,that she wished that my father had let her go and teach school at the,,
SS,same time because they could have used the money so well. And nearly,,
SS,all of the farm women had their cows and they would milk them and sell,,
SS,"the cream. And they got most of the egg money, and that was considered",,
SS,"their money that they could do as they pleased. But the grain, the",,
SS,"crop had to go in^or paying for land or machinery or for debts, but",,
SS,"the egg and cream money, the women could have that.",,
SS,But they spent it not on themselves?,,
LGC,"No, they spent it on the children and on food. Most of it",,
LGC,went for the children and on food for the table.,,
LGC,"So, in other words, she was really exclusively in control of the chil",,
LGC,dren and the food.,,
LGC,"Yes, that's right. That was her calling.",,
LGC,"What about the household furnishings and the furniture and all that,",,
LGC,"was that all her's, too?",,
LGC,"Well,- and once again, Ican hardly answer it. The men did most of",,
LGC,"this buying, as I remember it. The Scandinavian men, especially. But",,
LGC,some of them took great pride in their houses and buying a piano for,,
LGC,"their daughters. That was the epitome of gracious living, was to be",,
LGC,"able to get apiano and give the girls music lessons, when Iwas alit",,
LGC,tle child. And there was some of the families that could do that.,,
LGC,"So, say somejthings like sofas and chairs and that sort of thing- would",,
LGC,that usually be the husband or wife who would make-,,
LGC,"Well most of the purchases, most of the major purchases, your purchases",,
LGC,"like that much money, would be made by the man. The men would decide",,
LGC,when they would get it and some of them took pride in having well fur,,
LGC,"nished houses, and that sort of thing, you know.",,
LGC,"Well, Iknow these sorts of things are pretty imponderable, they're",,
LGC,difficult to figure; But I'm asking you some of these things because,,
LGC,"of the reading that I've done now, when we're looking at women's his",,
LGC,"tory, and history of the nineteenth century. These are the kind of",,
LGC,questions that they're asking. Why was it this way? And how was it?,,
LGC,"So, they're trying to generalize on what- you know- on some of these",,
LGC,"things. But for other women, maybe sometimes your mother. Was your",,
LGC,mother unusual in her interest in getting out of the home to teach?,,
LGC,Do you think that it was common and that most women would have if they,,
LGC,could have?,,
LGC,"Well, yes, I think if they had been fitted; but^so few were educated",,
LGC,"in those days, you know, there were so few trained, I think most of",,
LGC,"them would have tried, because I remember in later years when they",,
LGC,opened the pea picking factory and Moscow became the pea capital,,
