speaker,words,tags,timestamp
,"SAM SCHRAGER: Bovill, you landed up there in the mid '20's when you came.",,
,MARIE FISHER: I had a cousin who lived there. I guess I . applied for,,
,and the job and got it. In those days you would write applications tel-,,
,"ling what your qualifications were; what you could teach, and that's",,
,all I did and I got the job.,,
SS,Where were you living at the time?,,
MF,"My folks were living in Nez Perce, but I was only there during the",,
MF,"summers, so I didn't really live much of anywhere; where my trunk",,
MF,was is where I lived.,,
SS,Had you taught before you came to Bovill?,,
MF,"Yes, oh, yes. I must have taught fifteen years, I guess, before I",,
MF,"went to Bovill. No, I hadn't taught that long, I'd taught about",,
MF,eight years before I went to So I had experience and.good,,
MF,"recommendations, I guess, because I got the job without any trouble.",,
MF,I taught primary for four years and then they transferred me to fifth,,
MF,"and sixth and then I taught the seventh and eighth. So, I taught",,
MF,all of them.,,
SS,Was this all in Bovill or before you came?,,
MF,"No, in Bovill. But I taught rural school and tworoom schools before",,
MF,I went to Bovill.,,
SS,You got your teacher training in Lewiston?,,
MF,Normal.,,
SS,How long did that take in those days?,,
MF,"Well, when I started out all you had to do was go to summer school",,
MF,"which lasted I think, nine weeks or something like that. And you",,
MF,"got what was called a third grade certificate, and you teach on",,
MF,that third grade certificate that year then you go back to summer,,
MF,4o school and then you go ft second grade and then you'd go back to,,
MF,summer school the next year and you'd get a first grade and then,,
MF,you had your certificate. But the people that wanted to go to school,,
MF,"take a whole year at once, they didn't have to go through that.",,
MF,I couldn't be bothered going the whole year when I could go nine,,
MF,weeks and get a job.,,
MF,What was the training itself like? Was it very different then the,,
MF,way they do the teaching now?,,
MF,I don't know how they teach now. From the papers I pick up that,,
MF,"the kids drop on the way home, they don't teach like they used to.",,
MF,These papers that I pick up from the kids that go by an A on,,
MF,them and I look through 'em and there a whole lot of mistakes on,,
MF,"'em, they can't spell and they can't write;.big printing. And",,
MF,when I taught school the kids went to the board and learned to write.,,
MF,"They never did print. But of course, before I quit teaching they",,
MF,"had started printing, but I never bothered with that because I",,
MF,couldn't see the value of printing first then writing. And we had,,
MF,to teach Palmer Method of writing in those days.,,
MF,"When you were trained at Lewiston for teaching at the Normal, was",,
MF,the training very specific? Did they teach you just how to teach,,
MF,"in a classroom, or what?",,
MF,"Yes, they taught the way it should be in a classroom, but after",,
MF,you got in 4 classroom you had to remember what they told you,,
MF,These people that were training us were dedicated teachers and all,,
MF,"that, but I don't think that many of them had ever done very much",,
MF,"rural school teaching, where you had eight grades in one room. And",,
MF,we had special courses in teaching English and special courses in,,
MF,arithmetic and special teachers to teach us how to teach spelling,,
MF,and everything else. But after you get out and start doing it you,,
MF,just forget all that and do it your own way.,,
SS,What you're saying it was more theory.,,
MF,"Theory, not practice. But I wasn't a bad primary teacher, by",,
MF,"the time Christmas came the kids could pick out different words,",,
MF,"the smart ones. Of course the idiots, morons and^ people on the",,
MF,"curve, they couldn't, but the average kid knew a few words that they",,
MF,could pick out of the paper. And I never let them learn by the pic,,
MF,"ture on the paper, they had to know the words because I taught",,
MF,phonics. And they could read pretty good. If you don't believe,,
MF,"it ask Joe Holland, I had his kids in the first grade. And Junior,",,
MF,"his oldest boy, the one that got killed in the army, he could al",,
MF,most read by Christmas. And by the time school was out he was a,,
MF,don't know how I ever got kids to learn to read when I didn't teach,,
MF,"phonics, but they must have. But now they're going back to phonics",,
MF,somebody told me.,,
MF,"Yes, I've heard that, too. Did you have any special methods that",,
MF,you found worked to get the kids interested in reading? Or was it,,
MF,strict drills and that sort of thing?,,
